category,product_name,product_id,product_url,image_url,full_price,discount_price,availability,filename
men_clothing,formal varsity drywo buffalo,,https://www.off---white.com/en-us/shopping/off-white-formal-varsity-drywo-buffalo-21832125,https://cdn-images.farfetch-contents.com/off-white-formal-varsity-drywo-buffalo_21832125_52939594_800.jpg?c=3,"$1,250",$813,In stock,men_clothing.html
men_clothing,buckles cargo pant,,https://www.off---white.com/en-us/shopping/off-white-buckles-cargo-pant-21832123,https://cdn-images.farfetch-contents.com/off-white-buckles-cargo-pant_21832123_51812689_800.jpg?c=3,"$1,450",$943,In stock,men_clothing.html
men_clothing,90s logo padded jacket,,https://www.off---white.com/en-us/shopping/off-white-90s-logo-padded-jacket-21832126,https://cdn-images.farfetch-contents.com/off-white-90s-logo-padded-jacket_21832126_51812710_800.jpg?c=3,"$1,915","$1,245",In stock,men_clothing.html
men_clothing,baseball cot s/s shirt,,https://www.off---white.com/en-us/shopping/off-white-baseball-cot-s-s-shirt-21833050,https://cdn-images.farfetch-contents.com/off-white-baseball-cot-s-s-shirt_21833050_52939879_800.jpg?c=3,$895,$582,In stock,men_clothing.html
men_clothing,xray denim shorts,,https://www.off---white.com/en-us/shopping/off-white-xray-denim-shorts-22102695,https://cdn-images.farfetch-contents.com/off-white-xray-denim-shorts_22102695_52940167_800.jpg?c=3,$925,$602,In stock,men_clothing.html
men_clothing,bandana arrow hoodie,,https://www.off---white.com/en-us/shopping/off-white-bandana-arrow-hoodie-22103310,https://cdn-images.farfetch-contents.com/off-white-bandana-arrow-hoodie_22103310_52361806_800.jpg?c=3,"$1,250",$813,In stock,men_clothing.html
men_clothing,bandana bowling shirt,,https://www.off---white.com/en-us/shopping/off-white-bandana-bowling-shirt-22102517,https://cdn-images.farfetch-contents.com/off-white-bandana-bowling-shirt_22102517_52859346_800.jpg?c=3,$895,$582,In stock,men_clothing.html
men_clothing,natlover lea mesh basket short,,https://www.off---white.com/en-us/shopping/off-white-natlover-lea-mesh-basket-short-22102585,https://cdn-images.farfetch-contents.com/off-white-natlover-lea-mesh-basket-short_22102585_52940077_800.jpg?c=3,"$1,915","$1,246",In stock,men_clothing.html
men_clothing,natlover denim over hooded jacket,,https://www.off---white.com/en-us/shopping/off-white-natlover-denim-over-hooded-jacket-22102697,https://cdn-images.farfetch-contents.com/off-white-natlover-denim-over-hooded-jacket_22102697_52361308_800.jpg?c=3,"$1,710","$1,112",In stock,men_clothing.html
men_clothing,bandana arrow s/s tee,,https://www.off---white.com/en-us/shopping/off-white-bandana-arrow-s-s-tee-22103309,https://cdn-images.farfetch-contents.com/off-white-bandana-arrow-s-s-tee_22103309_52361791_800.jpg?c=3,$655,$426,In stock,men_clothing.html
men_clothing,arrow surfer swimshirt,,https://www.off---white.com/en-us/shopping/off-white-arrow-surfer-swimshirt-22103349,https://cdn-images.farfetch-contents.com/off-white-arrow-surfer-swimshirt_22103349_52408331_800.jpg?c=3,$465,$302,In stock,men_clothing.html
