product_id,product_name,price,category,image_urls,product_url,colors,filename
X5MB3495530VDNC407,T-shirt in Jersey,$445,men_ready_to_wear,"//www.tods.com/fashion/tods/X5MB3495530VDNC407/X5MB3495530VDNC407-30.jpg?imwidth=950, //www.tods.com/fashion/tods/X5MB3495530VDNC407/X5MB3495530VDNC407-30.jpg?imwidth=820, //www.tods.com/fashion/tods/X5MB3495530VDNC407/X5MB3495530VDNC407-30.jpg?imwidth=624, //www.tods.com/fashion/tods/X5MB3495530VDNC407/X5MB3495530VDNC407-30.jpg?imwidth=496, //www.tods.com/fashion/tods/X5MB3495530VDNC407/X5MB3495530VDNC407-30.jpg?imwidth=750, //www.tods.com/fashion/tods/X5MB3495530VDNC407/X5MB3495530VDNC407-30.jpg?imwidth=475",https://www.tods.com/us-en/T-shirt-in-Jersey/p/X5MB3495530VDNC407/,GREEN,men_ready_to_wear.html
X5MB3495530VDNB001,T-shirt in Jersey,$445,men_ready_to_wear,"//www.tods.com/fashion/tods/X5MB3495530VDNB001/X5MB3495530VDNB001-30.jpg?imwidth=950, //www.tods.com/fashion/tods/X5MB3495530VDNB001/X5MB3495530VDNB001-30.jpg?imwidth=820, //www.tods.com/fashion/tods/X5MB3495530VDNB001/X5MB3495530VDNB001-30.jpg?imwidth=624, //www.tods.com/fashion/tods/X5MB3495530VDNB001/X5MB3495530VDNB001-30.jpg?imwidth=496, //www.tods.com/fashion/tods/X5MB3495530VDNB001/X5MB3495530VDNB001-30.jpg?imwidth=750, //www.tods.com/fashion/tods/X5MB3495530VDNB001/X5MB3495530VDNB001-30.jpg?imwidth=475",https://www.tods.com/us-en/T-shirt-in-Jersey/p/X5MB3495530VDNB001/,WHITE,men_ready_to_wear.html
X3M81474040UGDB013,Pants with Darts,$745 Reduced price $447,men_ready_to_wear,"//www.tods.com/fashion/tods/X3M81474040UGDB013/X3M81474040UGDB013-30.jpg?imwidth=950, //www.tods.com/fashion/tods/X3M81474040UGDB013/X3M81474040UGDB013-30.jpg?imwidth=820, //www.tods.com/fashion/tods/X3M81474040UGDB013/X3M81474040UGDB013-30.jpg?imwidth=624, //www.tods.com/fashion/tods/X3M81474040UGDB013/X3M81474040UGDB013-30.jpg?imwidth=496, //www.tods.com/fashion/tods/X3M81474040UGDB013/X3M81474040UGDB013-30.jpg?imwidth=750, //www.tods.com/fashion/tods/X3M81474040UGDB013/X3M81474040UGDB013-30.jpg?imwidth=475",https://www.tods.com/us-en/Pants-with-Darts/p/X3M81474040UGDB013/,WHITE,men_ready_to_wear.html
X8MC1488110QWXB018,Round-neck Pullover,Check in store availability,men_ready_to_wear,"//www.tods.com/fashion/tods/X8MC1488110QWXB018/X8MC1488110QWXB018-34.jpg?imwidth=950, //www.tods.com/fashion/tods/X8MC1488110QWXB018/X8MC1488110QWXB018-34.jpg?imwidth=820, //www.tods.com/fashion/tods/X8MC1488110QWXB018/X8MC1488110QWXB018-34.jpg?imwidth=624, //www.tods.com/fashion/tods/X8MC1488110QWXB018/X8MC1488110QWXB018-34.jpg?imwidth=496, //www.tods.com/fashion/tods/X8MC1488110QWXB018/X8MC1488110QWXB018-34.jpg?imwidth=750, //www.tods.com/fashion/tods/X8MC1488110QWXB018/X8MC1488110QWXB018-34.jpg?imwidth=475",https://www.tods.com/us-en/Round-neck-Pullover/p/X8MC1488110QWXB018/,WHITE,men_ready_to_wear.html
X3M81484090RORS802,Pants With Darts,$945 Reduced price $567,men_ready_to_wear,"//www.tods.com/fashion/tods/X3M81484090RORS802/X3M81484090RORS802-30.jpg?imwidth=950, //www.tods.com/fashion/tods/X3M81484090RORS802/X3M81484090RORS802-30.jpg?imwidth=820, //www.tods.com/fashion/tods/X3M81484090RORS802/X3M81484090RORS802-30.jpg?imwidth=624, //www.tods.com/fashion/tods/X3M81484090RORS802/X3M81484090RORS802-30.jpg?imwidth=496, //www.tods.com/fashion/tods/X3M81484090RORS802/X3M81484090RORS802-30.jpg?imwidth=750, //www.tods.com/fashion/tods/X3M81484090RORS802/X3M81484090RORS802-30.jpg?imwidth=475",https://www.tods.com/us-en/Pants-With-Darts/p/X3M81484090RORS802/,BROWN,men_ready_to_wear.html
X8MC1488260WDZB002,Polo Shirt in Wool Knit,$875,men_ready_to_wear,"//www.tods.com/fashion/tods/X8MC1488260WDZB002/X8MC1488260WDZB002-30.jpg?imwidth=950, //www.tods.com/fashion/tods/X8MC1488260WDZB002/X8MC1488260WDZB002-30.jpg?imwidth=820, //www.tods.com/fashion/tods/X8MC1488260WDZB002/X8MC1488260WDZB002-30.jpg?imwidth=624, //www.tods.com/fashion/tods/X8MC1488260WDZB002/X8MC1488260WDZB002-30.jpg?imwidth=496, //www.tods.com/fashion/tods/X8MC1488260WDZB002/X8MC1488260WDZB002-30.jpg?imwidth=750, //www.tods.com/fashion/tods/X8MC1488260WDZB002/X8MC1488260WDZB002-30.jpg?imwidth=475",https://www.tods.com/us-en/Polo-Shirt-in-Wool-Knit/p/X8MC1488260WDZB002/,GREY,men_ready_to_wear.html
X8MC1488260WDZU805,Polo Shirt in Wool Knit,$875,men_ready_to_wear,"//www.tods.com/fashion/tods/X8MC1488260WDZU805/X8MC1488260WDZU805-34.jpg?imwidth=950, //www.tods.com/fashion/tods/X8MC1488260WDZU805/X8MC1488260WDZU805-34.jpg?imwidth=820, //www.tods.com/fashion/tods/X8MC1488260WDZU805/X8MC1488260WDZU805-34.jpg?imwidth=624, //www.tods.com/fashion/tods/X8MC1488260WDZU805/X8MC1488260WDZU805-34.jpg?imwidth=496, //www.tods.com/fashion/tods/X8MC1488260WDZU805/X8MC1488260WDZU805-34.jpg?imwidth=750, //www.tods.com/fashion/tods/X8MC1488260WDZU805/X8MC1488260WDZU805-34.jpg?imwidth=475",https://www.tods.com/us-en/Polo-Shirt-in-Wool-Knit/p/X8MC1488260WDZU805/,BLUE,men_ready_to_wear.html
X5MB3485530VDNB001,T-shirt in Jersey,$345,men_ready_to_wear,"//www.tods.com/fashion/tods/X5MB3485530VDNB001/X5MB3485530VDNB001-34.jpg?imwidth=950, //www.tods.com/fashion/tods/X5MB3485530VDNB001/X5MB3485530VDNB001-34.jpg?imwidth=820, //www.tods.com/fashion/tods/X5MB3485530VDNB001/X5MB3485530VDNB001-34.jpg?imwidth=624, //www.tods.com/fashion/tods/X5MB3485530VDNB001/X5MB3485530VDNB001-34.jpg?imwidth=496, //www.tods.com/fashion/tods/X5MB3485530VDNB001/X5MB3485530VDNB001-34.jpg?imwidth=750, //www.tods.com/fashion/tods/X5MB3485530VDNB001/X5MB3485530VDNB001-34.jpg?imwidth=475",https://www.tods.com/us-en/T-shirt-in-Jersey/p/X5MB3485530VDNB001/,WHITE,men_ready_to_wear.html
X5MB3475530VDNU801,Round Neck T-Shirt,$345,men_ready_to_wear,"//www.tods.com/fashion/tods/X5MB3475530VDNU801/X5MB3475530VDNU801-34.jpg?imwidth=950, //www.tods.com/fashion/tods/X5MB3475530VDNU801/X5MB3475530VDNU801-34.jpg?imwidth=820, //www.tods.com/fashion/tods/X5MB3475530VDNU801/X5MB3475530VDNU801-34.jpg?imwidth=624, //www.tods.com/fashion/tods/X5MB3475530VDNU801/X5MB3475530VDNU801-34.jpg?imwidth=496, //www.tods.com/fashion/tods/X5MB3475530VDNU801/X5MB3475530VDNU801-34.jpg?imwidth=750, //www.tods.com/fashion/tods/X5MB3475530VDNU801/X5MB3475530VDNU801-34.jpg?imwidth=475",https://www.tods.com/us-en/Round-Neck-T-Shirt/p/X5MB3475530VDNU801/,BLUE,men_ready_to_wear.html
X5MB3475530VDNB001,Round Neck T-Shirt,$345,men_ready_to_wear,"//www.tods.com/fashion/tods/X5MB3475530VDNB001/X5MB3475530VDNB001-34.jpg?imwidth=950, //www.tods.com/fashion/tods/X5MB3475530VDNB001/X5MB3475530VDNB001-34.jpg?imwidth=820, //www.tods.com/fashion/tods/X5MB3475530VDNB001/X5MB3475530VDNB001-34.jpg?imwidth=624, //www.tods.com/fashion/tods/X5MB3475530VDNB001/X5MB3475530VDNB001-34.jpg?imwidth=496, //www.tods.com/fashion/tods/X5MB3475530VDNB001/X5MB3475530VDNB001-34.jpg?imwidth=750, //www.tods.com/fashion/tods/X5MB3475530VDNB001/X5MB3475530VDNB001-34.jpg?imwidth=475",https://www.tods.com/us-en/Round-Neck-T-Shirt/p/X5MB3475530VDNB001/,WHITE,men_ready_to_wear.html
