product_id,product_name,product_price,product_color,category,image_urls,product_url,filename
,,,,women_ready_to_wear,https://media.loropiana.com/HYBRIS/FAN/FAN9802/9744E39C-F224-4211-8BE0-ACA5F8CA84F2/FAN9802_T1J2_SMALL.jpg,https://us.loropiana.com//en/p/woman/large-resort-sarong-FAN9802?colorCode=T1J2,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN9807/CD33FFFE-41E9-4995-9888-A0885B8A022C/FAN9807_T1J3_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN9807/8FB125B3-0C71-4260-9BE4-2B7CB00D6692/FAN9807_T1J3_SMALL.jpg",https://us.loropiana.com//en/p/woman/small-resort-sarong-FAN9807?colorCode=T1J3,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAO/FAO2765/B1BC9859-895B-4455-9833-465B84063015/FAO2765_T1JZ_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAO/FAO2765/98F34BF3-192F-40B5-9D1D-02671DA27105/FAO2765_T1JZ_SMALL.jpg",https://us.loropiana.com//en/p/woman/small-sarong-FAO2765?colorCode=T1JZ,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN6615/1112E800-A153-40B1-ACEA-3399916A7CB2/FAN6615_T1J1_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN6615/A2B2684F-F269-4BAC-813B-5DC00EF43AA7/FAN6615_T1J1_SMALL.jpg",https://us.loropiana.com//en/p/woman/shyanne-dress-FAN6615?colorCode=T1J1,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAO/FAO0037/C1C6044F-8C39-4BA1-B7D1-8F00F10315F3/FAO0037_T1J0_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAO/FAO0037/E0DD383C-5DCD-4BD5-8CC4-18CB64F49069/FAO0037_T1J0_SMALL.jpg",https://us.loropiana.com//en/p/woman/leah-skirt-FAO0037?colorCode=T1J0,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAO/FAO0508/FC0A813B-075B-450F-B7EB-225477C2AA35/FAO0508_T1J1_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAO/FAO0508/E2001FC0-56AC-4FA8-A810-A1A4DC700BD7/FAO0508_T1J1_SMALL.jpg",https://us.loropiana.com//en/p/woman/isoble-shirt-FAO0508?colorCode=T1J1,women_ready_to_wear.html
,,,,women_ready_to_wear,https://media.loropiana.com/HYBRIS/FAO/FAO0499/5306CD2D-DD35-4E86-A130-29DFE2500FA9/FAO0499_T1J0_SMALL.jpg,https://us.loropiana.com//en/p/woman/perth-shorts-FAO0499?colorCode=T1J0,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAO/FAO0547/1243B8C9-43BC-4EAA-B033-1AE643CC2E83/FAO0547_B3V1_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAO/FAO0547/9ACBCD12-FB01-4F40-9D2D-8AC367605458/FAO0547_B3V1_SMALL.jpg",https://us.loropiana.com//en/p/woman/armen-coat-FAO0547?colorCode=B3V1,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN6662/FB93445B-B331-4D5D-A6FB-8C9E22B97E12/FAN6662_W10X_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN6662/BD84F06C-0E3C-4CDA-B865-A4A3BCF2E548/FAN6662_W10X_SMALL.jpg",https://us.loropiana.com//en/p/woman/nimoe-jacket-FAN6662?colorCode=W10X,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAM/FAM9002/86FAC091-9D0C-46BA-9A5C-B3A60AD6C7A5/FAM9002_W10X_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAM/FAM9002/00696E3A-1683-4FD3-85C8-DF03FDD6FAAA/FAM9002_W10X_SMALL.jpg",https://us.loropiana.com//en/p/woman/neo-derk-pants-FAM9002?colorCode=W10X,women_ready_to_wear.html
