product_id,product_name,price,category,image_urls,product_url,colors,filename
2HC274_2CX2_F0594,Re-Nylon and leather baseball cap,$ 750,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2HC/2HC274/2CX2F0594/2HC274_2CX2_F0594_MDL.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/re-nylon-and-leather-baseball-cap/2HC274_2CX2_F0594,"rgb(204, 161, 126), conic-gradient(rgb(112, 102, 78) 0%, rgb(112, 102, 78) 50%, rgb(206, 152, 96) 51%, rgb(206, 152, 96) 100%); transform: rotate3d(0, 0, 1, 46deg)",men_accessories.html
2ZH155_2CX2_F0594,Re-Nylon smartphone case,"$ 1,170",men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2ZH/2ZH155/2CX2F0594/2ZH155_2CX2_F0594_SLD.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/re-nylon-smartphone-case/2ZH155_2CX2_F0594,,men_accessories.html
2CN028_2A1H_F0F24,Cotton belt,$ 495,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2CN/2CN028/2A1HF0F24/2CN028_2A1H_F0F24_SLD.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/cotton-belt/2CN028_2A1H_F0F24,,men_accessories.html
2HC137_2CX2_F0594,Re-Nylon bucket hat,$ 795,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2HC/2HC137/2CX2F0594/2HC137_2CX2_F0594_MDL.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/re-nylon-bucket-hat/2HC137_2CX2_F0594,,men_accessories.html
2HC137_2DMI_F0244,Re-Nylon bucket hat,$ 695,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2HC/2HC137/2DMIF0244/2HC137_2DMI_F0244_MDL.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,, https://www.prada.com/content/dam/pradabkg_products/2/2HC/2HC137/2DMIF0244/2HC137_2DMI_F0244_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/re-nylon-bucket-hat/2HC137_2DMI_F0244,"rgb(94, 79, 55), rgb(0, 0, 0), rgb(255, 255, 255), rgb(186, 206, 230)",men_accessories.html
2ZH183_QHH_F0466,Saffiano leather cover for iPhone 15 Pro Max,$ 395,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2ZH/2ZH183/QHHF0466/2ZH183_QHH_F0466_SLD.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,, https://www.prada.com/content/dam/pradabkg_products/2/2ZH/2ZH183/QHHF0466/2ZH183_QHH_F0466_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/saffiano-leather-cover-for-iphone-15-pro-max/2ZH183_QHH_F0466,"rgb(141, 111, 68), rgb(0, 0, 0), rgb(255, 255, 255)",men_accessories.html
2MO513_2CX2_F03UQ,Re-Nylon wallet,$ 675,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2MO/2MO513/2CX2F03UQ/2MO513_2CX2_F03UQ_SLO.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,, https://www.prada.com/content/dam/pradabkg_products/2/2MO/2MO513/2CX2F03UQ/2MO513_2CX2_F03UQ_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/re-nylon-wallet/2MO513_2CX2_F03UQ,,men_accessories.html
2MC025_2CX2_F03UQ,Re-Nylon card holder,$ 360,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2MC/2MC025/2CX2F03UQ/2MC025_2CX2_F03UQ_SLD.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,, https://www.prada.com/content/dam/pradabkg_products/2/2MC/2MC025/2CX2F03UQ/2MC025_2CX2_F03UQ_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/re-nylon-card-holder/2MC025_2CX2_F03UQ,,men_accessories.html
2MO004_2CX2_F03UQ,Re-Nylon wallet,$ 625,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2MO/2MO004/2CX2F03UQ/2MO004_2CX2_F03UQ_SLO.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,, https://www.prada.com/content/dam/pradabkg_products/2/2MO/2MO004/2CX2F03UQ/2MO004_2CX2_F03UQ_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/re-nylon-wallet/2MO004_2CX2_F03UQ,,men_accessories.html
2ZH181_QHH_F0466,Saffiano leather cover for iPhone 15 Pro,$ 395,men_accessories,"https://www.prada.com/content/dam/pradabkg_products/2/2ZH/2ZH181/QHHF0466/2ZH181_QHH_F0466_SLD.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,, https://www.prada.com/content/dam/pradabkg_products/2/2ZH/2ZH181/QHHF0466/2ZH181_QHH_F0466_SLF.jpg/_jcr_content/renditions/cq5dam.web.hebebed.600.600.jpg,",/us/en/p/saffiano-leather-cover-for-iphone-15-pro/2ZH181_QHH_F0466,"rgb(141, 111, 68), rgb(0, 0, 0)",men_accessories.html
