product_id,availability,category,image_url,list_price,name,price,quantity,sale,sale_percentage,sale_price,sku,stock,product_url,personalized,preorder,shoppable,promotional_code_name,promotional_code_value,tax_included,filename
DPU5978-1A10544_1B00V,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwc72a2646/original/90_DPU5978-1A10544_1B00V_20_MedusaBiggieBifoldClipWallet-Bifold~Wallets-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,495.00,medusa biggie bifold clip wallet,495.00,1,0,0%,495.00,DPU5978-1A10544_1B00V,75,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/medusa-biggie-bifold-clip-wallet-black-gold/DPU5978-1A10544_1B00V.html?dwvar_DPU5978-1A10544__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPN2467-1A10544_1B00V,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwebfcb658/original/90_DPN2467-1A10544_1B00V_20_MedusaBiggieCardholder-Card~Holders-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,295.00,medusa biggie cardholder,295.00,1,0,0%,295.00,DPN2467-1A10544_1B00V,50,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-biggie-cardholder-black-gold/DPN2467-1A10544_1B00V.html?dwvar_DPN2467-1A10544__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU2463-1A09321_2VE9E,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw85da4c75/original/90_DPU2463-1A09321_2VE9E_20_BaroccoJacquardBifoldWallet-Bifold~Wallets-Versace-online-store_0_3.jpg?sw=550&q=85&strip=true,395.00,barocco jacquard bifold wallet,395.00,1,0,0%,395.00,DPU2463-1A09321_2VE9E,44,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/barocco-jacquard-bifold-wallet-print/DPU2463-1A09321_2VE9E.html?dwvar_DPU2463-1A09321__2VE9E_color=2VE9E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1012892-1A09321_2VE9E,1,men:accessories:wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw4f3adf22/original/90_1012892-1A09321_2VE9E_20_BaroccoJacquardCardholder-Card~Holders-Versace-online-store_0_4.jpg?sw=550&q=85&strip=true,275.00,barocco jacquard cardholder,275.00,1,0,0%,275.00,1012892-1A09321_2VE9E,63,https://www.versace.com/us/en/men/accessories/wallets/barocco-jacquard-cardholder-print/1012892-1A09321_2VE9E.html?dwvar_1012892-1A09321__2VE9E_color=2VE9E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1012892-1A09321_2BM0E,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw5036ea12/original/90_1012892-1A09321_2BM0E_20_BaroccoJacquardCardholder-Wallets-Versace-online-store_1_6.jpg?sw=550&q=85&strip=true,275.00,barocco jacquard cardholder,275.00,1,0,0%,275.00,1012892-1A09321_2BM0E,69,https://www.versace.com/us/en/men/accessories/wallets/card-holders/barocco-jacquard-cardholder-black-print/1012892-1A09321_2BM0E.html?dwvar_1012892-1A09321__2BM0E_color=2BM0E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPDI056-1A09321_2BM0E,1,men:accessories:wallets:continental wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwcd425faf/original/90_DPDI056-1A09321_2BM0E_20_BaroccoJacquardLongWallet-Accessories-Versace-online-store_0_4.jpg?sw=550&q=85&strip=true,675.00,barocco jacquard long wallet,675.00,1,0,0%,675.00,DPDI056-1A09321_2BM0E,16,https://www.versace.com/us/en/men/accessories/wallets/continental-wallets/barocco-jacquard-long-wallet-black-print/DPDI056-1A09321_2BM0E.html?dwvar_DPDI056-1A09321__2BM0E_color=2BM0E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU6737-1A09321_2BM0E,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw2ec8fcf2/original/90_DPU6737-1A09321_2BM0E_20_BaroccoJacquardWallet-Accessories-Versace-online-store_1_4.jpg?sw=550&q=85&strip=true,425.00,barocco jacquard wallet,425.00,1,0,0%,425.00,DPU6737-1A09321_2BM0E,44,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/barocco-jacquard-wallet-black-print/DPU6737-1A09321_2BM0E.html?dwvar_DPU6737-1A09321__2BM0E_color=2BM0E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPN2467-1A10637_1B00E,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw6f0c7270/original/90_DPN2467-1A10637_1B00E_20_MedusaBiggieBaroccoCardholder-Accessories-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,325.00,medusa biggie barocco cardholder,325.00,1,0,0%,325.00,DPN2467-1A10637_1B00E,76,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-biggie-barocco-cardholder-black/DPN2467-1A10637_1B00E.html?dwvar_DPN2467-1A10637__1B00E_color=1B00E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU2463-1A10637_1B00E,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw0439dd94/original/90_DPU2463-1A10637_1B00E_20_MedusaBiggieBaroccoWallet-Bifold~Wallets-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,475.00,medusa biggie barocco wallet,475.00,1,0,0%,475.00,DPU2463-1A10637_1B00E,50,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/medusa-biggie-barocco-wallet-black/DPU2463-1A10637_1B00E.html?dwvar_DPU2463-1A10637__1B00E_color=1B00E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU5978-1A03190_1B00V,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw7168994c/original/90_DPU5978-1A03190_1B00V_20_Medusa~Biggie~Bifold~Clip~Wallet--Versace-online-store_2_0.jpg?sw=550&q=85&strip=true,425.00,medusa biggie bifold clip wallet,425.00,1,0,0%,425.00,DPU5978-1A03190_1B00V,5,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/medusa-biggie-bifold-clip-wallet-black-gold/DPU5978-1A03190_1B00V.html?dwvar_DPU5978-1A03190__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPN2467-1A03190_1B00P,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw9dfda175/original/90_DPN2467-1A03190_1B00P_20_Medusa~Biggie~Card~Holder-Accessories-Versace-online-store_0_1.jpg?sw=550&q=85&strip=true,295.00,medusa biggie card holder,295.00,1,0,0%,295.00,DPN2467-1A03190_1B00P,111,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-biggie-card-holder-black/DPN2467-1A03190_1B00P.html?dwvar_DPN2467-1A03190__1B00P_color=1B00P,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1011452-1A03190_1B00V,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw18f1db34/original/90_1011452-1A03190_1B00V_20_MedusaBiggieCardHolder-Accessories-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,295.00,medusa biggie card holder,295.00,1,0,0%,295.00,1011452-1A03190_1B00V,48,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-biggie-card-holder-black-gold/1011452-1A03190_1B00V.html?dwvar_1011452-1A03190__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPN2467-1A03190_1B00V,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw4b22bd72/original/90_DPN2467-1A03190_1B00V_20_Medusa~Biggie~Card~Holder-Accessories-Versace-online-store_0_1.jpg?sw=550&q=85&strip=true,295.00,medusa biggie card holder,295.00,1,0,0%,295.00,DPN2467-1A03190_1B00V,19,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-biggie-card-holder-black-gold/DPN2467-1A03190_1B00V.html?dwvar_DPN2467-1A03190__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU2463-1A03190_1B00P,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwfc0f8489/original/90_DPU2463-1A03190_1B00P_20_Medusa~Biggie~Wallet-Accessories-Versace-online-store_1_1.jpg?sw=550&q=85&strip=true,450.00,medusa biggie wallet,450.00,1,0,0%,450.00,DPU2463-1A03190_1B00P,72,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/medusa-biggie-wallet-black/DPU2463-1A03190_1B00P.html?dwvar_DPU2463-1A03190__1B00P_color=1B00P,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU6737-1A03190_1B00P,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw585e65d4/original/90_DPU6737-1A03190_1B00P_20_Medusa~Biggie~Wallet-Accessories-Versace-online-store_0_1.jpg?sw=550&q=85&strip=true,475.00,medusa biggie wallet,475.00,1,0,0%,475.00,DPU6737-1A03190_1B00P,19,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/medusa-biggie-wallet-black/DPU6737-1A03190_1B00P.html?dwvar_DPU6737-1A03190__1B00P_color=1B00P,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU6737-1A03190_1B00V,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwf22f3a88/original/90_DPU6737-1A03190_1B00V_20_Medusa~Biggie~Wallet-Accessories-Versace-online-store_0_1.jpg?sw=550&q=85&strip=true,475.00,medusa biggie wallet,475.00,1,0,0%,475.00,DPU6737-1A03190_1B00V,5,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/medusa-biggie-wallet-black-gold/DPU6737-1A03190_1B00V.html?dwvar_DPU6737-1A03190__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DPU2463-1A03190_1B00V,1,men:accessories:wallets:bifold wallets,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw64c9db82/original/90_DPU2463-1A03190_1B00V_20_Medusa~Biggie~Wallet-Accessories-Versace-online-store_1_1.jpg?sw=550&q=85&strip=true,450.00,medusa biggie wallet,450.00,1,0,0%,450.00,DPU2463-1A03190_1B00V,5,https://www.versace.com/us/en/men/accessories/wallets/bifold-wallets/medusa-biggie-wallet-black-gold/DPU2463-1A03190_1B00V.html?dwvar_DPU2463-1A03190__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1006197-1A03190_1B00V,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw9bd9951d/original/90_1006197-1A03190_1B00V_20_Medusa~Card~Holder-Accessories-Versace-online-store_0_3.jpg?sw=550&q=85&strip=true,375.00,medusa card holder,375.00,1,0,0%,375.00,1006197-1A03190_1B00V,102,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-card-holder-black-gold/1006197-1A03190_1B00V.html?dwvar_1006197-1A03190__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1006197-1A03190_1B00P,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw321c1a2f/original/90_1006197-1A03190_1B00P_20_Medusa~Card~Holder-Accessories-Versace-online-store_0_3.jpg?sw=550&q=85&strip=true,375.00,medusa card holder,375.00,1,0,0%,375.00,1006197-1A03190_1B00P,38,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-card-holder-black/1006197-1A03190_1B00P.html?dwvar_1006197-1A03190__1B00P_color=1B00P,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1006195-1A03190_1B00V,1,men:accessories:wallets:card holders,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw168f9b37/original/90_1006195-1A03190_1B00V_20_Medusa~Card~Holder--Versace-online-store_0_0.jpg?sw=550&q=85&strip=true,375.00,medusa card holder,375.00,1,0,0%,375.00,1006195-1A03190_1B00V,7,https://www.versace.com/us/en/men/accessories/wallets/card-holders/medusa-card-holder-black-gold/1006195-1A03190_1B00V.html?dwvar_1006195-1A03190__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1013862-1A08779_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwe0ccba6f/original/90_1013862-1A08779_1B00V_20_ColumnLeatherBelt3cm-Accessories-Versace-online-store_0_3.jpg?sw=550&q=85&strip=true,425.00,column leather belt 3 cm,425.00,1,0,0%,425.00,1013862-1A08779_1B00V,0,https://www.versace.com/us/en/men/accessories/belts/column-leather-belt-3-cm-black-gold/1013862-1A08779_1B00V.html?dwvar_1013862-1A08779__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1016069-1A11250_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw3f499d50/original/90_1016069-1A11250_1B00V_20_LaMedusaLeatherBelt35cm-Belts-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,595.00,"la medusa leather belt 3,5 cm",595.00,1,0,0%,595.00,1016069-1A11250_1B00V,2,https://www.versace.com/us/en/men/accessories/belts/la-medusa-leather-belt-3-5-cm-black-gold/1016069-1A11250_1B00V.html?dwvar_1016069-1A11250__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1016069-1A11250_1K79V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw6e8f65fc/original/90_1016069-1A11250_1K79V_20_LaMedusaLeatherBelt35cm--Versace-online-store_0_1.jpg?sw=550&q=85&strip=true,595.00,"la medusa leather belt 3,5 cm",595.00,1,0,0%,595.00,1016069-1A11250_1K79V,0,https://www.versace.com/us/en/men/accessories/belts/la-medusa-leather-belt-3-5-cm-brown/1016069-1A11250_1K79V.html?dwvar_1016069-1A11250__1K79V_color=1K79V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1016469-1A11890_1B00E,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw0b16e016/original/90_1016469-1A11890_1B00E_20_VersaceMilanoBelt35cm-Belts-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,450.00,"versace milano belt 3,5 cm",450.00,1,0,0%,450.00,1016469-1A11890_1B00E,83,https://www.versace.com/us/en/men/accessories/belts/versace-milano-belt-3-5-cm-black/1016469-1A11890_1B00E.html?dwvar_1016469-1A11890__1B00E_color=1B00E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1011124-1A08779_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwbc22af4f/original/90_1011124-1A08779_1B00V_20_ColumnLeatherBelt4cm-Accessories-Versace-online-store_0_4.jpg?sw=550&q=85&strip=true,525.00,column leather belt 4 cm,525.00,1,0,0%,525.00,1011124-1A08779_1B00V,0,https://www.versace.com/us/en/men/accessories/belts/column-leather-belt-4-cm-black-gold/1011124-1A08779_1B00V.html?dwvar_1011124-1A08779__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1011124-1A08779_1B00P,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwe4573bf8/original/90_1011124-1A08779_1B00P_20_ColumnLeatherBelt4cm-Accessories-Versace-online-store_0_4.jpg?sw=550&q=85&strip=true,525.00,column leather belt 4 cm,525.00,1,0,0%,525.00,1011124-1A08779_1B00P,2,https://www.versace.com/us/en/men/accessories/belts/column-leather-belt-4-cm-black/1011124-1A08779_1B00P.html?dwvar_1011124-1A08779__1B00P_color=1B00P,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1012399-DVTP1_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw7935ff6d/original/90_1012399-DVTP1_1B00V_20_GrecaLeatherBelt3cm-Accessories-Versace-online-store_0_3.jpg?sw=550&q=85&strip=true,450.00,greca leather belt 3 cm,450.00,1,0,0%,450.00,1012399-DVTP1_1B00V,0,https://www.versace.com/us/en/men/accessories/belts/greca-leather-belt-3-cm-black-gold/1012399-DVTP1_1B00V.html?dwvar_1012399-DVTP1__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU8241-DVTP1_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw93cc80d3/original/90_DCU8241-DVTP1_1B00V_20_GrecaLeatherBelt4cm--Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,525.00,greca leather belt 4 cm,525.00,1,0,0%,525.00,DCU8241-DVTP1_1B00V,6,https://www.versace.com/us/en/men/accessories/belts/greca-leather-belt-4-cm-black-gold/DCU8241-DVTP1_1B00V.html?dwvar_DCU8241-DVTP1__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1013861-DVTP1_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw09d478ad/original/90_1013861-DVTP1_1B00V_20_GrecaLeatherBelt4cm-Accessories-Versace-online-store_0_4.jpg?sw=550&q=85&strip=true,495.00,greca leather belt 4 cm,495.00,1,0,0%,495.00,1013861-DVTP1_1B00V,0,https://www.versace.com/us/en/men/accessories/belts/greca-leather-belt-4-cm-black-gold/1013861-DVTP1_1B00V.html?dwvar_1013861-DVTP1__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1013861-DVTP1_1B00E,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw3681dc7e/original/90_1013861-DVTP1_1B00E_20_GrecaLeatherBelt4cm-Accessories-Versace-online-store_0_4.jpg?sw=550&q=85&strip=true,495.00,greca leather belt 4 cm,495.00,1,0,0%,495.00,1013861-DVTP1_1B00E,7,https://www.versace.com/us/en/men/accessories/belts/greca-leather-belt-4-cm-black/1013861-DVTP1_1B00E.html?dwvar_1013861-DVTP1__1B00E_color=1B00E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1014863-DVTP1_1B00L,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwb1b50e13/original/90_1014863-DVTP1_1B00L_20_MedusaHeritageLeatherBelt3cm-Belts-Versace-online-store_0_3.jpg?sw=550&q=85&strip=true,995.00,medusa heritage leather belt 3 cm,995.00,1,0,0%,995.00,1014863-DVTP1_1B00L,0,https://www.versace.com/us/en/men/accessories/belts/medusa-heritage-leather-belt-3-cm-black/1014863-DVTP1_1B00L.html?dwvar_1014863-DVTP1__1B00L_color=1B00L,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1007024-1A05020_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwd31cef15/original/90_1007024-1A05020_1B00V_20_MedusaHeritageStuddedLeatherBelt4cm--Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,1325.00,medusa heritage studded leather belt 4 cm,1325.00,1,0,0%,1325.00,1007024-1A05020_1B00V,0,https://www.versace.com/us/en/men/accessories/belts/medusa-heritage-studded-leather-belt-4-cm-black-gold/1007024-1A05020_1B00V.html?dwvar_1007024-1A05020__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
1007224-DVTP1_1B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwa3daca8f/original/90_1007224-DVTP1_1B00V_20_MedusaLeatherBelt3cm--Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,450.00,medusa leather belt 3 cm,450.00,1,0,0%,450.00,1007224-DVTP1_1B00V,0,https://www.versace.com/us/en/men/accessories/belts/medusa-leather-belt-3-cm-black-gold/1007224-DVTP1_1B00V.html?dwvar_1007224-DVTP1__1B00V_color=1B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU6705-DVTSA8_5B00V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwbc42f917/original/90_DCU6705-DVTSA8_5B00V_20_BaroccoReversibleLeatherBelt4cm--Versace-online-store_0_1.jpg?sw=550&q=85&strip=true,595.00,barocco reversible leather belt 4 cm,595.00,1,0,0%,595.00,DCU6705-DVTSA8_5B00V,0,https://www.versace.com/us/en/men/accessories/belts/barocco-reversible-leather-belt-4-cm-print/DCU6705-DVTSA8_5B00V.html?dwvar_DCU6705-DVTSA8__5B00V_color=5B00V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU8443-DV3TNS_KVO41,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw33b36458/original/90_DCU8443-DV3TNS_KVO41_20_LaMedusaCrystalLeatherBelt4cm--Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,695.00,la medusa crystal leather belt 4 cm,695.00,1,0,0%,695.00,DCU8443-DV3TNS_KVO41,6,https://www.versace.com/us/en/men/accessories/belts/la-medusa-crystal-leather-belt-4-cm-black/DCU8443-DV3TNS_KVO41.html?dwvar_DCU8443-DV3TNS__KVO41_color=KVO41,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU4747-DVTP1_KVO41,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw3742a7f1/original/90_DCU4747-DVTP1_KVO41_20_LaMedusaLeatherBelt3cm--Versace-online-store_2_2.jpg?sw=550&q=85&strip=true,450.00,la medusa leather belt 3 cm,450.00,1,0,0%,450.00,DCU4747-DVTP1_KVO41,None,https://www.versace.com/us/en/men/accessories/belts/la-medusa-leather-belt-3-cm-black/DCU4747-DVTP1_KVO41.html?dwvar_DCU4747-DVTP1__KVO41_color=KVO41,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU4140-DVTP1_KVO41,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwcbb7d4d5/original/90_DCU4140-DVTP1_KVO41_20_LaMedusaLeatherBelt4cm-Belts-Versace-online-store_1_3.jpg?sw=550&q=85&strip=true,525.00,la medusa leather belt 4 cm,525.00,1,0,0%,525.00,DCU4140-DVTP1_KVO41,5,https://www.versace.com/us/en/men/accessories/belts/la-medusa-leather-belt-4-cm-black/DCU4140-DVTP1_KVO41.html?dwvar_DCU4140-DVTP1__KVO41_color=KVO41,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU4140-DVTP1_1B00E,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwded6aa9d/original/90_DCU4140-DVTP1_1B00E_20_LaMedusaLeatherBelt4cm-Belts-Versace-online-store_1_3.jpg?sw=550&q=85&strip=true,525.00,la medusa leather belt 4 cm,525.00,1,0,0%,525.00,DCU4140-DVTP1_1B00E,None,https://www.versace.com/us/en/men/accessories/belts/la-medusa-leather-belt-4-cm-black/DCU4140-DVTP1_1B00E.html?dwvar_DCU4140-DVTP1__1B00E_color=1B00E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU4140-1A09321_2KF4V,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dw1562cb6a/original/90_DCU4140-1A09321_2KF4V_20_BaroccoLaMedusaBelt4cm-Accessories-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,525.00,barocco la medusa belt 4 cm,525.00,1,0,0%,525.00,DCU4140-1A09321_2KF4V,2,https://www.versace.com/us/en/men/accessories/belts/barocco-la-medusa-belt-4-cm-print/DCU4140-1A09321_2KF4V.html?dwvar_DCU4140-1A09321__2KF4V_color=2KF4V,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
DCU4140-1A09321_2BM0E,1,men:accessories:belts,https://www.versace.com/dw/image/v2/BGWN_PRD/on/demandware.static/-/Sites-ver-master-catalog/default/dwc18b08ee/original/90_DCU4140-1A09321_2BM0E_20_BaroccoLaMedusaBelt4cm-Accessories-Versace-online-store_0_2.jpg?sw=550&q=85&strip=true,525.00,barocco la medusa belt 4 cm,525.00,1,0,0%,525.00,DCU4140-1A09321_2BM0E,2,https://www.versace.com/us/en/men/accessories/belts/barocco-la-medusa-belt-4-cm-black-print/DCU4140-1A09321_2BM0E.html?dwvar_DCU4140-1A09321__2BM0E_color=2BM0E,0,0,0,!! DO NOT REMOVE !! Restricted Products for US,0,0,mens-accessories.txt
