"category","product_id","price","currency","imageUrls","name","material","colors","url"
"L1_WOM","FAG3599_100B","2525.0","USD","['https://media.loropiana.com/HYBRIS/FAG/FAG3599/7ABD9630-6EC9-442C-A9F9-DA2102A324E2/FAG3599_100B_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3599/81D4D5D1-D13D-4DDA-8E1F-8A23A04C188F/FAG3599_100B_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3599/AB34DA3F-B27F-41C3-9B0A-F9FE502408FD/FAG3599_100B_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3599/9F742DA5-5F57-4143-9A82-4003C7A28552/FAG3599_100B_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3599/73D73C85-042A-4B9A-A403-756053AD0566/FAG3599_100B_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3599/50DA0157-DF43-400C-9BBE-8466988EC593/FAG3599_100B_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3599/17593701-0AA6-4523-A7A1-66CB99755FF9/FAG3599_100B_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3599/479653C2-BE14-48CB-835A-8BAB84E4C4BE/FAG3599_100B_SMALL.jpg']","Merano Bomber","Baby Cashmere","['100B|White Titanium|https://media.loropiana.com/HYBRIS/FAG/FAG3599/7B615369-5759-40E6-9A02-517325F18C8C/FAG3599_100B_BISCOTTO.jpg', '8000|Black|https://media.loropiana.com/HYBRIS/FAG/FAG3599/F53B483F-50B0-4B4D-B093-DF9F5777A20E/FAG3599_8000_BISCOTTO.jpg', 'A193|Natural Melange|https://media.loropiana.com/HYBRIS/FAG/FAG3599/15CC7AA3-8C0F-4ADE-91B9-633A8D82AFD9/FAG3599_A193_BISCOTTO.jpg', 'MF99|Flannel Melange|https://media.loropiana.com/HYBRIS/FAG/FAG3599/068199E3-062A-4A96-8786-1BDFBFAD3E16/FAG3599_MF99_BISCOTTO.jpg', 'W000|Navy Blue|https://media.loropiana.com/HYBRIS/FAG/FAG3599/2EFDB612-BAEA-44FC-ABA9-3CED9693CDF7/FAG3599_W000_BISCOTTO.jpg']","https:/p/woman/knitwear/merano-bomber-FAG3599?colorCode=100B"
"L1_WOM","FAE6453_100B","2425.0","USD","['https://media.loropiana.com/HYBRIS/FAE/FAE6453/AEAAAC94-CBBB-416F-856F-389A19BF4A41/FAE6453_100B_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAE/FAE6453/5FAA025A-4B25-472E-BD27-A1BA3ADA930B/FAE6453_100B_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAE/FAE6453/229BCA55-EF5E-48F4-B10B-CBB259D17519/FAE6453_100B_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAE/FAE6453/8CA606DE-1755-407D-BB75-BB75CA6C20F1/FAE6453_100B_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAE/FAE6453/7957167A-C40A-4E32-B4D5-4C0F81271D6F/FAE6453_100B_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAE/FAE6453/2D08612A-4B35-4F2A-B90F-6857BCBE7FBA/FAE6453_100B_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAE/FAE6453/694BE5F0-5C42-4AE0-AF0A-BA2B47A78847/FAE6453_100B_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAE/FAE6453/75B55F2A-3761-4D92-87D1-7668424E99EF/FAE6453_100B_SMALL.jpg']","Merano Trouser","Baby Cashmere","['1000|White|https://media.loropiana.com/HYBRIS/FAE/FAE6453/C164F917-84F0-474B-A523-B7DE6FD74404/FAE6453_1000_BISCOTTO.jpg', '100B|White Titanium|https://media.loropiana.com/HYBRIS/FAE/FAE6453/A3CBE1C4-5D52-423C-803B-5AD7E3C2157A/FAE6453_100B_BISCOTTO.jpg', '8000|Black|https://media.loropiana.com/HYBRIS/FAE/FAE6453/7E07367E-AFA5-4CE4-AB4E-4CB09426A5E6/FAE6453_8000_BISCOTTO.jpg', 'A193|Natural Melange|https://media.loropiana.com/HYBRIS/FAE/FAE6453/13020CB6-9081-4993-A747-A3CCAB6687E7/FAE6453_A193_BISCOTTO.jpg', 'MF99|Flannel Melange|https://media.loropiana.com/HYBRIS/FAE/FAE6453/0D948129-AEF3-4E7B-B05C-90A930BB53F8/FAE6453_MF99_BISCOTTO.jpg', 'W000|Navy Blue|https://media.loropiana.com/HYBRIS/FAE/FAE6453/2D136D9D-800F-44D9-B16E-75B0A3C850AF/FAE6453_W000_BISCOTTO.jpg']","https:/p/woman/baby-cashmere/knitwear/merano-trouser-FAE6453?colorCode=100B"
"L1_WOM","FAM7984_1000","775.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM7984/C3A9EE75-ED4E-4C6D-B4FC-852977A964A3/FAM7984_1000_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM7984/79995523-7451-4D78-9EFE-E51B19D2D44F/FAM7984_1000_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM7984/27FD6920-EA24-4B6A-A8E4-13791910258C/FAM7984_1000_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM7984/C8DB1EFC-A66A-4CD8-92D0-821C0F5F9B77/FAM7984_1000_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM7984/F169E8A6-711E-4B17-9A59-9C615B6FA551/FAM7984_1000_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM7984/316E3D96-460F-441B-ABA2-4527A9D418EE/FAM7984_1000_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM7984/31437716-D97B-49B0-93FD-B8E889271455/FAM7984_1000_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM7984/CD57FD07-8042-40CF-BC0F-8585F2696AFC/FAM7984_1000_SMALL.jpg']","Angera Crew Neck","Cotton","['1000|White|https://media.loropiana.com/HYBRIS/FAM/FAM7984/F05B79CD-0C20-46CB-854A-184131631E3D/FAM7984_1000_BISCOTTO.jpg', '20CP|Daikon|https://media.loropiana.com/HYBRIS/FAM/FAM7984/AD627E64-A258-4F41-8B4B-B014D96CC809/FAM7984_20CP_BISCOTTO.jpg', '30EA|Sakura|https://media.loropiana.com/HYBRIS/FAM/FAM7984/9254C82E-C1AC-4D20-B3AE-2E6507BD9C79/FAM7984_30EA_BISCOTTO.jpg', '60GU|Mint Meadow|https://media.loropiana.com/HYBRIS/FAM/FAM7984/F6A5B4D4-7280-4D0D-8442-AAB39357A919/FAM7984_60GU_BISCOTTO.jpg']","https:/p/woman/knitwear/angera-crew-neck-FAM7984?colorCode=1000"
"L1_WOM","FAM8443_A07C","4000.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM8443/429AE991-B308-4B26-BB3A-A526BC10FE36/FAM8443_A07C_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8443/38C43326-DB04-4711-8615-62347086D103/FAM8443_A07C_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8443/37660C81-632B-49F5-8B36-8E20859A75DF/FAM8443_A07C_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8443/9178B704-B842-4A56-8864-5F23267CD893/FAM8443_A07C_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8443/CDD000E6-8255-49E5-A31D-95FDB48DC84D/FAM8443_A07C_MEDIUM.jpg']","The Gift of Kings® Stretto Pants","The Gift of Kings®","['A07C|LIGHT DUNE|https://media.loropiana.com/HYBRIS/FAM/FAM8443/8C4FD930-54C1-461D-8169-A0C1397726FF/FAM8443_A07C_BISCOTTO.jpg']","https:/p/woman/the-gift-of-kings/the-gift-of-kings-stretto-pants-FAM8443?colorCode=A07C"
"L1_WOM","FAM6577_B2JB","29000.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM6577/713D3A31-2F58-48EC-9FF0-742469566E86/FAM6577_B2JB_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM6577/3AB1F2FA-B548-4E92-BD96-A23E59C6CBC1/FAM6577_B2JB_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM6577/D6E22428-68AF-47BA-8561-7D95BEA0D541/FAM6577_B2JB_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM6577/5ED8F77A-E9FA-411A-B03A-39FC6210F59D/FAM6577_B2JB_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM6577/D0781161-DEC5-4A05-964A-10A97ED27CD6/FAM6577_B2JB_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM6577/60197804-7D36-4322-86BA-F3403D2FD003/FAM6577_B2JB_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM6577/B05440B4-44F3-4FBD-B3E6-DBC8E2C80DD1/FAM6577_B2JB_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM6577/1276E767-0B2D-4B91-B360-0DA93546EC0B/FAM6577_B2JB_SMALL.jpg']","Alexandre Coat","Vicuña, Baby Cashmere","['B2JB|VICUNA/ MULLED WINE|https://media.loropiana.com/HYBRIS/FAM/FAM6577/1A685C73-6B2F-4A4E-B921-E29F51332EE7/FAM6577_B2JB_BISCOTTO.jpg']","https:/p/woman/coats-and-capes/alexandre-coat-FAM6577?colorCode=B2JB"
"L1_WOM","FAG3754_D0FW","20775.0","USD","['https://media.loropiana.com/HYBRIS/FAG/FAG3754/44692C81-2E85-4715-B8FD-E98EDB469A7C/FAG3754_D0FW_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3754/4EBD0762-D0D5-4316-8842-EC8EC4C51D87/FAG3754_D0FW_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3754/A6AA8F4F-F455-47CE-A067-3875C9354575/FAG3754_D0FW_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3754/84178ABF-098A-4CD7-B75B-FADE9C81079D/FAG3754_D0FW_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3754/2C3B0B03-DDDF-4804-A1AC-4037D8CF160C/FAG3754_D0FW_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3754/DE3B97A0-882C-491C-8861-263C41B1F8F2/FAG3754_D0FW_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3754/67952B52-E1C2-48C4-A25D-CE523FED2EFF/FAG3754_D0FW_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAG/FAG3754/8332F2BC-3B22-44CA-9B5C-FC402286BE52/FAG3754_D0FW_SMALL.jpg']","Salzburg Cape","Lambskin, Cashmere","['8000|Black|https://media.loropiana.com/HYBRIS/FAG/FAG3754/EC3A6E95-A020-4960-8DE9-85178E0DAF6A/FAG3754_8000_BISCOTTO.jpg', 'D0FW|Inca Stone|https://media.loropiana.com/HYBRIS/FAG/FAG3754/BC881600-26C2-435E-8815-4E1779A7AAF9/FAG3754_D0FW_BISCOTTO.jpg']","https:/p/cashmere/woman/salzburg-cape-FAG3754?colorCode=D0FW"
"L1_WOM","FAM5624_8000","7725.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM5624/9352EFC5-C4B9-471C-B803-5FB6D0F23053/FAM5624_8000_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM5624/CBEE6742-8DC9-40D6-A3A4-65C0A4956A0E/FAM5624_8000_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM5624/7DF0ECB2-1B45-49A6-A57E-E8F761EF766E/FAM5624_8000_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM5624/DEF82A6E-420F-4410-993E-3AE47BCD6D04/FAM5624_8000_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM5624/DD583823-319C-48EF-9EBC-9C6E3DE50A04/FAM5624_8000_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM5624/66F4CE86-C21C-4022-95B2-73340CB065C7/FAM5624_8000_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM5624/A6BA3E6D-D740-4DD6-979C-9B77E6A2D239/FAM5624_8000_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM5624/B2ED228B-7684-4B6D-B3D7-A97D04F03F91/FAM5624_8000_SMALL.jpg']","Denice Cape","Cashmere","['8000|Black|https://media.loropiana.com/HYBRIS/FAM/FAM5624/829A8C69-3804-49A1-B4ED-56F7A8E2BA7B/FAM5624_8000_BISCOTTO.jpg']","https:/p/fw22/woman/denice-cape-FAM5624?colorCode=8000"
"L1_WOM","FAL9588_BFS8","24850.0","USD","['https://media.loropiana.com/HYBRIS/FAL/FAL9588/85FC1612-2B51-4211-BC21-C3258A943273/FAL9588_BFS8_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAL/FAL9588/2E1C34B0-EFEC-4A82-9986-235ABAA0C51A/FAL9588_BFS8_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAL/FAL9588/67ECAD5E-A6F1-4C5D-9755-F9113AC3C62D/FAL9588_BFS8_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAL/FAL9588/8C774BF1-C640-4575-A289-58F41B9618FA/FAL9588_BFS8_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAL/FAL9588/A9BBE97A-61D7-4E8C-8899-0EB294DBD944/FAL9588_BFS8_MEDIUM.jpg']","Rendal Jacket","Vicuña, Baby Cashmere","['BFS8|Vicuña/Black|https://media.loropiana.com/HYBRIS/FAL/FAL9588/328646E9-D0CB-4501-9E59-0FC697DF84CA/FAL9588_BFS8_BISCOTTO.jpg']","https:/p/woman/outerwear-jackets/rendal-jacket-FAL9588?colorCode=BFS8"
"L1_WOM","FAM9850_601M","5500.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM9850/EAD0F7FC-59BD-4B95-8693-61D0F49420D0/FAM9850_601M_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9850/343CDF94-0145-4EAA-8E9B-B07D33F62EE5/FAM9850_601M_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9850/9D835D15-CDBC-47C6-9748-705399C94689/FAM9850_601M_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9850/A3C940A9-C2D0-431F-84FB-FA74A610A6DC/FAM9850_601M_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9850/C80F1FB3-D50B-4AB3-90BC-1C1E675DA5BB/FAM9850_601M_MEDIUM.jpg']","The Gift of Kings® Holm Pants","The Gift of Kings®","['20CP|Daikon|https://media.loropiana.com/HYBRIS/FAM/FAM9850/3A1E8B34-AE6A-4C76-BAFB-1B388A57299B/FAM9850_20CP_BISCOTTO.jpg', '601M|Candy Sky|https://media.loropiana.com/HYBRIS/FAM/FAM9850/D0FD07E9-CE6F-48EA-83F4-26ABEDBCF669/FAM9850_601M_BISCOTTO.jpg', '8000|Black|https://media.loropiana.com/HYBRIS/FAM/FAM9850/32F2EAB3-EDB7-4111-A52D-7FF1A79E30DA/FAM9850_8000_BISCOTTO.jpg', 'A0E3|Star Sand|https://media.loropiana.com/HYBRIS/FAM/FAM9850/363EA5F8-70C4-4F6E-ACCE-1EB084BBC312/FAM9850_A0E3_BISCOTTO.jpg', 'W000|Navy Blue|https://media.loropiana.com/HYBRIS/FAM/FAM9850/4A0EBCE6-EDE7-41BB-8676-CCD16E9E14AF/FAM9850_W000_BISCOTTO.jpg']","https:/p/woman/the-gift-of-kings/the-gift-of-kings-holm-pants-FAM9850?colorCode=601M"
"L1_WOM","FAM9804_A07C","4650.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM9804/B6D3F1D0-7827-42AB-AD85-AB1E3819BC2E/FAM9804_A07C_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9804/48E233A9-A0C7-483A-AFD7-1CAB8161477D/FAM9804_A07C_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9804/9F532142-4B37-49F2-884B-06335CFE59A9/FAM9804_A07C_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9804/182D13E0-C10C-4DB2-A22D-AE287E4FBCC9/FAM9804_A07C_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM9804/5A513375-F524-43D7-84C6-5DBFD6FE8BAE/FAM9804_A07C_MEDIUM.jpg']","The Gift of Kings® Soft Pants","The Gift of Kings®","['30AX|ALMOND BLOSSOM|https://media.loropiana.com/HYBRIS/FAM/FAM9804/7AC394E7-87CB-4D92-84F6-4B764604EF44/FAM9804_30AX_BISCOTTO.jpg', '601M|Candy Sky|https://media.loropiana.com/HYBRIS/FAM/FAM9804/FE9AF683-5113-41F8-8D64-5B3935D1FE0D/FAM9804_601M_BISCOTTO.jpg', 'A07C|LIGHT DUNE|https://media.loropiana.com/HYBRIS/FAM/FAM9804/7E45C409-A20D-4681-9167-66DA043A5F14/FAM9804_A07C_BISCOTTO.jpg', 'W000|Navy Blue|https://media.loropiana.com/HYBRIS/FAM/FAM9804/DD3C622A-4DE7-4BC1-8669-9DBC76D16EC7/FAM9804_W000_BISCOTTO.jpg']","https:/p/woman/the-gift-of-kings/the-gift-of-kings-soft-pants-FAM9804?colorCode=A07C"
"L1_WOM","FAM8445_A07C","4300.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM8445/3757E58F-F2AF-4C47-B50D-37DF38E4D6A8/FAM8445_A07C_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8445/6448DA76-8816-44DF-84DD-CED8CBC46F6C/FAM8445_A07C_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8445/4CE6A155-83CD-422E-9405-CE6D7133F9DF/FAM8445_A07C_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8445/AE754FB2-1B43-47D2-9F13-1C5979C928C8/FAM8445_A07C_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8445/AB57613C-439C-4E0A-8F75-884647E45E78/FAM8445_A07C_MEDIUM.jpg']","The Gift of Kings® Cardigan","The Gift of Kings®","['A07C|LIGHT DUNE|https://media.loropiana.com/HYBRIS/FAM/FAM8445/5BFD9235-A364-44BB-839E-4E91CF9CBE31/FAM8445_A07C_BISCOTTO.jpg']","https:/p/woman/the-gift-of-kings/the-gift-of-kings-cardigan-FAM8445?colorCode=A07C"
"L1_WOM","FAM8304_A07C","3125.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM8304/CBBB9AC9-B84B-4138-AD2B-D7574BF1D56B/FAM8304_A07C_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/42EEDAF0-1846-4E16-8FF7-893B8C17F9D7/FAM8304_A07C_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/7C9E7507-D75A-4DDB-B71D-99CEA4080881/FAM8304_A07C_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/D3665DCC-3ACC-410B-BF8F-821C5E3CF63B/FAM8304_A07C_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/020A675B-B5DC-4CB2-8B7F-5C9FE9E17FEC/FAM8304_A07C_MEDIUM.jpg']","The Gift of Kings® Polo Shirt","The Gift of Kings®","['30AX|ALMOND BLOSSOM|https://media.loropiana.com/HYBRIS/FAM/FAM8304/60C62385-AA42-4881-8B02-02D8E3BCB6E8/FAM8304_30AX_BISCOTTO.jpg', '601M|Candy Sky|https://media.loropiana.com/HYBRIS/FAM/FAM8304/B1FF4180-63D8-4831-B678-6041A93EEE94/FAM8304_601M_BISCOTTO.jpg', '8000|Black|https://media.loropiana.com/HYBRIS/FAM/FAM8304/FCFE3706-F291-45F7-8BD6-7F3EF9F89250/FAM8304_8000_BISCOTTO.jpg', 'A07C|LIGHT DUNE|https://media.loropiana.com/HYBRIS/FAM/FAM8304/8C4FD930-54C1-461D-8169-A0C1397726FF/FAM8304_A07C_BISCOTTO.jpg', 'A0E3|Star Sand|https://media.loropiana.com/HYBRIS/FAM/FAM8304/211DD482-F764-4665-B7BA-232AC68C4632/FAM8304_A0E3_BISCOTTO.jpg', 'E028|Acorn Melange|https://media.loropiana.com/HYBRIS/FAM/FAM8304/D616815E-EEAF-46B5-A975-90256C3D73E4/FAM8304_E028_BISCOTTO.jpg', 'W11L|Mashu Lake Mel|https://media.loropiana.com/HYBRIS/FAM/FAM8304/6A4B1D5E-84E0-4676-A205-06B56906241C/FAM8304_W11L_BISCOTTO.jpg']","https:/p/woman/the-gift-of-kings/the-gift-of-kings-polo-shirt-FAM8304?colorCode=A07C"
"L1_WOM","FAM8304_601M","3125.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM8304/18C98F95-5856-413C-8660-95C3D5A217EE/FAM8304_601M_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/C1FC41E3-35B3-4FD1-A167-590D01ECECF7/FAM8304_601M_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/829D2A2B-BA79-4D4B-A9FA-85ADE7122D15/FAM8304_601M_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/566BA7E7-79F4-4E46-B287-B1B178A43DDD/FAM8304_601M_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/3CA1272C-D21E-4FBA-A2AF-EB83295B300A/FAM8304_601M_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/5E90573E-57E9-45F6-B1B5-C783BCFCADCF/FAM8304_601M_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/A9F906B6-8D56-4EA2-B461-60B98CBA605B/FAM8304_601M_MEDIUM.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8304/220D34CA-F4F5-407F-B34E-2E7E0C859CCE/FAM8304_601M_SMALL.jpg']","The Gift of Kings® Polo Shirt","The Gift of Kings®","['30AX|ALMOND BLOSSOM|https://media.loropiana.com/HYBRIS/FAM/FAM8304/60C62385-AA42-4881-8B02-02D8E3BCB6E8/FAM8304_30AX_BISCOTTO.jpg', '601M|Candy Sky|https://media.loropiana.com/HYBRIS/FAM/FAM8304/B1FF4180-63D8-4831-B678-6041A93EEE94/FAM8304_601M_BISCOTTO.jpg', '8000|Black|https://media.loropiana.com/HYBRIS/FAM/FAM8304/FCFE3706-F291-45F7-8BD6-7F3EF9F89250/FAM8304_8000_BISCOTTO.jpg', 'A07C|LIGHT DUNE|https://media.loropiana.com/HYBRIS/FAM/FAM8304/8C4FD930-54C1-461D-8169-A0C1397726FF/FAM8304_A07C_BISCOTTO.jpg', 'A0E3|Star Sand|https://media.loropiana.com/HYBRIS/FAM/FAM8304/211DD482-F764-4665-B7BA-232AC68C4632/FAM8304_A0E3_BISCOTTO.jpg', 'E028|Acorn Melange|https://media.loropiana.com/HYBRIS/FAM/FAM8304/D616815E-EEAF-46B5-A975-90256C3D73E4/FAM8304_E028_BISCOTTO.jpg', 'W11L|Mashu Lake Mel|https://media.loropiana.com/HYBRIS/FAM/FAM8304/6A4B1D5E-84E0-4676-A205-06B56906241C/FAM8304_W11L_BISCOTTO.jpg']","https:/p/woman/the-gift-of-kings/the-gift-of-kings-polo-shirt-FAM8304?colorCode=601M"
"L1_WOM","FAM8302_A07C","3000.0","USD","['https://media.loropiana.com/HYBRIS/FAM/FAM8302/C48A228E-DBBA-4931-826A-3C5AEA974C3A/FAM8302_A07C_ICON.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8302/93CAA4B9-DEED-4262-A633-1AEB1F68D0C3/FAM8302_A07C_LARGE.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8302/63E0F8FD-A9CC-4CB1-BE0F-F5D9777D3CFA/FAM8302_A07C_SMALL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8302/BA252569-41CE-47E5-9124-72493CDBBC89/FAM8302_A07C_THUMBNAIL.jpg', 'https://media.loropiana.com/HYBRIS/FAM/FAM8302/82D7F9DB-41D2-4DFC-BDAA-363E142A78A3/FAM8302_A07C_MEDIUM.jpg']","The Gift of Kings® Crew Neck","The Gift of Kings®","['30AX|ALMOND BLOSSOM|https://media.loropiana.com/HYBRIS/FAM/FAM8302/60C62385-AA42-4881-8B02-02D8E3BCB6E8/FAM8302_30AX_BISCOTTO.jpg', '50P3|GREEN LILY|https://media.loropiana.com/HYBRIS/FAM/FAM8302/40EAD5D0-4FCA-4123-A00F-FC3F20882C18/FAM8302_50P3_BISCOTTO.jpg', '601M|Candy Sky|https://media.loropiana.com/HYBRIS/FAM/FAM8302/39732D59-47DE-4BFC-8299-BAC17D8F704C/FAM8302_601M_BISCOTTO.jpg', '8000|Black|https://media.loropiana.com/HYBRIS/FAM/FAM8302/FCFE3706-F291-45F7-8BD6-7F3EF9F89250/FAM8302_8000_BISCOTTO.jpg', 'A07C|LIGHT DUNE|https://media.loropiana.com/HYBRIS/FAM/FAM8302/8C4FD930-54C1-461D-8169-A0C1397726FF/FAM8302_A07C_BISCOTTO.jpg', 'A0E3|Star Sand|https://media.loropiana.com/HYBRIS/FAM/FAM8302/211DD482-F764-4665-B7BA-232AC68C4632/FAM8302_A0E3_BISCOTTO.jpg', 'W11L|Mashu Lake Mel|https://media.loropiana.com/HYBRIS/FAM/FAM8302/6A4B1D5E-84E0-4676-A205-06B56906241C/FAM8302_W11L_BISCOTTO.jpg']","https:/p/woman/the-gift-of-kings/the-gift-of-kings-crew-neck-FAM8302?colorCode=A07C"
