product_id,product_url,product_name,price,image_urls,color_options,filename
2229M,https://www.canadagoose.com/us/en/crofton-vest-2229M.html,Crofton Vest,$650,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1715721940/product-image/2229M_852.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Carbon"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1629318631/product-swatch/958.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Ozone Blue"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1625587112/product-swatch/222.svg""}, {""color"": ""Sagebrush"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1573595283/product-swatch/852.svg""}, {""color"": ""Emblem Gold"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1629477514/product-swatch/219.svg""}]",all_men.html
5608MB,https://www.canadagoose.com/us/en/nanaimo-jacket-black-label-5608MB.html,Nanaimo Jacket Black Label,$575,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1679342463/product-image/5608MB_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Limestone"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415370/product-swatch/432.svg""}]",all_men.html
2227M,https://www.canadagoose.com/us/en/crofton-hoody-2227M.html,Crofton Hoody,$950,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1713447570/product-image/2227M_852.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Silverbirch"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1560269058/product-swatch/200.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Ozone Blue"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1625587112/product-swatch/222.svg""}, {""color"": ""Sagebrush"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1573595283/product-swatch/852.svg""}, {""color"": ""Glacier Blue"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1669393304/product-swatch/1265.svg""}]",all_men.html
2715M,https://www.canadagoose.com/us/en/hybridge-lite-tech-vest-2715M.html,HyBridge® Lite Tech Vest,$525,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1704901753/product-image/2715M_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Red"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415141/product-swatch/11.svg""}]",all_men.html
1600M,https://www.canadagoose.com/us/en/beckley-polo-1600M.html,Beckley Polo,$225,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1711637110/product-image/1600M_63.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}]",all_men.html
5079M,https://www.canadagoose.com/us/en/lodge-jacket-5079M.html,Lodge Jacket,$795,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1715722214/product-image/5079M_63.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}]",all_men.html
4154M,https://www.canadagoose.com/us/en/freestyle-crew-vest-4154M.html,Freestyle Crew Vest,$650,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1702933962/product-image/4154M_63.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Graphite"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687529579/product-swatch/66.svg""}, {""color"": ""White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687454294/product-swatch/25.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Ozone Blue"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1625587112/product-swatch/222.svg""}, {""color"": ""Fortune Red"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1669393306/product-swatch/28.svg""}, {""color"": ""Military Green"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557414882/product-swatch/49.svg""}]",all_men.html
2440MB,https://www.canadagoose.com/us/en/faber-hoody-black-label-2440MB.html,Faber Hoody Black Label,$575,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1670528633/product-image/2440MB_200.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Silverbirch"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1560269058/product-swatch/200.svg""}]",all_men.html
1420M,https://www.canadagoose.com/us/en/emersen-crewneck-t-shirt-1420M.html,Emersen Crewneck T-Shirt,$175,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1684170023/product-image/1420M_432.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687454294/product-swatch/25.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Limestone"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415370/product-swatch/432.svg""}]",all_men.html
7786M,https://www.canadagoose.com/us/en/mens-glacier-trail-sneaker-high-7786M.html,Men's Glacier Trail Sneaker High,$550,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1688486330/product-image/7786M_25.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687454294/product-swatch/25.svg""}, {""color"": ""Ozone Blue/White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1704479033/product-swatch/1368.svg""}]",all_men.html
7090M,https://www.canadagoose.com/us/en/rosseau-%C2%BC-zip-sweater-7090M.html,Rosseau ¼ Zip Sweater,$475,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1711028632/product-image/7090M_432.jpg","[{""color"": ""Limestone"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415370/product-swatch/432.svg""}, {""color"": ""Ozone Blue Heather"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1643047134/product-swatch/1026.svg""}]",all_men.html
6700M,https://www.canadagoose.com/us/en/science-research-hoody-6700M.html,Science Research Hoody,$575,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1633030574/product-image/6700M_433.jpg","[{""color"": ""North Star White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687454294/product-swatch/433.svg""}, {""color"": ""Red"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415141/product-swatch/11.svg""}]",all_men.html
7500M,https://www.canadagoose.com/us/en/killarney-pant-7500M.html,Killarney Pant,$425,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1711028731/product-image/7500M_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}]",all_men.html
2804M,https://www.canadagoose.com/us/en/lawrence-puffer-vest-2804M.html,Lawrence Puffer Vest,$795,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1687286411/product-image/2804M_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}]",all_men.html
2447M,https://www.canadagoose.com/us/en/burnaby-chore-coat-2447M.html,Burnaby Chore Coat,$750,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1709032277/product-image/2447M_49.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Military Green"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557414882/product-swatch/49.svg""}]",all_men.html
2048MB,https://www.canadagoose.com/us/en/wyndham-parka-black-label-2048MB.html,Wyndham Parka Black Label,"$1,395","https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1700415217/product-image/2048MB_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Coastal Grey"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1560265012/product-swatch/811.svg""}, {""color"": ""North Star White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687454294/product-swatch/433.svg""}]",all_men.html
4151M1,https://www.canadagoose.com/us/en/garson-vest-wool-4151M1.html,Garson Vest Wool,$850,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1683313513/product-image/4151M1_1551.jpg","[{""color"": ""Atlantic Navy Melange"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1654520850/product-swatch/1161.svg""}, {""color"": ""Carbon Melange"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1654520847/product-swatch/1160.svg""}, {""color"": ""Military Green Melange"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1654520853/product-swatch/1162.svg""}, {""color"": ""Quicksand Melange"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1659115571/product-swatch/1163.svg""}, {""color"": ""Slate Grey Melange"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1676562558/product-swatch/1551.svg""}]",all_men.html
5079MB,https://www.canadagoose.com/us/en/lodge-jacket-black-label-5079MB.html,Lodge Jacket Black Label,$795,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1715724290/product-image/5079MB_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}]",all_men.html
8837U,https://www.canadagoose.com/us/en/mini-waist-pack-8837U.html,Mini Waist Pack,$225,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1714142554/product-image/8837U_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687454294/product-swatch/25.svg""}]",all_men.html
2440M,https://www.canadagoose.com/us/en/faber-hoody-2440M.html,Faber Hoody,$575,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1705694694/product-image/2440M_1481.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Ozone Blue"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1625587112/product-swatch/222.svg""}, {""color"": ""Sagebrush"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1573595283/product-swatch/852.svg""}, {""color"": ""Cedar Green"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1676562530/product-swatch/1481.svg""}]",all_men.html
2448M,https://www.canadagoose.com/us/en/rosedale-jacket-2448M.html,Rosedale Jacket,$595,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1709032705/product-image/2448M_07.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Tan"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687529445/product-swatch/07.svg""}]",all_men.html
2228M,https://www.canadagoose.com/us/en/crofton-jacket-2228M.html,Crofton Jacket,$895,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1713468396/product-image/2228M_63.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Ozone Blue"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1625587112/product-swatch/222.svg""}]",all_men.html
5608M,https://www.canadagoose.com/us/en/nanaimo-jacket-5608M.html,Nanaimo Jacket,$575,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1633028687/product-image/5608M_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}]",all_men.html
2081MB,https://www.canadagoose.com/us/en/garson-vest-black-label-2081MB.html,Garson Vest Black Label,$650,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1701701489/product-image/2081MB_811.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Coastal Grey"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1560265012/product-swatch/811.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Limestone"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415370/product-swatch/432.svg""}]",all_men.html
2228MB,https://www.canadagoose.com/us/en/crofton-jacket-black-label-2228MB.html,Crofton Jacket Black Label,$895,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1706029991/product-image/2228MB_444.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Boulder Grey"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1593201462/product-swatch/444.svg""}]",all_men.html
2712M,https://www.canadagoose.com/us/en/hybridge-lite-tech-hoody-2712M.html,HyBridge® Lite Tech Hoody,$795,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1705421985/product-image/2712M_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}]",all_men.html
2446M,https://www.canadagoose.com/us/en/killarney-jacket-2446M.html,Killarney Jacket,$650,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1711028426/product-image/2446M_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}]",all_men.html
2446MB,https://www.canadagoose.com/us/en/killarney-jacket-black-label-2446MB.html,Killarney Jacket Black Label,$650,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1714675643/product-image/2446MB_49.jpg","[{""color"": ""Military Green"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557414882/product-swatch/49.svg""}]",all_men.html
7501M,https://www.canadagoose.com/us/en/killarney-short-7501M.html,Killarney Short,$325,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1711028793/product-image/7501M_61.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}]",all_men.html
2048M,https://www.canadagoose.com/us/en/wyndham-parka-2048M.html,Wyndham Parka,"$1,395","https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1700415609/product-image/2048M_432.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Graphite"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687529579/product-swatch/66.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Limestone"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415370/product-swatch/432.svg""}]",all_men.html
2052M,https://www.canadagoose.com/us/en/langford-parka-2052M.html,Langford Parka,"$1,475","https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1700416825/product-image/2052M_66.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Graphite"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687529579/product-swatch/66.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}, {""color"": ""Limestone"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415370/product-swatch/432.svg""}]",all_men.html
2080MB,https://www.canadagoose.com/us/en/macmillan-parka-black-label-2080MB.html,MacMillan Parka Black Label,"$1,250","https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1700417757/product-image/2080MB_433.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Coastal Grey"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1560265012/product-swatch/811.svg""}, {""color"": ""North Star White"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1687454294/product-swatch/433.svg""}]",all_men.html
7017M1,https://www.canadagoose.com/us/en/kelowna-jacket-kind-high-pile-fleece-7017M1.html,Kelowna Jacket Kind High Pile Fleece,$695,"https://images.canadagoose.com/image/upload/w_580,c_scale,f_auto,q_auto/v1663063848/product-image/7017M1_63.jpg","[{""color"": ""Black"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1557415280/product-swatch/61.svg""}, {""color"": ""Atlantic Navy"", ""image"": ""https://images.canadagoose.com/image/upload/w_104,h_26,c_scale,q_auto/v1590003302/product-swatch/63.svg""}]",all_men.html
