category,name,product_id,product_url,image_url,other_images,full_price,discount_price,stock,color,tag(s),filename
c-accessories,'KENZO Utility' embroidered cotton hat,FE68AC414F41.99,https://www.kenzo.com/en-us/kenzo-utility-embroidered-cotton-hat/FE68AC414F41.99.html,https://media.kenzo.com/b2cprd/FE68AC414F41.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE68AC414F41.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 170.00,,,,,c-accessories.html
c-accessories,'KENZO Utility' embroidered cotton cap,FE68AC411F41.99,https://www.kenzo.com/en-us/kenzo-utility-embroidered-cotton-cap/FE68AC411F41.99.html,https://media.kenzo.com/b2cprd/FE68AC411F41.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE68AC411F41.99_H_01.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,,,,c-accessories.html
c-accessories,'KENZOGRAM' cap,FD65AC501FW1.99,https://www.kenzo.com/en-us/kenzogram-cap/FD65AC501FW1.99.html,https://media.kenzo.com/b2cprd/FD65AC501FW1.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65AC501FW1.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZOGRAM' shoulder bag,FE55SA518FW1.99,https://www.kenzo.com/en-us/kenzogram-shoulder-bag/FE55SA518FW1.99.html,https://media.kenzo.com/b2cprd/FE55SA518FW1.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55SA518FW1.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 350.00,,Out of Stock,,,c-accessories.html
c-accessories,'KENZOGRAM' backpack,FD65SA503FW1.99,https://www.kenzo.com/en-us/kenzogram-backpack/FD65SA503FW1.99.html,https://media.kenzo.com/b2cprd/FD65SA503FW1.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65SA503FW1.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 470.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZOGRAM' belt bag,FD65SA507FW1.99,https://www.kenzo.com/en-us/kenzogram-belt-bag/FD65SA507FW1.99.html,https://media.kenzo.com/b2cprd/FD65SA507FW1.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65SA507FW1.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 350.00,,,,,c-accessories.html
c-accessories,'KENZO Paris' large pouch,FD65PM502FW1.99,https://www.kenzo.com/en-us/kenzo-paris-large-pouch/FD65PM502FW1.99.html,https://media.kenzo.com/b2cprd/FD65PM502FW1.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65PM502FW1.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 205.00,,,,,c-accessories.html
c-accessories,'KENZO Utility' small tote bag in canvas,FE68SA910F36.99,https://www.kenzo.com/en-us/kenzo-utility-small-tote-bag-in-canvas/FE68SA910F36.99.html,https://media.kenzo.com/b2cprd/FE68SA910F36.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE68SA910F36.99_F_01.jpg?twic=v1/cover=4:5/resize=706,$ 325.00,,Out of Stock,"ecru, black",,c-accessories.html
c-accessories,'KENZO Utility' canvas tote bag,FE58SA901F35.99,https://www.kenzo.com/en-us/kenzo-utility-canvas-tote-bag/FE58SA901F35.99.html,https://media.kenzo.com/b2cprd/FE58SA901F35.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58SA901F35.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 445.00,,,,,c-accessories.html
c-accessories,Small 'KENZO Utility' canvas tote bag,FE58SA910F35.99,https://www.kenzo.com/en-us/small-kenzo-utility-canvas-tote-bag/FE58SA910F35.99.html,https://media.kenzo.com/b2cprd/FE58SA910F35.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58SA910F35.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 325.00,,Back in Stock,"ecru, black",,c-accessories.html
c-accessories,'KENZO Utility' large canvas pouch,FE58PM902F35.99,https://www.kenzo.com/en-us/kenzo-utility-large-canvas-pouch/FE58PM902F35.99.html,https://media.kenzo.com/b2cprd/FE58PM902F35.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58PM902F35.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 275.00,,Back in Stock,"ecru, black",,c-accessories.html
c-accessories,'KENZO Boke' leather handbag,FE52SA418L04.99,https://www.kenzo.com/en-us/kenzo-boke-leather-handbag/FE52SA418L04.99.html,https://media.kenzo.com/b2cprd/FE52SA418L04.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE52SA418L04.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 710.00,,,"blush, dark camel, black, +1 more",,c-accessories.html
c-accessories,'KENZO Tag' cotton cap,FE58AC711F32.99,https://www.kenzo.com/en-us/kenzo-tag-cotton-cap/FE58AC711F32.99.html,https://media.kenzo.com/b2cprd/FE58AC711F32.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58AC711F32.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,Back in Stock,"beige, black",,c-accessories.html
c-accessories,Large 'KENZO Emboss' leather pouch,FE58PM822L44.99,https://www.kenzo.com/en-us/large-kenzo-emboss-leather-pouch/FE58PM822L44.99.html,https://media.kenzo.com/b2cprd/FE58PM822L44.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58PM822L44.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 290.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Emboss' leather wallet,FE58PM803L44.99,https://www.kenzo.com/en-us/kenzo-emboss-leather-wallet/FE58PM803L44.99.html,https://media.kenzo.com/b2cprd/FE58PM803L44.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58PM803L44.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 250.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Emboss' leather card holder,FE58PM820L44.99,https://www.kenzo.com/en-us/kenzo-emboss-leather-card-holder/FE58PM820L44.99.html,https://media.kenzo.com/b2cprd/FE58PM820L44.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58PM820L44.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,,,,c-accessories.html
c-accessories,'KENZO Varsity' embroidered rucksack,FE55SA613F27.99,https://www.kenzo.com/en-us/kenzo-varsity-embroidered-rucksack/FE55SA613F27.99.html,https://media.kenzo.com/b2cprd/FE55SA613F27.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55SA613F27.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 470.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Varsity' embroidered belt bag,FE65SA607F27.99,https://www.kenzo.com/en-us/kenzo-varsity-embroidered-belt-bag/FE65SA607F27.99.html,https://media.kenzo.com/b2cprd/FE65SA607F27.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE65SA607F27.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 350.00,,,,New,c-accessories.html
c-accessories,'KENZO Varsity' embroidered handbag,FE55SA618F27.99,https://www.kenzo.com/en-us/kenzo-varsity-embroidered-handbag/FE55SA618F27.99.html,https://media.kenzo.com/b2cprd/FE55SA618F27.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55SA618F27.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 350.00,,Back in Stock,,,c-accessories.html
c-accessories,Large 'KENZO Varsity' purse in embroidered nylon,FE55PM612F27.99,https://www.kenzo.com/en-us/large-kenzo-varsity-purse-in-embroidered-nylon/FE55PM612F27.99.html,https://media.kenzo.com/b2cprd/FE55PM612F27.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55PM612F27.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 205.00,,Back in Stock,,,c-accessories.html
c-accessories,Mini 'KENZO Varsity' soft leather wallet,FE55PM603L47.99,https://www.kenzo.com/en-us/mini-kenzo-varsity-soft-leather-wallet/FE55PM603L47.99.html,https://media.kenzo.com/b2cprd/FE55PM603L47.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55PM603L47.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 250.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Varsity' leather card holder,FE55PM600L47.99,https://www.kenzo.com/en-us/kenzo-varsity-leather-card-holder/FE55PM600L47.99.html,https://media.kenzo.com/b2cprd/FE55PM600L47.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55PM600L47.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,Back in Stock,,,c-accessories.html
c-accessories,'Varsity Jungle' baseball cap,FD65AC601FF4.99,https://www.kenzo.com/en-us/varsity-jungle-baseball-cap/FD65AC601FF4.99.html,https://media.kenzo.com/b2cprd/FD65AC601FF4.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65AC601FF4.99_F_01.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,$ 87.00,,,,c-accessories.html
c-accessories,'KENZO Varsity' embroidered rucksack,FE55SA613F21.99,https://www.kenzo.com/en-us/kenzo-varsity-embroidered-rucksack/FE55SA613F21.99.html,https://media.kenzo.com/b2cprd/FE55SA613F21.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55SA613F21.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 420.00,$ 252.00,Out of Stock,,,c-accessories.html
c-accessories,'KENZO Varsity' foldable miniature leather wallet,FE55PM603L41.99,https://www.kenzo.com/en-us/kenzo-varsity-foldable-miniature-leather-wallet/FE55PM603L41.99.html,https://media.kenzo.com/b2cprd/FE55PM603L41.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55PM603L41.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 250.00,$ 150.00,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Varsity' leather card holder,FE55PM600L41.99,https://www.kenzo.com/en-us/kenzo-varsity-leather-card-holder/FE55PM600L41.99.html,https://media.kenzo.com/b2cprd/FE55PM600L41.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE55PM600L41.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,$ 87.00,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Utility' large canvas tote bag,FE58SA911F34.76,https://www.kenzo.com/en-us/kenzo-utility-large-canvas-tote-bag/FE58SA911F34.76.html,https://media.kenzo.com/b2cprd/FE58SA911F34.76_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58SA911F34.76_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 445.00,,,,,c-accessories.html
c-accessories,'KENZO Utility' small canvas tote bag,FE58SA910F34.76,https://www.kenzo.com/en-us/kenzo-utility-small-canvas-tote-bag/FE58SA910F34.76.html,https://media.kenzo.com/b2cprd/FE58SA910F34.76_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58SA910F34.76_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 300.00,,,,,c-accessories.html
c-accessories,'KENZO Crest' ring,FE58BI402M03.21,https://www.kenzo.com/en-us/kenzo-crest-ring/FE58BI402M03.21.html,https://media.kenzo.com/b2cprd/FE58BI402M03.21_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58BI402M03.21_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Stamp' cotton and metallic fibre socks,FE58SU310KSC.74,https://www.kenzo.com/en-us/kenzo-stamp-cotton-and-metallic-fibre-socks/FE58SU310KSC.74.html,https://media.kenzo.com/b2cprd/FE58SU310KSC.74_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58SU310KSC.74_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 95.00,$ 57.00,,"faded pink, electric blue",,c-accessories.html
c-accessories,'KENZO Beach' straw floral bucket bag,FE52SA504F04.21,https://www.kenzo.com/en-us/kenzo-beach-straw-floral-bucket-bag/FE52SA504F04.21.html,https://media.kenzo.com/b2cprd/FE52SA504F04.21_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE52SA504F04.21_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 470.00,,Back in Stock,,,c-accessories.html
c-accessories,'K Boke' decorative cushion,LE5KBOKE1PIL.01,https://www.kenzo.com/en-us/k-boke-decorative-cushion/LE5KBOKE1PIL.01.html,https://media.kenzo.com/b2cprd/LE5KBOKE1PIL.01_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/LE5KBOKE1PIL.01_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 95.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Utility' tote bag,FD65SA901F34.03,https://www.kenzo.com/en-us/kenzo-utility-tote-bag/FD65SA901F34.03.html,https://media.kenzo.com/b2cprd/FD65SA901F34.03_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65SA901F34.03_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 420.00,,,"ecru, navy blue",,c-accessories.html
c-accessories,Organic cotton beach towel,FE5KBOKEPPDC.01,https://www.kenzo.com/en-us/organic-cotton-beach-towel/FE5KBOKEPPDC.01.html,https://media.kenzo.com/b2cprd/FE5KBOKEPPDC.01_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE5KBOKEPPDC.01_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 160.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Beach' large raffia tote bag,FD52SA561F02.99,https://www.kenzo.com/en-us/kenzo-beach-large-raffia-tote-bag/FD52SA561F02.99.html,https://media.kenzo.com/b2cprd/FD52SA561F02.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD52SA561F02.99_H_01.jpg?twic=v1/cover=4:5/resize=706,$ 590.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Beach' mini raffia bucket bag,FD52SA524F02.99,https://www.kenzo.com/en-us/kenzo-beach-mini-raffia-bucket-bag/FD52SA524F02.99.html,https://media.kenzo.com/b2cprd/FD52SA524F02.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD52SA524F02.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 470.00,,,,,c-accessories.html
c-accessories,'KENZO Stamp' necklace,FD65BI507M04.OR,https://www.kenzo.com/en-us/kenzo-stamp-necklace/FD65BI507M04.OR.html,https://media.kenzo.com/b2cprd/FD65BI507M04.OR_P_02.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65BI507M04.OR_P_01.jpg?twic=v1/cover=4:5/resize=706,$ 445.00,,Out of Stock,,,c-accessories.html
c-accessories,'KENZO Crest' earrings,FE58BI403M03.21,https://www.kenzo.com/en-us/kenzo-crest-earrings/FE58BI403M03.21.html,https://media.kenzo.com/b2cprd/FE58BI403M03.21_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58BI403M03.21_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 205.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Stamp' bracelet,FD65BI501M04.OR,https://www.kenzo.com/en-us/kenzo-stamp-bracelet/FD65BI501M04.OR.html,https://media.kenzo.com/b2cprd/FD65BI501M04.OR_P_02.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65BI501M04.OR_P_01.jpg?twic=v1/cover=4:5/resize=706,$ 350.00,,Back in Stock,,,c-accessories.html
c-accessories,'Boke Flower' earrings,FD55BI410M04.OR,https://www.kenzo.com/en-us/boke-flower-earrings/FD55BI410M04.OR.html,https://media.kenzo.com/b2cprd/FD55BI410M04.OR_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD55BI410M04.OR_F_01.jpg?twic=v1/cover=4:5/resize=706,$ 205.00,,Back in Stock,,,c-accessories.html
c-accessories,'Boke Flower' leather shoulder bag,FD52SA418L01.99,https://www.kenzo.com/en-us/boke-flower-leather-shoulder-bag/FD52SA418L01.99.html,https://media.kenzo.com/b2cprd/FD52SA418L01.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD52SA418L01.99_F_01.jpg?twic=v1/cover=4:5/resize=706,$ 660.00,,,,,c-accessories.html
c-accessories,'Boke Flower' ring,FD55BI402M03.21,https://www.kenzo.com/en-us/boke-flower-ring/FD55BI402M03.21.html,https://media.kenzo.com/b2cprd/FD55BI402M03.21_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD55BI402M03.21_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,Out of Stock,,,c-accessories.html
c-accessories,'Boke Flower' leather backpack,FD65SA473L40.99,https://www.kenzo.com/en-us/boke-flower-leather-backpack/FD65SA473L40.99.html,https://media.kenzo.com/b2cprd/FD65SA473L40.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65SA473L40.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 830.00,,,,,c-accessories.html
c-accessories,Reversible 'Boke Flower' leather belt,FD65CE026L25.99,https://www.kenzo.com/en-us/reversible-boke-flower-leather-belt/FD65CE026L25.99.html,https://media.kenzo.com/b2cprd/FD65CE026L25.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65CE026L25.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 265.00,,,,,c-accessories.html
c-accessories,'KENZO Utility' tote bag,FD65SA901F34.76,https://www.kenzo.com/en-us/kenzo-utility-tote-bag/FD65SA901F34.76.html,https://media.kenzo.com/b2cprd/FD65SA901F34.76_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65SA901F34.76_F_01.jpg?twic=v1/cover=4:5/resize=706,$ 420.00,,,"ecru, navy blue",,c-accessories.html
c-accessories,Large 'Boke Flower' purse,FD65PM902F34.76,https://www.kenzo.com/en-us/large-boke-flower-purse/FD65PM902F34.76.html,https://media.kenzo.com/b2cprd/FD65PM902F34.76_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65PM902F34.76_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 265.00,,Back in Stock,"ecru, navy blue",,c-accessories.html
c-accessories,Large 'Boke Flower' purse,FD65PM902F34.03,https://www.kenzo.com/en-us/large-boke-flower-purse/FD65PM902F34.03.html,https://media.kenzo.com/b2cprd/FD65PM902F34.03_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD65PM902F34.03_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 265.00,,Back in Stock,"ecru, navy blue",,c-accessories.html
c-accessories,'KENZO Boke' leather shoulder bag,FD62SA415L03.99,https://www.kenzo.com/en-us/kenzo-boke-leather-shoulder-bag/FD62SA415L03.99.html,https://media.kenzo.com/b2cprd/FD62SA415L03.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD62SA415L03.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 720.00,,,,,c-accessories.html
c-accessories,'KENZO Crest' iPhone 15 Pro Max case,FE58CO5PMSPC.99,https://www.kenzo.com/en-us/kenzo-crest-iphone-15-pro-max-case/FE58CO5PMSPC.99.html,https://media.kenzo.com/b2cprd/FE58CO5PMSPC.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58CO5PMSPC.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 110.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Stamp' cotton bandana,FE58EU230PEC.21,https://www.kenzo.com/en-us/kenzo-stamp-cotton-bandana/FE58EU230PEC.21.html,https://media.kenzo.com/b2cprd/FE58EU230PEC.21_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58EU230PEC.21_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 155.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO 18' medium Hobo bag,FE52SA235FW1.99,https://www.kenzo.com/en-us/kenzo-18-medium-hobo-bag/FE52SA235FW1.99.html,https://media.kenzo.com/b2cprd/FE52SA235FW1.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE52SA235FW1.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 710.00,$ 426.00,,,,c-accessories.html
c-accessories,'Boke Flower' earrings,FD55BI403M03.21,https://www.kenzo.com/en-us/boke-flower-earrings/FD55BI403M03.21.html,https://media.kenzo.com/b2cprd/FD55BI403M03.21_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD55BI403M03.21_F_01.jpg?twic=v1/cover=4:5/resize=706,$ 205.00,,Back in Stock,,,c-accessories.html
c-accessories,Women's sunglasses,LE5SUN82U32B.OR,https://www.kenzo.com/en-us/womens-sunglasses/LE5SUN82U32B.OR.html,https://media.kenzo.com/b2cprd/LE5SUN82U32B.OR_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/LE5SUN82U32B.OR_F_01.jpg?twic=v1/cover=4:5/resize=706,$ 335.00,,Out of Stock,,,c-accessories.html
c-accessories,'KENZO 18' large canvas and leather tote bag,FE52SA211B01.99,https://www.kenzo.com/en-us/kenzo-18-large-canvas-and-leather-tote-bag/FE52SA211B01.99.html,https://media.kenzo.com/b2cprd/FE52SA211B01.99_P_05.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE52SA211B01.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 900.00,,,,,c-accessories.html
c-accessories,'KENZO 18' canvas and leather bucket bag,FE52SA204B01.99,https://www.kenzo.com/en-us/kenzo-18-canvas-and-leather-bucket-bag/FE52SA204B01.99.html,https://media.kenzo.com/b2cprd/FE52SA204B01.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE52SA204B01.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 710.00,$ 426.00,Back in Stock,,,c-accessories.html
c-accessories,'KENZO 18' small Hobo bag,FD62SA215B01.99,https://www.kenzo.com/en-us/kenzo-18-small-hobo-bag/FD62SA215B01.99.html,https://media.kenzo.com/b2cprd/FD62SA215B01.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD62SA215B01.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 660.00,$ 396.00,Back in Stock,,,c-accessories.html
c-accessories,'KENZO 18' shoulder bag,FD62SA228B01.99,https://www.kenzo.com/en-us/kenzo-18-shoulder-bag/FD62SA228B01.99.html,https://media.kenzo.com/b2cprd/FD62SA228B01.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FD62SA228B01.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 780.00,$ 468.00,,,,c-accessories.html
c-accessories,'KENZO Utility' cotton cap,FE58AC511F42.99,https://www.kenzo.com/en-us/kenzo-utility-cotton-cap/FE58AC511F42.99.html,https://media.kenzo.com/b2cprd/FE58AC511F42.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58AC511F42.99_H_01.jpg?twic=v1/cover=4:5/resize=706,$ 170.00,,,"dark beige, medium red, black, +1 more",,c-accessories.html
c-accessories,'KENZO Varsity' cotton cap,FE58AC611F47.99,https://www.kenzo.com/en-us/kenzo-varsity-cotton-cap/FE58AC611F47.99.html,https://media.kenzo.com/b2cprd/FE58AC611F47.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58AC611F47.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 145.00,,Back in Stock,,,c-accessories.html
c-accessories,'KENZO Varsity' cotton bucket hat,FE58AC614F47.99,https://www.kenzo.com/en-us/kenzo-varsity-cotton-bucket-hat/FE58AC614F47.99.html,https://media.kenzo.com/b2cprd/FE58AC614F47.99_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58AC614F47.99_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 170.00,,,,,c-accessories.html
c-accessories,"Reversible 'KENZO Buckle"" leather belt",FE58CE038L25.MU,https://www.kenzo.com/en-us/reversible-kenzo-buckle%22-leather-belt/FE58CE038L25.MU.html,https://media.kenzo.com/b2cprd/FE58CE038L25.MU_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58CE038L25.MU_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 300.00,,,,,c-accessories.html
c-accessories,'KENZO Utility' cotton cap,FE58AC511F42.21,https://www.kenzo.com/en-us/kenzo-utility-cotton-cap/FE58AC511F42.21.html,https://media.kenzo.com/b2cprd/FE58AC511F42.21_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58AC511F42.21_F_04.jpg?twic=v1/cover=4:5/resize=706,$ 170.00,,,"dark beige, medium red, navy blue, +1 more",,c-accessories.html
c-accessories,Small 'KENZO Utility' canvas tote bag,FE58SA910F35.03,https://www.kenzo.com/en-us/small-kenzo-utility-canvas-tote-bag/FE58SA910F35.03.html,https://media.kenzo.com/b2cprd/FE58SA910F35.03_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58SA910F35.03_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 325.00,,Back in Stock,"ecru, black",,c-accessories.html
c-accessories,'KENZO Utility' large tote bag,FE58SA911F35.03,https://www.kenzo.com/en-us/kenzo-utility-large-tote-bag/FE58SA911F35.03.html,https://media.kenzo.com/b2cprd/FE58SA911F35.03_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58SA911F35.03_H_01.jpg?twic=v1/cover=4:5/resize=706,$ 470.00,,,"ecru, black",,c-accessories.html
c-accessories,'KENZO Utility' large canvas pouch,FE58PM902F35.03,https://www.kenzo.com/en-us/kenzo-utility-large-canvas-pouch/FE58PM902F35.03.html,https://media.kenzo.com/b2cprd/FE58PM902F35.03_P_01.jpg?twic=v1/cover=4:5/resize=706,https://media.kenzo.com/b2cprd/FE58PM902F35.03_P_02.jpg?twic=v1/cover=4:5/resize=706,$ 275.00,,Back in Stock,"ecru, black",,c-accessories.html
