user_category,product_id,product_url,product_name,price,discounted_price,image_urls,filename
fragrances,213C6030201009994,https://www.etro.com/us-en/patchouly-213C6030201009994.html,PATCHOULY,$179.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6030201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6030201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6030201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6030201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6030201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6030201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6030201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030201009994_SF_01.jpg",fragrances.html
fragrances,213C6032001009994,https://www.etro.com/us-en/via-verri-213C6032001009994.html,VIA VERRI,$179.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6032001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6032001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6032001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6032001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6032001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6032001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6032001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6032001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6032001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6032001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6032001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6032001009994_SF_01.jpg",fragrances.html
fragrances,213C6031801009994,https://www.etro.com/us-en/pegaso-213C6031801009994.html,PEGASO,$179.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6031801009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031801009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031801009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031801009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031801009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031801009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031801009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031801009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031801009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031801009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031801009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031801009994_SF_01.jpg",fragrances.html
fragrances,213C6031401009994,https://www.etro.com/us-en/new-tradition-213C6031401009994.html,NEW TRADITION,$179.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6031401009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031401009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031401009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031401009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031401009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031401009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031401009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031401009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031401009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031401009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031401009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031401009994_SF_01.jpg",fragrances.html
fragrances,213C6091501009994,https://www.etro.com/us-en/musk-213C6091501009994.html,MUSK,$238.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091501009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091501009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091501009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091501009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091501009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091501009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091501009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091501009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091501009994_SF_01.jpg",fragrances.html
fragrances,213C6031301009994,https://www.etro.com/us-en/vicolo-fiori-213C6031301009994.html,VICOLO FIORI,$179.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6031301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6031301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6031301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6031301009994_SF_01.jpg",fragrances.html
fragrances,213C6091901009994,https://www.etro.com/us-en/paisley-213C6091901009994.html,PAISLEY,$238.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091901009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091901009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091901009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091901009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091901009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091901009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6091901009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6091901009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6091901009994_SF_01.jpg",fragrances.html
fragrances,213C6093001009994,https://www.etro.com/us-en/white-magnolia-213C6093001009994.html,WHITE MAGNOLIA,$238.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6093001009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6093001009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6093001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6093001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6093001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6093001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6093001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6093001009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6093001009994_SF_01.jpg",fragrances.html
fragrances,213C6030301009994,https://www.etro.com/us-en/heliotrope-213C6030301009994.html,HELIOTROPE,$179.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6030301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6030301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6030301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030301009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6030301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6030301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6030301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6030301009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6030301009994_SF_01.jpg",fragrances.html
fragrances,213C6090201009994,https://www.etro.com/us-en/patchouly-213C6090201009994.html,PATCHOULY,$238.00,,"https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6090201009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6090201009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_SF_02.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6090201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6090201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_D_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6090201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6090201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/560/213C6090201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/768/213C6090201009994_SF_01.jpg, https://etrossho.azureedge.net/Adaptations/420/213C6090201009994_SF_01.jpg",fragrances.html
