product_id,product_name,price,category,image_urls,product_url,colors,filename
XCMCP611100CVQT810,Tod's Belt in Suede,$375,men_belts,"//www.tods.com/fashion/tods/XCMCP611100CVQT810/XCMCP611100CVQT810-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCP611100CVQT810/XCMCP611100CVQT810-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCP611100CVQT810/XCMCP611100CVQT810-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCP611100CVQT810/XCMCP611100CVQT810-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCP611100CVQT810/XCMCP611100CVQT810-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCP611100CVQT810/XCMCP611100CVQT810-01.jpg?imwidth=475",https://www.tods.com/us-en/Tod's-Belt-in-Suede/p/XCMCP611100CVQT810/,GREEN,men_belts.html
XCMCQT90100RLXS810,Belt in Leather,$495,men_belts,"//www.tods.com/fashion/tods/XCMCQT90100RLXS810/XCMCQT90100RLXS810-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCQT90100RLXS810/XCMCQT90100RLXS810-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCQT90100RLXS810/XCMCQT90100RLXS810-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCQT90100RLXS810/XCMCQT90100RLXS810-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCQT90100RLXS810/XCMCQT90100RLXS810-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCQT90100RLXS810/XCMCQT90100RLXS810-01.jpg?imwidth=475",https://www.tods.com/us-en/Belt-in-Leather/p/XCMCQT90100RLXS810/,BROWN,men_belts.html
XCMCQT90100GRCU805,Belt in Leather,$495,men_belts,"//www.tods.com/fashion/tods/XCMCQT90100GRCU805/XCMCQT90100GRCU805-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCQT90100GRCU805/XCMCQT90100GRCU805-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCQT90100GRCU805/XCMCQT90100GRCU805-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCQT90100GRCU805/XCMCQT90100GRCU805-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCQT90100GRCU805/XCMCQT90100GRCU805-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCQT90100GRCU805/XCMCQT90100GRCU805-01.jpg?imwidth=475",https://www.tods.com/us-en/Belt-in-Leather/p/XCMCQT90100GRCU805/,BLUE,men_belts.html
XCMCQT90100RLXB999,Belt in Leather,$495,men_belts,"//www.tods.com/fashion/tods/XCMCQT90100RLXB999/XCMCQT90100RLXB999-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCQT90100RLXB999/XCMCQT90100RLXB999-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCQT90100RLXB999/XCMCQT90100RLXB999-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCQT90100RLXB999/XCMCQT90100RLXB999-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCQT90100RLXB999/XCMCQT90100RLXB999-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCQT90100RLXB999/XCMCQT90100RLXB999-01.jpg?imwidth=475",https://www.tods.com/us-en/Belt-in-Leather/p/XCMCQT90100RLXB999/,BLACK,men_belts.html
XCMCQR55108RJVB999,T Timeless Reversible Belt in Leather,$545,men_belts,"//www.tods.com/fashion/tods/XCMCQR55108RJVB999/XCMCQR55108RJVB999-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCQR55108RJVB999/XCMCQR55108RJVB999-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCQR55108RJVB999/XCMCQR55108RJVB999-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCQR55108RJVB999/XCMCQR55108RJVB999-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCQR55108RJVB999/XCMCQR55108RJVB999-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCQR55108RJVB999/XCMCQR55108RJVB999-01.jpg?imwidth=475",https://www.tods.com/us-en/T-Timeless-Reversible-Belt-in-Leather/p/XCMCQR55108RJVB999/,BLACK,men_belts.html
XCMCQR55108RJVB013,T Timeless Reversible Belt in Leather,$545 Reduced price $327,men_belts,"//www.tods.com/fashion/tods/XCMCQR55108RJVB013/XCMCQR55108RJVB013-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCQR55108RJVB013/XCMCQR55108RJVB013-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCQR55108RJVB013/XCMCQR55108RJVB013-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCQR55108RJVB013/XCMCQR55108RJVB013-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCQR55108RJVB013/XCMCQR55108RJVB013-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCQR55108RJVB013/XCMCQR55108RJVB013-01.jpg?imwidth=475",https://www.tods.com/us-en/T-Timeless-Reversible-Belt-in-Leather/p/XCMCQR55108RJVB013/,WHITE,men_belts.html
XCMCQR56100HDL576C,Black,$445,men_belts,"//www.tods.com/fashion/tods/XCMCQR56100HDL576C/XCMCQR56100HDL576C-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCQR56100HDL576C/XCMCQR56100HDL576C-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCQR56100HDL576C/XCMCQR56100HDL576C-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCQR56100HDL576C/XCMCQR56100HDL576C-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCQR56100HDL576C/XCMCQR56100HDL576C-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCQR56100HDL576C/XCMCQR56100HDL576C-01.jpg?imwidth=475",https://www.tods.com/us-en/T-Timeless-Reversible-Belt-in-Leather/p/XCMCQR56100HDL576C/,Burgundy,men_belts.html
XCMCQR56100QOO4Q73,Blue,$445,men_belts,"//www.tods.com/fashion/tods/XCMCQR56100QOO4Q73/XCMCQR56100QOO4Q73-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCQR56100QOO4Q73/XCMCQR56100QOO4Q73-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCQR56100QOO4Q73/XCMCQR56100QOO4Q73-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCQR56100QOO4Q73/XCMCQR56100QOO4Q73-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCQR56100QOO4Q73/XCMCQR56100QOO4Q73-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCQR56100QOO4Q73/XCMCQR56100QOO4Q73-01.jpg?imwidth=475",https://www.tods.com/us-en/T-Timeless-Reversible-Belt-in-Leather/p/XCMCQR56100QOO4Q73/,Black,men_belts.html
XCMCP770100HGR01L7,Belt in Canvas and Leather,$545,men_belts,"//www.tods.com/fashion/tods/XCMCP770100HGR01L7/XCMCP770100HGR01L7-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCP770100HGR01L7/XCMCP770100HGR01L7-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCP770100HGR01L7/XCMCP770100HGR01L7-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCP770100HGR01L7/XCMCP770100HGR01L7-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCP770100HGR01L7/XCMCP770100HGR01L7-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCP770100HGR01L7/XCMCP770100HGR01L7-01.jpg?imwidth=475",https://www.tods.com/us-en/Belt-in-Canvas-and-Leather/p/XCMCP770100HGR01L7/,Blue,men_belts.html
XCMCP770100HGRS800,Belt in Canvas and Leather,$545,men_belts,"//www.tods.com/fashion/tods/XCMCP770100HGRS800/XCMCP770100HGRS800-01.jpg?imwidth=950, //www.tods.com/fashion/tods/XCMCP770100HGRS800/XCMCP770100HGRS800-01.jpg?imwidth=820, //www.tods.com/fashion/tods/XCMCP770100HGRS800/XCMCP770100HGRS800-01.jpg?imwidth=624, //www.tods.com/fashion/tods/XCMCP770100HGRS800/XCMCP770100HGRS800-01.jpg?imwidth=496, //www.tods.com/fashion/tods/XCMCP770100HGRS800/XCMCP770100HGRS800-01.jpg?imwidth=750, //www.tods.com/fashion/tods/XCMCP770100HGRS800/XCMCP770100HGRS800-01.jpg?imwidth=475",https://www.tods.com/us-en/Belt-in-Canvas-and-Leather/p/XCMCP770100HGRS800/,BROWN,men_belts.html
