product_id,product_name,price,category,image_urls,product_url,filename
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/ladies/shoes/pumps/,men_accessories_1.html
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/ladies/shoes/sneakers/,men_accessories_1.html
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/ladies/shoes/sandals-slides/,men_accessories_1.html
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/ladies/bags/all-bags/,men_accessories_1.html
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/gentlemen/shoes/buckles-lace-ups/,men_accessories_1.html
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/gentlemen/shoes/sneakers/,men_accessories_1.html
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/gentlemen/shoes/loafers-moccasins/,men_accessories_1.html
,,,men_accessories_1,,https://us.christianlouboutin.com/us_en/gentlemen/accessories/all-accessories/,men_accessories_1.html
3245134_p927,Bucket hat - Cotton and calf leather - Calipso,$590.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/3/2/3245134p927-3245134p927-main_image-ecommerce-christianlouboutin-bobinospikes-3245134_p927_1_1200x1200.jpg,https://us.christianlouboutin.com/us_en/bobino-spikes-calipso-3245134p927.html,men_accessories_1.html
3245289_t475,#onlineexclusive #new,$590.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/3/2/3245289t475-3245289t475-main_image-ecommerce-christianlouboutin-mooncrest-3245289_t475_1_1200x1200_202404302206.jpg,https://us.christianlouboutin.com/us_en/mooncrest-loubi-white-3245289t475.html,men_accessories_1.html
1205178_f703,Belt - Calf leather and spikes - Saharienne,$590.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/1/2/1205178f703-1205178f703-main_image-ecommerce-christianlouboutin-loubi-1205178_f703_1_1200x1200_202308292143.jpg,https://us.christianlouboutin.com/us_en/loubi-saharienne-saharienne-saharien-1205178f703.html,men_accessories_1.html
3235373_f701,Baseball cap - Canva - Saharienne,$490.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/3/2/3235373f701-3235373f701-main_image-ecommerce-christianlouboutin-mooncrest-3235373_f701_1_1200x1200_202308232141.jpg,https://us.christianlouboutin.com/us_en/mooncrest-saharienne-silver-3235373f701.html,men_accessories_1.html
3245109_c989,#new,$490.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/3/6/3666671218303-3666671218303-main_image-ecommerce-christianlouboutin-groovymoneyclipwallet-3245109_c989_1_1200x1200_202404022152.jpg,https://us.christianlouboutin.com/us_en/groovy-saharienne-saharienne-3666671218303.html,men_accessories_1.html
1245099_q156,Belt - Grained calf leather - Black,$550.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/1/2/1245099q156-1245099q156-main_image-ecommerce-christianlouboutin-bizzbelt-1245099_q156_1_1200x1200.jpg,https://us.christianlouboutin.com/us_en/bizzbelt-black-loubi-gun-metal-1245099q156.html,men_accessories_1.html
1245099_u755,Belt - Grained calf leather - Navy,$550.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/1/2/1245099u755-1245099u755-main_image-ecommerce-christianlouboutin-bizzbelt-1245099_u755_1_1200x1200_202310032154.jpg,https://us.christianlouboutin.com/us_en/bizzbelt-navy-loubi-silver-1245099u755.html,men_accessories_1.html
1195192_h779,Belt - Calf leather - Black,$620.00,men_accessories_1,https://us.christianlouboutin.com/media/catalog/product/cache/e88e85f4e5336c618abbd9e5f93aeaf8/1/1/1195192h779-1195192h779-main_image-ecommerce-christianlouboutin-rickybelt-1195192_h779_1_1200x1200.jpg,https://us.christianlouboutin.com/us_en/ricky-belt-black-red-black-gunmetal-1195192h779.html,men_accessories_1.html
