category,name,product_id,product_url,image_url,full_price,discount_price,tag(s),filename
women_clothing,Shield Hardware Jersey Skirt,80892641,https://us.burberry.com/shield-hardware-jersey-skirt-p80892641,https://assets.burberry.com/is/image/Burberryltd/BE65DA09-6469-40E0-8941-68A4DE77213A?$BBY_V3_SL_1.36$&wid=581&hei=788,"$1,550.00",,,women_clothing.html
women_clothing,Knight Hardware Taffeta Shorts,80879171,https://us.burberry.com/knight-hardware-taffeta-shorts-p80879171,https://assets.burberry.com/is/image/Burberryltd/A1D7E2ED-ABCD-476C-977E-E8D555F2C30B?$BBY_V3_SL_1.36$&wid=581&hei=788,"$1,350.00",,,women_clothing.html
women_clothing,Long Wool Trench Coat,80956441,https://us.burberry.com/long-wool-trench-coat-p80956441,https://assets.burberry.com/is/image/Burberryltd/C343BAC6-2C21-45E5-862B-DA7FB86F7872?$BBY_V3_SL_1.36$&wid=581&hei=788,"$3,550.00",,,women_clothing.html
women_clothing,Wool Top,80921461,https://us.burberry.com/wool-top-p80921461,https://assets.burberry.com/is/image/Burberryltd/811F3610-10C0-448F-8AF9-B284E0DB185E?$BBY_V3_SL_1.36$&wid=581&hei=788,"$1,050.00",,,women_clothing.html
women_clothing,EKD Cotton T-shirt,80936541,https://us.burberry.com/ekd-cotton-t-shirt-p80936541,https://assets.burberry.com/is/image/Burberryltd/995ABAF3-DFF7-4D9A-968D-24521C26DB99?$BBY_V3_SL_1.36$&wid=581&hei=788,$590.00,,,women_clothing.html
women_clothing,EKD Cotton T-shirt,80936511,https://us.burberry.com/ekd-cotton-t-shirt-p80936511,https://assets.burberry.com/is/image/Burberryltd/1470FEC4-1481-46A6-863D-9324EA978767?$BBY_V3_SL_1.36$&wid=581&hei=788,$590.00,,,women_clothing.html
women_clothing,Postbox Silk Shirt,80941591,https://us.burberry.com/postbox-silk-shirt-p80941591,https://assets.burberry.com/is/image/Burberryltd/BF175BBD-CB47-4E6E-BDAD-F5799C191C58?$BBY_V3_SL_1.36$&wid=581&hei=788,"$1,550.00",,,women_clothing.html
women_clothing,Check Silk Pyjama Trousers,80951651,https://us.burberry.com/check-silk-pyjama-trousers-p80951651,https://assets.burberry.com/is/image/Burberryltd/BF5E9FDE-A603-4E0C-A25B-E402641B4AF9?$BBY_V3_SL_1.36$&wid=581&hei=788,"$1,650.00",,,women_clothing.html
women_clothing,Check Silk Pyjama Shirt,80951631,https://us.burberry.com/check-silk-pyjama-shirt-p80951631,https://assets.burberry.com/is/image/Burberryltd/4B833F02-AC1E-4E1B-BC0A-B33B06576395?$BBY_V3_SL_1.36$&wid=581&hei=788,"$1,550.00",,,women_clothing.html
women_clothing,Ivy Silk Trousers,80917941,https://us.burberry.com/ivy-silk-trousers-p80917941,https://assets.burberry.com/is/image/Burberryltd/2096ACE5-BD5A-42E7-9785-51090BB35BC8?$BBY_V3_SL_1.36$&wid=581&hei=788,"$1,650.00",,,women_clothing.html
women_clothing,Long Detachable Collar Gabardine Trench Coat,80910661,https://us.burberry.com/long-detachable-collar-gabardine-trench-coat-p80910661,https://assets.burberry.com/is/image/Burberryltd/59A26034-20BD-41C5-B176-6F8856C6ED0D?$BBY_V3_SL_1.36$&wid=581&hei=788,"$2,990.00",,,women_clothing.html
