product_id,product_name,original_price,discounted_price,category,image_urls,product_url,filename
CLZC0132A0UAV00600Y20,Yellow raffia-effect baseball cap,$ 535,,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw194eadf9/images/large/CLZC0132A0_UAV006_00Y20_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw194eadf9/images/large/CLZC0132A0_UAV006_00Y20_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw194eadf9/images/large/CLZC0132A0_UAV006_00Y20_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw194eadf9/images/large/CLZC0132A0_UAV006_00Y20_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw48f2ab19/images/large/CLZC0132A0_UAV006_00Y20_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw48f2ab19/images/large/CLZC0132A0_UAV006_00Y20_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw48f2ab19/images/large/CLZC0132A0_UAV006_00Y20_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw48f2ab19/images/large/CLZC0132A0_UAV006_00Y20_E.jpg?sw=768&q=80 768w",/en-us/hats-CLZC0132A0UAV00600Y20.html,mens_accessories.html
CLZC0134Q0UAV00600B53,Blue brown and yellow raffia-effect bucket hat,$ 575,,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwdd1657c2/images/large/CLZC0134Q0_UAV006_00B53_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwdd1657c2/images/large/CLZC0134Q0_UAV006_00B53_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwdd1657c2/images/large/CLZC0134Q0_UAV006_00B53_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwdd1657c2/images/large/CLZC0134Q0_UAV006_00B53_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4cb03bb5/images/large/CLZC0134Q0_UAV006_00B53_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4cb03bb5/images/large/CLZC0134Q0_UAV006_00B53_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4cb03bb5/images/large/CLZC0134Q0_UAV006_00B53_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4cb03bb5/images/large/CLZC0134Q0_UAV006_00B53_E.jpg?sw=768&q=80 768w",/en-us/hats-CLZC0134Q0UAV00600B53.html,mens_accessories.html
CLZC0137S0USCW7600Y34,Yellow organic denim baseball cap with Marni mending,$ 495,,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwa0269c8a/images/large/CLZC0137S0_USCW76_00Y34_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwa0269c8a/images/large/CLZC0137S0_USCW76_00Y34_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwa0269c8a/images/large/CLZC0137S0_USCW76_00Y34_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwa0269c8a/images/large/CLZC0137S0_USCW76_00Y34_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwf45d6272/images/large/CLZC0137S0_USCW76_00Y34_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwf45d6272/images/large/CLZC0137S0_USCW76_00Y34_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwf45d6272/images/large/CLZC0137S0_USCW76_00Y34_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwf45d6272/images/large/CLZC0137S0_USCW76_00Y34_E.jpg?sw=768&q=80 768w",/en-us/hats-CLZC0137S0USCW7600Y34.html,mens_accessories.html
CLZC0108S0UTC31100N99,Black organic gabardine baseball cap with embroidered logo,$ 375,,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwea713902/images/large/CLZC0108S0_UTC311_00N99_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwea713902/images/large/CLZC0108S0_UTC311_00N99_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwea713902/images/large/CLZC0108S0_UTC311_00N99_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwea713902/images/large/CLZC0108S0_UTC311_00N99_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw279609fc/images/large/CLZC0108S0_UTC311_00N99_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw279609fc/images/large/CLZC0108S0_UTC311_00N99_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw279609fc/images/large/CLZC0108S0_UTC311_00N99_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw279609fc/images/large/CLZC0108S0_UTC311_00N99_E.jpg?sw=768&q=80 768w",/en-us/hats-CLZC0108S0UTC31100N99.html,mens_accessories.html
CLZC0108S2UTC34200B52,Blue denim cap with Marni mending,$ 475,,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw20984bcc/images/large/CLZC0108S2_UTC342_00B52_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw20984bcc/images/large/CLZC0108S2_UTC342_00B52_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw20984bcc/images/large/CLZC0108S2_UTC342_00B52_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw20984bcc/images/large/CLZC0108S2_UTC342_00B52_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwe283f24e/images/large/CLZC0108S2_UTC342_00B52_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwe283f24e/images/large/CLZC0108S2_UTC342_00B52_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwe283f24e/images/large/CLZC0108S2_UTC342_00B52_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwe283f24e/images/large/CLZC0108S2_UTC342_00B52_E.jpg?sw=768&q=80 768w",/en-us/hats-CLZC0108S2UTC34200B52.html,mens_accessories.html
SKZC0136Q0UFC16200N99,Black ribbed cotton socks with multicoloured logos,$ 125,$ 75,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw3b3237a0/images/large/SKZC0136Q0_UFC162_00N99_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw3b3237a0/images/large/SKZC0136Q0_UFC162_00N99_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw3b3237a0/images/large/SKZC0136Q0_UFC162_00N99_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw3b3237a0/images/large/SKZC0136Q0_UFC162_00N99_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwd8bc3208/images/large/SKZC0136Q0_UFC162_00N99_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwd8bc3208/images/large/SKZC0136Q0_UFC162_00N99_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwd8bc3208/images/large/SKZC0136Q0_UFC162_00N99_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwd8bc3208/images/large/SKZC0136Q0_UFC162_00N99_E.jpg?sw=768&q=80 768w",/en-us/socks-SKZC0136Q0UFC16200N99.html,mens_accessories.html
CLZC0110S2UTC34200B52,Blue denim bucket hat with Marni mending,$ 495,,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw8de0b1f1/images/large/CLZC0110S2_UTC342_00B52_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw8de0b1f1/images/large/CLZC0110S2_UTC342_00B52_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw8de0b1f1/images/large/CLZC0110S2_UTC342_00B52_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw8de0b1f1/images/large/CLZC0110S2_UTC342_00B52_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4dd28bfc/images/large/CLZC0110S2_UTC342_00B52_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4dd28bfc/images/large/CLZC0110S2_UTC342_00B52_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4dd28bfc/images/large/CLZC0110S2_UTC342_00B52_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4dd28bfc/images/large/CLZC0110S2_UTC342_00B52_E.jpg?sw=768&q=80 768w",/en-us/hats-CLZC0110S2UTC34200B52.html,mens_accessories.html
SKZC0136Q0UFC16200W01,White ribbed cotton socks with multicoloured logos,$ 125,$ 75,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw493f905c/images/large/SKZC0136Q0_UFC162_00W01_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw493f905c/images/large/SKZC0136Q0_UFC162_00W01_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw493f905c/images/large/SKZC0136Q0_UFC162_00W01_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw493f905c/images/large/SKZC0136Q0_UFC162_00W01_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4911d0a8/images/large/SKZC0136Q0_UFC162_00W01_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4911d0a8/images/large/SKZC0136Q0_UFC162_00W01_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4911d0a8/images/large/SKZC0136Q0_UFC162_00W01_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw4911d0a8/images/large/SKZC0136Q0_UFC162_00W01_E.jpg?sw=768&q=80 768w",/en-us/socks-SKZC0136Q0UFC16200W01.html,mens_accessories.html
8051169312727,Deep blue brushed alpaca scarf with fringes,$ 395,,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw664770fa/images/large/ASZC0005A0_UTW918_00B99_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw664770fa/images/large/ASZC0005A0_UTW918_00B99_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw664770fa/images/large/ASZC0005A0_UTW918_00B99_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw664770fa/images/large/ASZC0005A0_UTW918_00B99_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw6afbfa68/images/large/ASZC0005A0_UTW918_00B99_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw6afbfa68/images/large/ASZC0005A0_UTW918_00B99_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw6afbfa68/images/large/ASZC0005A0_UTW918_00B99_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw6afbfa68/images/large/ASZC0005A0_UTW918_00B99_E.jpg?sw=768&q=80 768w",/en-us/black-brushed-alpaca-scarf-with-fringes-ASZC0005A0UTW91800B99.html,mens_accessories.html
CLZC0121Q0UFWH18MLW02,White brown and yellow shaggy aviator hat,$ 695,$ 417,,"https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwb395ea3d/images/large/CLZC0121Q0_UFWH18_MLW02_F.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwb395ea3d/images/large/CLZC0121Q0_UFWH18_MLW02_F.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwb395ea3d/images/large/CLZC0121Q0_UFWH18_MLW02_F.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dwb395ea3d/images/large/CLZC0121Q0_UFWH18_MLW02_F.jpg?sw=768&q=80 768w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw49a35ee5/images/large/CLZC0121Q0_UFWH18_MLW02_E.jpg?sw=256&q=80 256w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw49a35ee5/images/large/CLZC0121Q0_UFWH18_MLW02_E.jpg?sw=384&q=80 384w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw49a35ee5/images/large/CLZC0121Q0_UFWH18_MLW02_E.jpg?sw=512&q=80 512w, https://www.marni.com/dw/image/v2/AAPK_PRD/on/demandware.static/-/Sites-marni-master-catalog/default/dw49a35ee5/images/large/CLZC0121Q0_UFWH18_MLW02_E.jpg?sw=768&q=80 768w",/en-us/hats-CLZC0121Q0UFWH18MLW02.html,mens_accessories.html
