"product_id","product_name","brand","price","currency","category","sub_category","color","product_url","image_url"
"45851839RJ","Large Woody tote bag in natural fibers","CHLOE","950","USD","llbgs","Tote bag","Washed Blue","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851839rj.html","https://www.chloe.com/product_image/45851839RJ/f/w282.jpg"
"45741230HS","Large Woody tote bag in natural fibers","CHLOE","890","USD","llbgs","Tote bag","Denim","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45741230hs.html","https://www.chloe.com/product_image/45741230HS/f/w282.jpg"
"45851840UJ","Small Woody tote bag in natural fibers","CHLOE","850","USD","llbgs","Tote bag","Washed Blue","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851840uj.html","https://www.chloe.com/product_image/45851840UJ/f/w282.jpg"
"45851858EW","Small Woody basket in natural fibers","CHLOE","950","USD","llbgs","Tote bag","Light Gold","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851858ew.html","https://www.chloe.com/product_image/45851858EW/f/w282.jpg"
"45851860JI","Large Woody tote bag in grained leather","CHLOE","2890","USD","llbgs","Tote bag","Black","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851860ji.html","https://www.chloe.com/product_image/45851860JI/f/w282.jpg"
"45851861FS","Woody tote bag in grained leather","CHLOE","2750","USD","llbgs","Tote bag","MISTY IVORY","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851861fs.html","https://www.chloe.com/product_image/45851861FS/f/w282.jpg"
"45851865AU","Small Woody tote bag in grained leather","CHLOE","2250","USD","llbgs","Tote bag","Black","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851865au.html","https://www.chloe.com/product_image/45851865AU/f/w282.jpg"
"45851866VN","Small Woody tote bag in grained leather","CHLOE","2250","USD","llbgs","Tote bag","MISTY IVORY","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851866vn.html","https://www.chloe.com/product_image/45851866VN/f/w282.jpg"
"45800290RC","Woody tote bag in linen","CHLOE","1450","USD","llbgs","Tote bag","","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45800290rc.html","https://www.chloe.com/product_image/45800290RC/f/w282.jpg"
"45800291FT","Small Woody tote bag in linen","CHLOE","1390","USD","llbgs","Tote bag","BLACK - BEIGE 1","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45800291ft.html",""
"45686268HO","Woody tote bag in linen","CHLOE","1290","USD","llbgs","Tote bag","White - Blue 1","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45686268ho.html",""
"45686270NW","Small Woody tote bag in linen","CHLOE","1250","USD","llbgs","Tote bag","White - Blue 1","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45686270nw.html",""
"45779139DV","Woody tote bag in soft leather","CHLOE","1990","USD","llbgs","Tote bag","STORM BLUE","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45779139dv.html",""
"45779140NT","Small Woody tote bag in soft leather","CHLOE","1850","USD","llbgs","Tote bag","STORM BLUE","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45779140nt.html","https://www.chloe.com/product_image/45779140NT/f/w282.jpg"
"45800271TM","Small Woody tote bag in linen","CHLOE","1250","USD","llbgs","Tote bag","Cement Pink","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45800271tm.html","https://www.chloe.com/product_image/45800271TM/f/w282.jpg"
"45851832IS","Nano Woody tote bag in linen","CHLOE","670","USD","llbgs","Mini bag","Cement Pink","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45851832is.html","https://www.chloe.com/product_image/45851832IS/f/w282.jpg"
"45822779EL","Nano Woody tote bag in metallized leather","CHLOE","880","USD","llbgs","Mini bag","Silver","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45822779el.html","https://www.chloe.com/product_image/45822779EL/f/w282.jpg"
"45851871LW","Mini Penelope soft shoulder bag in metallized leather","CHLOE","2250","USD","llbgs","Shoulder bag","","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45851871lw.html","https://www.chloe.com/product_image/45851871LW/f/w282.jpg"
"45863430VO","Micro Chloé Sense tote bag in leather","CHLOE","990","USD","llbgs","Mini bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45863430vo.html","https://www.chloe.com/product_image/45863430VO/f/w282.jpg"
"45851844JM","Micro Chloé Sense tote bag in soft leather","CHLOE","990","USD","llbgs","Mini bag","Nomad Beige","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45851844jm.html","https://www.chloe.com/product_image/45851844JM/f/w282.jpg"
"45863431MS","Micro Chloé Sense tote bag in leather","CHLOE","990","USD","llbgs","Mini bag","Light Tan","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45863431ms.html","https://www.chloe.com/product_image/45863431MS/f/w282.jpg"
"45863432GK","Micro Chloé Sense tote bag in leather","CHLOE","990","USD","llbgs","Mini bag","LIGHT EUCALYPO","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45863432gk.html","https://www.chloe.com/product_image/45863432GK/f/w282.jpg"
"45779137LG","Micro Chloé Sense tote bag in soft leather","CHLOE","990","USD","llbgs","Mini bag","Cement Pink","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45779137lg.html","https://www.chloe.com/product_image/45779137LG/f/w282.jpg"
"45863429HL","Micro Chloé Sense tote bag in leather","CHLOE","990","USD","llbgs","Mini bag","Motty Grey","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45863429hl.html","https://www.chloe.com/product_image/45863429HL/f/w282.jpg"
"45741225DW","Micro Chloé Sense tote bag in soft leather","CHLOE","990","USD","llbgs","Mini bag","Caramel","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45741225dw.html","https://www.chloe.com/product_image/45741225DW/f/w282.jpg"
"45741223QB","Micro Chloé Sense tote bag in soft leather","CHLOE","990","USD","llbgs","Mini bag","Black","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45741223qb.html","https://www.chloe.com/product_image/45741223QB/f/w282.jpg"
"22052908UC","Adjustable strap in canvas","CHLOE","880","USD","llbgs","Straps","Powder Beige","https://www.chloe.comhttps://www.chloe.com/us/straps_cod22052908uc.html","https://www.chloe.com/product_image/22052908UC/f/w282.jpg"
"22059083UM","Adjustable strap in canvas","CHLOE","880","USD","llbgs","Straps","SOFT TAN","https://www.chloe.comhttps://www.chloe.com/us/straps_cod22059083um.html","https://www.chloe.com/product_image/22059083UM/f/w282.jpg"
"22052907LU","Adjustable strap in canvas","CHLOE","880","USD","llbgs","Straps","WILD GREY","https://www.chloe.comhttps://www.chloe.com/us/straps_cod22052907lu.html","https://www.chloe.com/product_image/22052907LU/f/w282.jpg"
"46982125XA","Adjustable strap in canvas","CHLOE","880","USD","llbgs","Straps","Black","https://www.chloe.comhttps://www.chloe.com/us/straps_cod46982125xa.html","https://www.chloe.com/product_image/46982125XA/f/w282.jpg"
"45823323GR","Marcie double carry bag","CHLOE","2950","USD","llbgs","Hand bag","FLORAL GREY","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45823323gr.html","https://www.chloe.com/product_image/45823323GR/f/w282.jpg"
"45823324WR","Marcie double carry bag","CHLOE","2950","USD","llbgs","Hand bag","Palm Brown","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45823324wr.html","https://www.chloe.com/product_image/45823324WR/f/w282.jpg"
"45823327BR","Marcie double carry bag","CHLOE","2950","USD","llbgs","Hand bag","MIDNIGHT BLUE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45823327br.html","https://www.chloe.com/product_image/45823327BR/f/w282.jpg"
"45741541GC","Marcie bag in grained leather","CHLOE","2690","USD","llbgs","Hand bag","Navy","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45741541gc.html",""
"45851836DN","Small Marcie saddle bag in grained leather","CHLOE","1450","USD","llbgs","Hand bag","GRACEFUL BLUE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45851836dn.html",""
"45711462VO","Marcie small saddle bag","CHLOE","1350","USD","llbgs","Hand bag","DEEP DENIM","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45711462vo.html",""
"45741542GO","Small Marcie saddle bag in grained leather","CHLOE","1450","USD","llbgs","Hand bag","Navy","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45741542go.html",""
"45823331BJ","Marcie small saddle bag","CHLOE","1450","USD","llbgs","Hand bag","MIDNIGHT BLUE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45823331bj.html","https://www.chloe.com/product_image/45823331BJ/f/w282.jpg"
"45711463DD","Small Marcie saddle bag in grained leather","CHLOE","1450","USD","llbgs","Hand bag","","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45711463dd.html","https://www.chloe.com/product_image/45711463DD/f/w282.jpg"
"45851837HQ","Small Marcie saddle bag in grained leather","CHLOE","1450","USD","llbgs","Hand bag","TERRACOTTA PINK","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45851837hq.html","https://www.chloe.com/product_image/45851837HQ/f/w282.jpg"
"45778965IA","Small Marcie saddle bag in grained leather","CHLOE","1450","USD","llbgs","Hand bag","POTTERY BROWN","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45778965ia.html","https://www.chloe.com/product_image/45778965IA/f/w282.jpg"
"45800277BT","Small Marcie saddle bag in grained leather","CHLOE","1450","USD","llbgs","Hand bag","Elephant Grey","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45800277bt.html","https://www.chloe.com/product_image/45800277BT/f/w282.jpg"
"45661609TH","Marcie saddle bag grained leather","CHLOE","2090","USD","llbgs","Shoulder bag","Tan","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45661609th.html","https://www.chloe.com/product_image/45661609TH/f/w282.jpg"
"45661472EB","Marcie saddle bag grained leather","CHLOE","2090","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45661472eb.html","https://www.chloe.com/product_image/45661472EB/f/w282.jpg"
"45661608VH","Marcie saddle bag grained leather","CHLOE","2090","USD","llbgs","Shoulder bag","Cashmere Grey","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45661608vh.html","https://www.chloe.com/product_image/45661608VH/f/w282.jpg"
"45711449HX","Marcie saddle bag grained leather","CHLOE","2090","USD","llbgs","Shoulder bag","DEEP DENIM","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45711449hx.html","https://www.chloe.com/product_image/45711449HX/f/w282.jpg"
"45741208VV","Marcie bag in grained leather","CHLOE","2690","USD","llbgs","Hand bag","MILKY BROWN","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45741208vv.html","https://www.chloe.com/product_image/45741208VV/f/w282.jpg"
"45822922QP","Marcie small double carry bag","CHLOE","2390","USD","llbgs","Hand bag","POTTERY GREEN","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45822922qp.html","https://www.chloe.com/product_image/45822922QP/f/w282.jpg"
"45778960AU","Small Marcie bag in grained leather","CHLOE","2390","USD","llbgs","Hand bag","STORM BLUE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45778960au.html","https://www.chloe.com/product_image/45778960AU/f/w282.jpg"
"45711692CS","Mini Marcie bag in grained leather","CHLOE","1950","USD","llbgs","Mini bag","Tan","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45711692cs.html","https://www.chloe.com/product_image/45711692CS/f/w282.jpg"
"45711691XL","Mini Marcie bag in grained leather","CHLOE","1950","USD","llbgs","Mini bag","Black","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45711691xl.html","https://www.chloe.com/product_image/45711691XL/f/w282.jpg"
"45800316LL","Marcie pouch on chain in grained leather","CHLOE","1290","USD","llbgs","Mini bag","Tan","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45800316ll.html","https://www.chloe.com/product_image/45800316LL/f/w282.jpg"
"45800315XO","Marcie pouch on chain in grained leather","CHLOE","1290","USD","llbgs","Mini bag","","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45800315xo.html","https://www.chloe.com/product_image/45800315XO/f/w282.jpg"
"45711456HF","Marcie double carry bag","CHLOE","2490","USD","llbgs","Hand bag","DEEP DENIM","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45711456hf.html","https://www.chloe.com/product_image/45711456HF/f/w282.jpg"
"45851834KA","Small Marcie bag in grained leather","CHLOE","2390","USD","llbgs","Hand bag","GRACEFUL BLUE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45851834ka.html","https://www.chloe.com/product_image/45851834KA/f/w282.jpg"
"45711453AV","Small Marcie bag in grained leather","CHLOE","2390","USD","llbgs","Hand bag","DEEP DENIM","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45711453av.html","https://www.chloe.com/product_image/45711453AV/f/w282.jpg"
"45711694RB","Marcie mini double carry bag","CHLOE","1950","USD","llbgs","Mini bag","DEEP DENIM","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45711694rb.html","https://www.chloe.com/product_image/45711694RB/f/w282.jpg"
"45823317OD","Marcie hobo bag in grained leather","CHLOE","2390","USD","llbgs","Hand bag","","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45823317od.html",""
"45851875QI","Marcie hobo bag in suede leather","CHLOE","2390","USD","llbgs","Hand bag","Tan","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45851875qi.html",""
"45851874GW","Marcie hobo bag in soft leather & braided fibers","CHLOE","2390","USD","llbgs","Hand bag","HOT SAND","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45851874gw.html",""
"45851873KM","Marcie bucket bag in soft leather & braided fibers","CHLOE","2290","USD","llbgs","Shoulder bag","HOT SAND","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45851873km.html",""
"45822655LX","Large Penelope soft shoulder bag in grained leather","CHLOE","3650","USD","llbgs","Shoulder bag","Nomad Beige","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45822655lx.html","https://www.chloe.com/product_image/45822655LX/f/w282.jpg"
"45736389JJ","Large Penelope soft shoulder bag in grained leather","CHLOE","3650","USD","llbgs","Shoulder bag","Caramel","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45736389jj.html","https://www.chloe.com/product_image/45736389JJ/f/w282.jpg"
"45800310WB","Penelope large soft shoulder bag","CHLOE","3650","USD","llbgs","Shoulder bag","DEEP VIOLINE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45800310wb.html","https://www.chloe.com/product_image/45800310WB/f/w282.jpg"
"45736388VN","Large Penelope soft shoulder bag in grained leather","CHLOE","3650","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45736388vn.html","https://www.chloe.com/product_image/45736388VN/f/w282.jpg"
"45822646TC","Penelope soft shoulder bag in grained leather","CHLOE","3190","USD","llbgs","Shoulder bag","Nomad Beige","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45822646tc.html","https://www.chloe.com/product_image/45822646TC/f/w282.jpg"
"45736392KF","Penelope soft shoulder bag in grained leather","CHLOE","3190","USD","llbgs","Shoulder bag","Caramel","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45736392kf.html","https://www.chloe.com/product_image/45736392KF/f/w282.jpg"
"45758976PQ","Penelope soft shoulder bag in grained leather","CHLOE","3190","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45758976pq.html","https://www.chloe.com/product_image/45758976PQ/f/w282.jpg"
"45760615FI","Small Penelope soft shoulder bag in grained leather","CHLOE","2350","USD","llbgs","Shoulder bag","Caramel","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45760615fi.html","https://www.chloe.com/product_image/45760615FI/f/w282.jpg"
"45741249QL","Small Penelope soft shoulder bag in grained leather","CHLOE","2350","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45741249ql.html","https://www.chloe.com/product_image/45741249QL/f/w282.jpg"
"45851868SR","Small Penelope soft shoulder bag in metallized leather","CHLOE","2590","USD","llbgs","Shoulder bag","Light Gold","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45851868sr.html","https://www.chloe.com/product_image/45851868SR/f/w282.jpg"
"45823163BG","Small Penelope soft shoulder bag in grained leather","CHLOE","2350","USD","llbgs","Shoulder bag","Nomad Beige","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45823163bg.html","https://www.chloe.com/product_image/45823163BG/f/w282.jpg"
"45736391ED","Small Penelope soft shoulder bag in grained leather","CHLOE","2350","USD","llbgs","Shoulder bag","MILKY BROWN","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45736391ed.html","https://www.chloe.com/product_image/45736391ED/f/w282.jpg"
"45822932IK","Mini Penelope soft shoulder bag in leather","CHLOE","2090","USD","llbgs","Shoulder bag","ARGIL BROWN","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45822932ik.html","https://www.chloe.com/product_image/45822932IK/f/w282.jpg"
"45800295LH","Penelope mini soft shoulder bag","CHLOE","2090","USD","llbgs","Shoulder bag","DEEP VIOLINE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45800295lh.html","https://www.chloe.com/product_image/45800295LH/f/w282.jpg"
"45779107KC","Mini Penelope soft shoulder bag in grained leather","CHLOE","2090","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45779107kc.html","https://www.chloe.com/product_image/45779107KC/f/w282.jpg"
"45741246BI","Penelope clutch","CHLOE","2590","USD","llbgs","Clutches and Evening bags","White","https://www.chloe.comhttps://www.chloe.com/us/clutches-and-evening-bags_cod45741246bi.html","https://www.chloe.com/product_image/45741246BI/f/w282.jpg"
"45741247VD","Penelope clutch","CHLOE","2590","USD","llbgs","Clutches and Evening bags","Caramel","https://www.chloe.comhttps://www.chloe.com/us/clutches-and-evening-bags_cod45741247vd.html","https://www.chloe.com/product_image/45741247VD/f/w282.jpg"
"45736385CC","Penelope clutch","CHLOE","2590","USD","llbgs","Clutches and Evening bags","Black","https://www.chloe.comhttps://www.chloe.com/us/clutches-and-evening-bags_cod45736385cc.html","https://www.chloe.com/product_image/45736385CC/f/w282.jpg"
"45823168QV","Micro Penelope flap bag in leather","CHLOE","1780","USD","llbgs","Mini bag","MISTY IVORY","https://www.chloe.comhttps://www.chloe.com/us/mini-bag_cod45823168qv.html","https://www.chloe.com/product_image/45823168QV/f/w282.jpg"
"45823300VT","Small Woody tote bag in denim","CHLOE","1690","USD","llbgs","Tote bag","Denim","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45823300vt.html","https://www.chloe.com/product_image/45823300VT/f/w282.jpg"
