data_pid,id,name,collection,productSMC,material,customization,packshotType,brand,color,colorId,size,price,discountPrice,coupon,subCategory,category,topCategory,productCategory,macroCategory,microCategory,superMicroCategory,list,stock,productGlobalSMC,images,product_url,filename
753029Y07JA5018,753029Y07JA5018,cassandre shirt in beach blue denim,F_W_2023/F_W_2024/S_S_2024,753029Y07JA5018,,not customizable,image,saint laurent,trouville beach blue,5018,,None,1050,None,denim-women,men-clothing,shop-women,denim-women,ysl_macro_men_rtw,ysl_micro_men_denim_shirts,ysl_super_micro_men_denim,YSL_PRODUCT LIST PAGE,instock,753029Y07JA5018,"https://saint-laurent.dam.kering.com/m/2adc734e84af5884/Large-753029Y07JA5018_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/2adc734e84af5884/Small_thumbnail-753029Y07JA5018_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/387581c7b1f94965/Medium-753029Y07JA5018_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/387581c7b1f94965/Large-753029Y07JA5018_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/387581c7b1f94965/Small-753029Y07JA5018_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/2adc734e84af5884/Small-753029Y07JA5018_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/2adc734e84af5884/Medium-753029Y07JA5018_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/2adc734e84af5884/Thumbnail-753029Y07JA5018_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/6a205f71240d7584/Medium-753029Y07JA5018_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/6a205f71240d7584/Small_thumbnail-753029Y07JA5018_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/6a205f71240d7584/Large-753029Y07JA5018_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/6a205f71240d7584/Small-753029Y07JA5018_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/6a205f71240d7584/Thumbnail-753029Y07JA5018_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/387581c7b1f94965/Small_thumbnail-753029Y07JA5018_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/387581c7b1f94965/Thumbnail-753029Y07JA5018_A.jpg?v=1",/en-us/denim/cassandre-shirt-in-beach-blue-denim-753029Y07JA5018.html,men-clothing.html
597059Y880U4255,597059Y880U4255,western shirt in deep vintage blue denim,F_W_2020/F_W_2021/S_S_2021,597059Y880U4255,co,not customizable,image,saint laurent,deep vintage blue,4255,,None,920,None,denim-campaign-saint-laurent-by-rive-droite,men-clothing,rivedroite,denim-campaign-saint-laurent-by-rive-droite,ysl_macro_men_rtw,ysl_micro_men_denim_shirts,ysl_super_micro_men_denim,YSL_PRODUCT LIST PAGE,instock,597059Y880U4255,"https://saint-laurent.dam.kering.com/m/2dea7b60e455d9c4/Thumbnail-597059Y880U4255_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/2dea7b60e455d9c4/Medium-597059Y880U4255_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/51e59df9c070d261/Medium-597059Y880U4255_B.jpg?v=3, https://saint-laurent.dam.kering.com/m/51e59df9c070d261/Small_thumbnail-597059Y880U4255_B.jpg?v=3, https://saint-laurent.dam.kering.com/m/51e59df9c070d261/Thumbnail-597059Y880U4255_B.jpg?v=3, https://saint-laurent.dam.kering.com/m/51e59df9c070d261/Large-597059Y880U4255_B.jpg?v=3, https://saint-laurent.dam.kering.com/m/2dea7b60e455d9c4/Large-597059Y880U4255_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/2dea7b60e455d9c4/Small_thumbnail-597059Y880U4255_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/51e59df9c070d261/Small-597059Y880U4255_B.jpg?v=3, https://saint-laurent.dam.kering.com/m/2dea7b60e455d9c4/Small-597059Y880U4255_A.jpg?v=3",/en-us/all-ready-to-wear/western-shirt-in-deep-vintage-blue-denim-597059Y880U4255.html,men-clothing.html
604792Y18UA4176,604792Y18UA4176,oversized shirt in light japanese lake blue denim,S_S_2020/S_S_2024,604792Y18UA4176,,not customizable,image,saint laurent,light japanese lake blue,4176,,None,990,None,shirts-men,men-clothing,shop-men,shirts-men,ysl_macro_men_rtw,ysl_micro_men_denim_shirts,ysl_super_micro_men_denim,YSL_PRODUCT LIST PAGE,instock,604792Y18UA4176,"https://saint-laurent.dam.kering.com/m/e0a035beb864bd0/Thumbnail-604792Y18UA4176_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/377330ab53846892/Medium-604792Y18UA4176_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/391be7905f181549/Large-604792Y18UA4176_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/e0a035beb864bd0/Small_thumbnail-604792Y18UA4176_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/391be7905f181549/Small-604792Y18UA4176_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/e0a035beb864bd0/Large-604792Y18UA4176_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/377330ab53846892/Large-604792Y18UA4176_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/377330ab53846892/Small-604792Y18UA4176_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/e0a035beb864bd0/Medium-604792Y18UA4176_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/377330ab53846892/Small_thumbnail-604792Y18UA4176_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/391be7905f181549/Thumbnail-604792Y18UA4176_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/391be7905f181549/Small_thumbnail-604792Y18UA4176_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/391be7905f181549/Medium-604792Y18UA4176_Y.jpg?v=2, https://saint-laurent.dam.kering.com/m/e0a035beb864bd0/Small-604792Y18UA4176_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/377330ab53846892/Thumbnail-604792Y18UA4176_A.jpg?v=1",/en-us/denim/oversized-shirt-in-light-japanese-lake-blue-denim-604792Y18UA4176.html,men-clothing.html
766883Y6D381000,766883Y6D381000,saharienne sleeveless shirt in faille,S_S_2024,766883Y6D381000,,not customizable,image,saint laurent,black,1000,,None,1390,None,shirts-men,men-clothing,shop-men,shirts-men,ysl_macro_men_rtw,ysl_micro_men_casual_shirt,ysl_super_micro_men_shirts,YSL_PRODUCT LIST PAGE,instock,766883Y6D381000,"https://saint-laurent.dam.kering.com/m/143baca501110290/Small_thumbnail-766883Y6D381000_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/3b902893cfcb8d7/Small-766883Y6D381000_B.jpg?v=2, https://saint-laurent.dam.kering.com/m/3f50d0eb415463b7/Small-766883Y6D381000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/3f50d0eb415463b7/Small_thumbnail-766883Y6D381000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/143baca501110290/Medium-766883Y6D381000_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/3b902893cfcb8d7/Small_thumbnail-766883Y6D381000_B.jpg?v=2, https://saint-laurent.dam.kering.com/m/3f50d0eb415463b7/Large-766883Y6D381000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/143baca501110290/Small-766883Y6D381000_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/3b902893cfcb8d7/Large-766883Y6D381000_B.jpg?v=2, https://saint-laurent.dam.kering.com/m/143baca501110290/Large-766883Y6D381000_A.jpg?v=3, https://saint-laurent.dam.kering.com/m/3b902893cfcb8d7/Medium-766883Y6D381000_B.jpg?v=2, https://saint-laurent.dam.kering.com/m/3f50d0eb415463b7/Medium-766883Y6D381000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/3f50d0eb415463b7/Thumbnail-766883Y6D381000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/3b902893cfcb8d7/Thumbnail-766883Y6D381000_B.jpg?v=2, https://saint-laurent.dam.kering.com/m/143baca501110290/Thumbnail-766883Y6D381000_A.jpg?v=3",/en-us/shirts/saharienne-sleeveless-shirt-in-faille-766883Y6D381000.html,men-clothing.html
770488Y1I874140,770488Y1I874140,sleeveless shirt in striped silk crepe de chine,S_S_2024,770488Y1I874140,,not customizable,image,saint laurent,marine,4140,,None,1390,None,view-all-rtw-men,men-clothing,shop-men,view-all-rtw-men,ysl_macro_men_rtw,ysl_micro_men_casual_shirt,ysl_super_micro_men_shirts,YSL_PRODUCT LIST PAGE,instock,770488Y1I874140,"https://saint-laurent.dam.kering.com/m/4b95993879f2387e/Medium-770488Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/6dc50863321b9c6c/Small_thumbnail-770488Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/4b95993879f2387e/Small_thumbnail-770488Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/4b95993879f2387e/Thumbnail-770488Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/4b95993879f2387e/Small-770488Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/6dc50863321b9c6c/Medium-770488Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/6dc50863321b9c6c/Large-770488Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/6dc50863321b9c6c/Thumbnail-770488Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/4b95993879f2387e/Large-770488Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/6dc50863321b9c6c/Small-770488Y1I874140_B.jpg?v=1",/en-us/shirts/sleeveless-shirt-in-striped-silk-crepe-de-chine-770488Y1I874140.html,men-clothing.html
601070Y6H391000,601070Y6H391000,shirt in matte and shiny cassandre striped silk,F_W_2023/S_S_2020/S_S_2024,601070Y6H391000,,not customizable,image,saint laurent,black,1000,,None,1480,None,view-all-rtw-men,men-clothing,shop-men,view-all-rtw-men,ysl_macro_men_rtw,ysl_micro_men_classic_shirt,ysl_super_micro_men_shirts,YSL_PRODUCT LIST PAGE,instock,601070Y6H391000,"https://saint-laurent.dam.kering.com/m/6f765120a6a5954f/Small-601070Y6H391000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/55516cc84315eee7/Medium-601070Y6H391000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/6f765120a6a5954f/Medium-601070Y6H391000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/6f765120a6a5954f/Small_thumbnail-601070Y6H391000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/55516cc84315eee7/Large-601070Y6H391000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/55516cc84315eee7/Small_thumbnail-601070Y6H391000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/55516cc84315eee7/Thumbnail-601070Y6H391000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/6f765120a6a5954f/Large-601070Y6H391000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/6f765120a6a5954f/Thumbnail-601070Y6H391000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/55516cc84315eee7/Small-601070Y6H391000_B.jpg?v=1",/en-us/shirts/shirt-in-matte-and-shiny-cassandre-striped-silk-601070Y6H391000.html,men-clothing.html
646850Y1H571000,646850Y1H571000,yves collar shirt in matte and shiny shagreen silk,F_W_2023/S_S_2020,646850Y1H571000,,not customizable,image,saint laurent,black,1000,,None,1690,None,view-all-rtw-men,men-clothing,shop-men,view-all-rtw-men,ysl_macro_men_rtw,ysl_micro_men_classic_shirt,ysl_super_micro_men_shirts,YSL_PRODUCT LIST PAGE,instock,646850Y1H571000,"https://saint-laurent.dam.kering.com/m/48397f4049431c4f/Small-646850Y1H571000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/2d5f896bf761ed5f/Thumbnail-646850Y1H571000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/48397f4049431c4f/Thumbnail-646850Y1H571000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/5c143072362751a2/Small-646850Y1H571000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/5c143072362751a2/Large-646850Y1H571000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/48397f4049431c4f/Medium-646850Y1H571000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/2d5f896bf761ed5f/Small_thumbnail-646850Y1H571000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/5c143072362751a2/Thumbnail-646850Y1H571000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/2d5f896bf761ed5f/Medium-646850Y1H571000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/2d5f896bf761ed5f/Large-646850Y1H571000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/48397f4049431c4f/Small_thumbnail-646850Y1H571000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/2d5f896bf761ed5f/Small-646850Y1H571000_Y.jpg?v=1, https://saint-laurent.dam.kering.com/m/48397f4049431c4f/Large-646850Y1H571000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/5c143072362751a2/Small_thumbnail-646850Y1H571000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/5c143072362751a2/Medium-646850Y1H571000_B.jpg?v=1",/en-us/shirts/yves-collar-shirt-in-matte-and-shiny-shagreen-silk-646850Y1H571000.html,men-clothing.html
646850Y1I874140,646850Y1I874140,shirt in striped silk crepe de chine,S_S_2020/S_S_2024,646850Y1I874140,,not customizable,image,saint laurent,marine,4140,,None,1690,None,view-all-rtw-men,men-clothing,shop-men,view-all-rtw-men,ysl_macro_men_rtw,ysl_micro_men_classic_shirt,ysl_super_micro_men_shirts,YSL_PRODUCT LIST PAGE,instock,646850Y1I874140,"https://saint-laurent.dam.kering.com/m/699ea0077432f5fa/Large-646850Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/699ea0077432f5fa/Small_thumbnail-646850Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/43620e43cf3cd187/Large-646850Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/699ea0077432f5fa/Thumbnail-646850Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/699ea0077432f5fa/Medium-646850Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/43620e43cf3cd187/Thumbnail-646850Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/43620e43cf3cd187/Small_thumbnail-646850Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/699ea0077432f5fa/Small-646850Y1I874140_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/43620e43cf3cd187/Medium-646850Y1I874140_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/43620e43cf3cd187/Small-646850Y1I874140_B.jpg?v=1",/en-us/shirts/shirt-in-striped-silk-crepe-de-chine-646850Y1I874140.html,men-clothing.html
782547Y6D381000,782547Y6D381000,shirt in faille,S_S_2024,782547Y6D381000,,not customizable,image,saint laurent,black,1000,,None,1250,None,digital-campaign-men-spring-summer-24-jp,men-clothing,shop-men,digital-campaign-men-spring-summer-24-jp,ysl_macro_men_rtw,ysl_micro_men_classic_shirt,ysl_super_micro_men_shirts,YSL_PRODUCT LIST PAGE,instock,782547Y6D381000,"https://saint-laurent.dam.kering.com/m/67e9dcababb9a1b4/Thumbnail-782547Y6D381000_B.jpg?v=4, https://saint-laurent.dam.kering.com/m/159ce0884d401983/Large-782547Y6D381000_A.jpg?v=4, https://saint-laurent.dam.kering.com/m/67e9dcababb9a1b4/Small_thumbnail-782547Y6D381000_B.jpg?v=4, https://saint-laurent.dam.kering.com/m/67e9dcababb9a1b4/Medium-782547Y6D381000_B.jpg?v=4, https://saint-laurent.dam.kering.com/m/159ce0884d401983/Small_thumbnail-782547Y6D381000_A.jpg?v=4, https://saint-laurent.dam.kering.com/m/67e9dcababb9a1b4/Small-782547Y6D381000_B.jpg?v=4, https://saint-laurent.dam.kering.com/m/159ce0884d401983/Thumbnail-782547Y6D381000_A.jpg?v=4, https://saint-laurent.dam.kering.com/m/159ce0884d401983/Medium-782547Y6D381000_A.jpg?v=4, https://saint-laurent.dam.kering.com/m/67e9dcababb9a1b4/Large-782547Y6D381000_B.jpg?v=4, https://saint-laurent.dam.kering.com/m/159ce0884d401983/Small-782547Y6D381000_A.jpg?v=4",/en-us/shirts/shirt-in-faille-782547Y6D381000.html,men-clothing.html
714643Y2G271000,714643Y2G271000,oversize shirt in matte and shiny silk,S_S_2023,714643Y2G271000,,not customizable,image,saint laurent,black,1000,,None,1550,None,shirts-men,men-clothing,shop-men,shirts-men,ysl_macro_men_rtw,ysl_micro_men_casual_shirt,ysl_super_micro_men_shirts,YSL_PRODUCT LIST PAGE,instock,714643Y2G271000,"https://saint-laurent.dam.kering.com/m/56af5e0a1249e7e2/Large-714643Y2G271000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/116817fdb525875d/Medium-714643Y2G271000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/116817fdb525875d/Small_thumbnail-714643Y2G271000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/56af5e0a1249e7e2/Small_thumbnail-714643Y2G271000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/56af5e0a1249e7e2/Thumbnail-714643Y2G271000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/116817fdb525875d/Small-714643Y2G271000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/56af5e0a1249e7e2/Medium-714643Y2G271000_A.jpg?v=1, https://saint-laurent.dam.kering.com/m/116817fdb525875d/Thumbnail-714643Y2G271000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/116817fdb525875d/Large-714643Y2G271000_B.jpg?v=1, https://saint-laurent.dam.kering.com/m/56af5e0a1249e7e2/Small-714643Y2G271000_A.jpg?v=1",/en-us/shirts/oversize-shirt-in-matte-and-shiny-silk-714643Y2G271000.html,men-clothing.html
