data_pid,id,name,collection,productSMC,material,customization,packshotType,brand,color,colorId,size,price,discountPrice,coupon,subCategory,category,topCategory,productCategory,macroCategory,microCategory,superMicroCategory,list,stock,productGlobalSMC,images,product_url,filename
7852562AA0S1000,7852562AA0S1000,duty free square folded wallet,S_S_2024,7852562AA0S1000,,not customizable,image,balenciaga,black,1000,,None,395,None,men_slg_all,men_slg,men,men_slg_all,bal_macro_men_slg,bal_micro_men_duty_free_accessories,bal_super_micro_men_wallets,productList,instock,7852562AA0S1000,"https://balenciaga.dam.kering.com/m/2034f2f5bda988b1/Small-7852562AA0S1000_X.jpg?v=1, https://balenciaga.dam.kering.com/m/5fbeb268059b2f09/Small-7852562AA0S1000_Y.jpg?v=1",/en-us/duty-free-square-folded-wallet-black-7852562AA0S1000.html,men_slg.txt
7852572AA0S1000,7852572AA0S1000,duty free card holder ,S_S_2024,7852572AA0S1000,,not customizable,image,balenciaga,black,1000,,None,295,None,men_slg_card-holders,men_slg,men,men_slg_card-holders,bal_macro_men_slg,bal_micro_men_duty_free_accessories,bal_super_micro_men_cardholders,productList,instock,7852572AA0S1000,"https://balenciaga.dam.kering.com/m/43a880b3d90a7f0e/Small-7852572AA0S1000_X.jpg?v=1, https://balenciaga.dam.kering.com/m/6c2e2c657dba4ccd/Small-7852572AA0S1000_Y.jpg?v=1",/en-us/duty-free-card-holder--black-7852572AA0S1000.html,men_slg.txt
6405352AA3B9224,6405352AA3B9224,cash large long coin and card holder,F_W_2020/S_S_2024,6405352AA3B9224,,not customizable,image,balenciaga,light beige,9224,,None,350,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_cardholders,productList,instock,6405352AA3B9224,"https://balenciaga.dam.kering.com/m/2d9e495dde68f1f3/Small-6405352AA3B9224_X.jpg?v=1, https://balenciaga.dam.kering.com/m/269a21d631fee1d2/Small-6405352AA3B9224_Y.jpg?v=1",/en-us/cash-large-long-coin-and-card-holder-light-beige-6405352AA3B9224.html,men_slg.txt
5945492AA3B9224,5945492AA3B9224,cash square folded wallet,F_W_2019/S_S_2024,5945492AA3B9224,,not customizable,image,balenciaga,light beige,9224,,None,395,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_wallets,productList,instock,5945492AA3B9224,"https://balenciaga.dam.kering.com/m/2149b7c88348db1/Small-5945492AA3B9224_X.jpg?v=1, https://balenciaga.dam.kering.com/m/7bb67523bcb29c99/Small-5945492AA3B9224_Y.jpg?v=1",/en-us/cash-square-folded-wallet-light-beige-5945492AA3B9224.html,men_slg.txt
6758352AA3B9224,6758352AA3B9224,cash magnet card holder ,F_W_2021/S_S_2024,6758352AA3B9224,,not customizable,image,balenciaga,light beige,9224,,None,295,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_cardholders,productList,instock,6758352AA3B9224,"https://balenciaga.dam.kering.com/m/5500748770d5f170/Small-6758352AA3B9224_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/792f9850671029df/Small-6758352AA3B9224_X.jpg?v=1",/en-us/cash-magnet-card-holder--light-beige-6758352AA3B9224.html,men_slg.txt
5943092AA3B9224,5943092AA3B9224,cash card holder ,F_W_2019/S_S_2024,5943092AA3B9224,,not customizable,image,balenciaga,light beige,9224,,None,305,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_cardholders,productList,instock,5943092AA3B9224,"https://balenciaga.dam.kering.com/m/3be922837f815bc5/Small-5943092AA3B9224_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/5fe145ed0fb98876/Small-5943092AA3B9224_X.jpg?v=1",/en-us/cash-card-holder--light-beige-5943092AA3B9224.html,men_slg.txt
7665512AAS61000,7665512AAS61000,monaco vertical bifold wallet,F_W_2023/F_W_2024/S_S_2024,7665512AAS61000,,not customizable,image,balenciaga,black,1000,,None,375,None,men_slg_wallets,men_slg,men,men_slg_wallets,bal_macro_men_slg,,bal_super_micro_men_mini_wallets,productList,instock,7665512AAS61000,"https://balenciaga.dam.kering.com/m/7de06f5b4eecb992/Small-7665512AAS61000_X.jpg?v=3, https://balenciaga.dam.kering.com/m/25f0f6c60429c6ab/Small-7665512AAS61000_Y.jpg?v=3",/en-us/monaco-vertical-bifold-wallet-black-7665512AAS61000.html,men_slg.txt
7665692AAS61000,7665692AAS61000,monaco square folded wallet,F_W_2023/F_W_2024/S_S_2024,7665692AAS61000,,not customizable,image,balenciaga,black,1000,,None,475,None,MEDIA PUSH,men_slg,all-test_private,media push,bal_macro_men_slg,,bal_super_micro_men_mini_wallets,productList,instock,7665692AAS61000,"https://balenciaga.dam.kering.com/m/3712e094c0baffc5/Small-7665692AAS61000_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/38bc1928936a7bb1/Small-7665692AAS61000_X.jpg?v=3",/en-us/monaco-square-folded-wallet-black-7665692AAS61000.html,men_slg.txt
7665752AAS61000,7665752AAS61000,monaco long coin and card holder,F_W_2023/F_W_2024/S_S_2024,7665752AAS61000,,not customizable,image,balenciaga,black,1000,,None,395,None,MEDIA PUSH,men_slg,all-test_private,media push,bal_macro_men_slg,,bal_super_micro_men_cardholders,productList,instock,7665752AAS61000,"https://balenciaga.dam.kering.com/m/458c865429ef7de8/Small-7665752AAS61000_Y.jpg?v=2, https://balenciaga.dam.kering.com/m/780fbf9d3aac23e3/Small-7665752AAS61000_X.jpg?v=2",/en-us/monaco-long-coin-and-card-holder-black-7665752AAS61000.html,men_slg.txt
7665472AAS61000,7665472AAS61000,monaco card holder,F_W_2023/F_W_2024/S_S_2024,7665472AAS61000,,not customizable,image,balenciaga,black,1000,,None,305,None,MEDIA PUSH,men_slg,all-test_private,media push,bal_macro_men_slg,,bal_super_micro_men_cardholders,productList,instock,7665472AAS61000,"https://balenciaga.dam.kering.com/m/6c72228cb98e2f63/Small-7665472AAS61000_X.jpg?v=1, https://balenciaga.dam.kering.com/m/5a2ea5f03dfcd6bc/Small-7665472AAS61000_Y.jpg?v=1",/en-us/monaco-card-holder-black-7665472AAS61000.html,men_slg.txt
7665512AAS81000,7665512AAS81000,monaco vertical bifold wallet,F_W_2023/F_W_2024/S_S_2024,7665512AAS81000,,not customizable,image,balenciaga,black,1000,,None,375,None,men_slg_monaco,men_slg,men,men_slg_monaco,bal_macro_men_slg,bal_micro_men_wallets,bal_super_micro_men_wallets,productList,instock,7665512AAS81000,"https://balenciaga.dam.kering.com/m/358bd5d8eacfdc65/Small-7665512AAS81000_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/e6ab2a8a6e46261/Small-7665512AAS81000_X.jpg?v=3",/en-us/monaco-vertical-bifold-wallet-black-7665512AAS81000.html,men_slg.txt
7665752AAS81000,7665752AAS81000,monaco long coin and card holder ,F_W_2023/F_W_2024/S_S_2024,7665752AAS81000,,not customizable,image,balenciaga,black,1000,,None,395,None,MEDIA PUSH,men_slg,all-test_private,media push,bal_macro_men_slg,bal_micro_men_cardholders,bal_super_micro_men_cardholders,productList,instock,7665752AAS81000,https://balenciaga.dam.kering.com/m/6a033f5bb0fd17e4/Small-7665752AAS81000_X.jpg?v=2,/en-us/monaco-long-coin-and-card-holder--black-7665752AAS81000.html,men_slg.txt
7665692AAS81000,7665692AAS81000,monaco square folded wallet ,F_W_2023/F_W_2024/S_S_2024,7665692AAS81000,,not customizable,image,balenciaga,black,1000,,None,475,None,men_slg_monaco,men_slg,men,men_slg_monaco,bal_macro_men_slg,bal_micro_men_wallets,bal_super_micro_men_wallets,productList,instock,7665692AAS81000,"https://balenciaga.dam.kering.com/m/31666d9d42310f12/Small-7665692AAS81000_X.jpg?v=1, https://balenciaga.dam.kering.com/m/5de539ea1c7fb398/Small-7665692AAS81000_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/5c6f259c39d694d6/Small-7665692AAS81000_Z.jpg?v=1",/en-us/monaco-square-folded-wallet--black-7665692AAS81000.html,men_slg.txt
7665472AAS81000,7665472AAS81000,monaco card holder ,F_W_2023/F_W_2024/S_S_2024,7665472AAS81000,,not customizable,image,balenciaga,black,1000,,None,305,None,MEDIA PUSH,men_slg,all-test_private,media push,bal_macro_men_slg,bal_micro_men_cardholders,bal_super_micro_men_cardholders,productList,instock,7665472AAS81000,"https://balenciaga.dam.kering.com/m/41cf7a755d9a7f09/Small-7665472AAS81000_Y.jpg?v=2, https://balenciaga.dam.kering.com/m/328bf98b6f37ed29/Small-7665472AAS81000_X.jpg?v=2",/en-us/monaco-card-holder--black-7665472AAS81000.html,men_slg.txt
6405351IZI34791,6405351IZI34791,cash large long coin and card holder ,F_W_2020/F_W_2023,6405351IZI34791,,customizable,image,balenciaga,blue,4791,,None,325,None,men_slg_card-holders,men_slg,men,men_slg_card-holders,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_wallets,productList,notifyMe,6405351IZI34791,"https://balenciaga.dam.kering.com/m/2950228a41a07a68/Small-6405351IZI34791_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/4fd4fee72f650dd7/Small-6405351IZI34791_X.jpg?v=1",/en-us/cash-large-long-coin-and-card-holder--blue-6405351IZI34791.html,men_slg.txt
5945491IZI34791,5945491IZI34791,cash square folded wallet ,F_W_2019/F_W_2023,5945491IZI34791,ve,customizable,image,balenciaga,blue,4791,,None,375,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_wallets,productList,notifyMe,5945491IZI34791,"https://balenciaga.dam.kering.com/m/7a418e3543c169dc/Small-5945491IZI34791_X.jpg?v=1, https://balenciaga.dam.kering.com/m/7ddb6f8afe8cccc8/Small-5945491IZI34791_Y.jpg?v=1",/en-us/cash-square-folded-wallet--blue-5945491IZI34791.html,men_slg.txt
5945481IZI34791,5945481IZI34791,cash card case on keychain,F_W_2019/F_W_2021/F_W_2023/STAG__X_STILL_VALID,5945481IZI34791,ve,customizable,image,balenciaga,blue,4791,,None,425,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_leather_goods,bal_micro_men_cash_accessories,bal_super_micro_men_small_leather_goods,productList,instock,5945481IZI34791,"https://balenciaga.dam.kering.com/m/5c757d4132bf4c5/Small-5945481IZI34791_X.jpg?v=2, https://balenciaga.dam.kering.com/m/481caa6215f7d5a7/Small-5945481IZI34791_Y.jpg?v=3",/en-us/cash-card-case-on-keychain-blue-5945481IZI34791.html,men_slg.txt
5943091IZI34791,5943091IZI34791,cash card holder ,F_W_2019/F_W_2023,5943091IZI34791,ve,customizable,image,balenciaga,blue,4791,,None,295,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_wallets,productList,instock,5943091IZI34791,"https://balenciaga.dam.kering.com/m/261ac4a0509d1ad4/Small-5943091IZI34791_X.jpg?v=1, https://balenciaga.dam.kering.com/m/73a4e1ea12fa0d0e/Small-5943091IZI34791_Y.jpg?v=1",/en-us/cash-card-holder--blue-5943091IZI34791.html,men_slg.txt
5943092AAPK1090,5943092AAPK1090,cash card holder box,F_W_2019/F_W_2023/S_S_2024,5943092AAPK1090,,not customizable,image,balenciaga,black/white,1090,,None,305,None,men_slg_card-holders,men_slg,men,men_slg_card-holders,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_cardholders,productList,instock,5943092AAPK1090,"https://balenciaga.dam.kering.com/m/7b4512920baf8dc0/Small-5943092AAPK1090_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/1b1231454966ff34/Small-5943092AAPK1090_X.jpg?v=3",/en-us/cash-card-holder-box-black-white-5943092AAPK1090.html,men_slg.txt
6405352AAPK1090,6405352AAPK1090,cash large long coin and card holder box,F_W_2020/F_W_2023/S_S_2024,6405352AAPK1090,,not customizable,image,balenciaga,black/white,1090,,None,350,None,men_slg_card-holders,men_slg,men,men_slg_card-holders,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_cardholders,productList,instock,6405352AAPK1090,"https://balenciaga.dam.kering.com/m/4d45d0dd1a9d87df/Small-6405352AAPK1090_Y.jpg?v=1, https://balenciaga.dam.kering.com/m/d69b0e7adfa8aeb/Small-6405352AAPK1090_X.jpg?v=2",/en-us/cash-large-long-coin-and-card-holder-box-black-white-6405352AAPK1090.html,men_slg.txt
5945492AAPK1090,5945492AAPK1090,cash square folded wallet box,F_W_2019/F_W_2023/S_S_2024,5945492AAPK1090,,not customizable,image,balenciaga,black/white,1090,,None,395,None,men_slg_cash,men_slg,men,men_slg_cash,bal_macro_men_slg,bal_micro_men_cash_accessories,bal_super_micro_men_wallets,productList,instock,5945492AAPK1090,"https://balenciaga.dam.kering.com/m/11592d73292e60e1/Small-5945492AAPK1090_Y.jpg?v=2, https://balenciaga.dam.kering.com/m/6cc421ae6c9831ba/Small-5945492AAPK1090_X.jpg?v=2, https://balenciaga.dam.kering.com/m/612adb7108be8a62/Small-5945492AAPK1090_Z.jpg?v=1",/en-us/cash-square-folded-wallet-box-black-white-5945492AAPK1090.html,men_slg.txt
