product_id,product_name,price,category,image_urls,product_url,colors,sale_price,original_price,filename
m13mv450,AIR DOWN VEST,495.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m13mv450_1103_front_category_iwhqwpwziokddpzz.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/air-down-vest-m13mv450-promo23,"Black, Plaster, Kendall Grey",346.00,495.00,men_outerwear.html
m14mj121,GRAYTON JACKET,595.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mj121_891_gm.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/grayton-jkt-m14mj121,"Black, Milky Way",416.00,595.00,men_outerwear.html
m14mb024,OXLEY BOMBER,595.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mb024_1376_front_category_4rdiqwauivrgwdo4.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/oxley-bomber-m14mb024,"Black, Sage",,595.00,men_outerwear.html
m14mb003h,COURVILLE BOMBER,575.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mb003h_1121_detail1.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/courville-bomber-m14mb003h,Black Monogram,,575.00,men_outerwear.html
m14mb003,COURVILLE BOMBER,545.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mb003_1376_front.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/courville-bomber-m14mb003,Sage,,545.00,men_outerwear.html
m14mp201,NADEAU PARKA RAIN JACKET,695.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mp201_292_front_category_r9tnfo5gjuyqvswu.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/nadeau-parka-m14mp201,Black,,695.00,men_outerwear.html
m14mj102,MONNOIR RAIN JACKET,595.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mj102_292_front_category.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/monnoir-jacket-m14mj102,Black,,595.00,men_outerwear.html
m14mj125h1,LEON WINDBREAKER JACKET,595.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mj125h1_1451_front.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/leon-jacket-m14mj125h1,CITRINE GLOSS,,595.00,men_outerwear.html
m14mj123,REGIS WINDBREAKER JACKET,595.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mj123_1444_front_category.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/regis-jacket-m14mj123,CITRINE / BLACK,,595.00,men_outerwear.html
m14mj009,HONORE WINDBREAKER JACKET,445.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mj009_292_front_category_vizee5l6d8lg1f4n.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/honore-jacket-m14mj009,Black,,445.00,men_outerwear.html
m14mj009h,HONORE WINDBREAKER JACKET,475.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/1/m14mj009h_1393_front_category_cy09bxhu3bln0mqj.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/honore-jacket-m14mj009h,SAGE CAMO,,475.00,men_outerwear.html
m33ms643,WOODLAND TRUCKER,445.00,men_outerwear,https://mooseknuckles.co/media/catalog/product/m/3/m33ms643_1185_front_category_tni27zax0fplzasi.jpg?optimize=high&fit=bounds&height=&width=750&format=pjpg&quality=100&auto=webp,/us-en/p/woodland-trucker-m33ms643,Forest Hill,,445.00,men_outerwear.html
