product_id,product_name,price,category,image_urls,product_url,sale_price,original_price,discount,filename
W1656L72BLSGZ,Margaux EW Clutch in Leather,"$5,850",women_bags,", , //www.therow.com/cdn/shop/files/W1656L72BLSGZ_600x.jpg?v=1712687407, //www.therow.com/cdn/shop/files/W1656L72BLSGF_600x.jpg?v=1712687410",/products/margaux-ew-clutch-black,,"$5,850",,No,women_bags.html
W1656L72CYPZ,Margaux EW Clutch in Leather,"$5,850",women_bags,", , //www.therow.com/cdn/shop/files/W1656L72CYPZ_600x.jpg?v=1714238090, //www.therow.com/cdn/shop/files/W1656L72CYPF_600x.jpg?v=1712687447",/products/margaux-ew-clutch-cyprus-pld,,"$5,850",,No,women_bags.html
W1656L72BRGZ,Margaux EW Clutch in Leather,"$5,850",women_bags,", , //www.therow.com/cdn/shop/files/W1656L72BRGZ_600x.jpg?v=1714251603, //www.therow.com/cdn/shop/files/W1656L72BRGF_600x.jpg?v=1712687429",/products/margaux-ew-clutch-brandy-shg,,"$5,850",,No,women_bags.html
W1656L72ARPLDZ,Margaux EW Clutch in Leather,"$5,850",women_bags,", , //www.therow.com/cdn/shop/files/W1656L72ARPLDZ_600x.jpg?v=1717198118, //www.therow.com/cdn/shop/files/W1656L72ARPLDF_600x.jpg?v=1717198120",/products/margaux-ew-clutch-amaranto-pld,,"$5,850",,No,women_bags.html
W1672E33BLSGZ,Mel Clutch in Alligator,"$9,700",women_bags,", , //www.therow.com/cdn/shop/files/W1672E33BLSGZ_600x.jpg?v=1714235300, //www.therow.com/cdn/shop/files/W1672E33BLSGF_600x.jpg?v=1712687544",/products/mel-black,,"$9,700",,Yes,women_bags.html
W1672E33YPDZ,Mel Clutch in Alligator,"$9,700",women_bags,", , //www.therow.com/cdn/shop/files/W1672E33YPDZ_600x.jpg?v=1714238301, //www.therow.com/cdn/shop/files/W1672E33YPDF_600x.jpg?v=1712687621",/products/mel-yellow,,"$9,700",,Yes,women_bags.html
W1672L39BLSGZ,Mel Clutch in Leather,"$1,450",women_bags,", , //www.therow.com/cdn/shop/files/W1672L39BLSGZ_600x.jpg?v=1714245450, //www.therow.com/cdn/shop/files/W1672L39BLSGF_600x.jpg?v=1712687564",/products/mel-black-1,,"$1,450",,No,women_bags.html
W1672L39RYPLDZ,Mel Clutch in Leather,"$1,450",women_bags,", , //www.therow.com/cdn/shop/files/W1672L39RYPLDZ_600x.jpg?v=1714244460, //www.therow.com/cdn/shop/files/W1672L39RYPLDF_600x.jpg?v=1712687600",/products/mel-ruby-pld,,"$1,450",,No,women_bags.html
W1672L39MRPDZ,Mel Clutch in Leather,"$1,450",women_bags,", , //www.therow.com/cdn/shop/files/W1672L39MRPDZ_600x.jpg?v=1714240587, //www.therow.com/cdn/shop/files/W1672L39MRPDF_600x.jpg?v=1712687582",/products/mel-marine-pld,,"$1,450",,No,women_bags.html
W1658E12CRANGZ,Alexia Bag in Ostrich,"$18,000",women_bags,", , //www.therow.com/cdn/shop/files/W1658E12CRANGZ_600x.jpg?v=1714240095, //www.therow.com/cdn/shop/files/W1658E12CRANGF_600x.jpg?v=1712683279",/products/alexia-caramel-ang,,"$18,000",,Yes,women_bags.html
