user_category,product_url,product_name,price,discounted_price,image_urls,tag,filename
accessories,/products/jazz-sunnies-black,JAZZ SUNNIES,525,$525,"//cultgaia.com/cdn/shop/files/Artboard1copy2_163x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/Artboard1copy2_240x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/Artboard1copy2_382x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/Artboard1copy2_560x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color101_Front_163x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color101_Front_240x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color101_Front_382x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color101_Front_560x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor101_0686_163x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor101_0686_240x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor101_0686_382x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor101_0686_560x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_d2905d18-e71b-4d9f-ab90-3d33ae2b28bb_163x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_d2905d18-e71b-4d9f-ab90-3d33ae2b28bb_240x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_d2905d18-e71b-4d9f-ab90-3d33ae2b28bb_382x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_d2905d18-e71b-4d9f-ab90-3d33ae2b28bb_560x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/Artboard1copy2_163x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/Artboard1copy2_240x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/Artboard1copy2_382x.jpg?v=1715260348, //cultgaia.com/cdn/shop/files/Artboard1copy2_560x.jpg?v=1715260348",NEW,accessories.html
accessories,/products/lena-hat-natural,LENA HAT,398,$299,"//cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_163x.jpg?v=1706552845, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_240x.jpg?v=1706552845, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_382x.jpg?v=1706552845, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_560x.jpg?v=1706552845, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0801_163x.jpg?v=1706552846, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0801_240x.jpg?v=1706552846, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0801_382x.jpg?v=1706552846, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0801_560x.jpg?v=1706552846, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_09_0039_WEB_163x.jpg?v=1707452516, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_09_0039_WEB_240x.jpg?v=1707452516, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_09_0039_WEB_382x.jpg?v=1707452516, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_09_0039_WEB_560x.jpg?v=1707452516, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_163x.jpg?v=1706552845, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_240x.jpg?v=1706552845, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_382x.jpg?v=1706552845, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_LENA_HAT_0823_560x.jpg?v=1706552845",SALE,accessories.html
accessories,/products/serena-earring-brushed-brass,SERENA EARRING,168,$168,"//cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_163x.jpg?v=1675822836, //cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_240x.jpg?v=1675822836, //cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_382x.jpg?v=1675822836, //cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_560x.jpg?v=1675822836, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00357_WEB_163x.jpg?v=1686011807, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00357_WEB_240x.jpg?v=1686011807, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00357_WEB_382x.jpg?v=1686011807, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00357_WEB_560x.jpg?v=1686011807, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00364_WEB_163x.jpg?v=1686011807, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00364_WEB_240x.jpg?v=1686011807, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00364_WEB_382x.jpg?v=1686011807, //cultgaia.com/cdn/shop/files/230418_3_CULTGAIA_00364_WEB_560x.jpg?v=1686011807, //cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_163x.jpg?v=1675822836, //cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_240x.jpg?v=1675822836, //cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_382x.jpg?v=1675822836, //cultgaia.com/cdn/shop/products/CG_S.HS23_3111_WEB_560x.jpg?v=1675822836",ICON,accessories.html
accessories,/products/sydney-bralette-brushed-brass,SYDNEY BRALETTE,268,$268,"//cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_163x.jpg?v=1706641930, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_240x.jpg?v=1706641930, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_382x.jpg?v=1706641930, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_560x.jpg?v=1706641930, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_124_0061_WEB_163x.jpg?v=1707951942, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_124_0061_WEB_240x.jpg?v=1707951942, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_124_0061_WEB_382x.jpg?v=1707951942, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_124_0061_WEB_560x.jpg?v=1707951942, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_163x.jpg?v=1706641930, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_240x.jpg?v=1706641930, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_382x.jpg?v=1706641930, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_0201_560x.jpg?v=1706641930",NEW,accessories.html
accessories,/products/jaya-sunnies-tortoiseshell,JAYA SUNNIES,525,$525,"//cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_163x.jpg?v=1714765027, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_240x.jpg?v=1714765027, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_382x.jpg?v=1714765027, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_560x.jpg?v=1714765027, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_163x.jpg?v=1714765056, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_240x.jpg?v=1714765056, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_382x.jpg?v=1714765056, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_560x.jpg?v=1714765056, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_7e342840-9260-4c7b-a1e8-bd02e8e41489_163x.jpg?v=1714765068, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_7e342840-9260-4c7b-a1e8-bd02e8e41489_240x.jpg?v=1714765068, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_7e342840-9260-4c7b-a1e8-bd02e8e41489_382x.jpg?v=1714765068, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_7e342840-9260-4c7b-a1e8-bd02e8e41489_560x.jpg?v=1714765068, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_163x.jpg?v=1714765027, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_240x.jpg?v=1714765027, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_382x.jpg?v=1714765027, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor105_Front_560x.jpg?v=1714765027",NEW,accessories.html
accessories,/products/yachne-choker-amber,YACHNE CHOKER,248,$248,"//cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_163x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_240x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_382x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_560x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE2_163x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE2_240x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE2_382x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE2_560x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_128_0029_WEB_d29767f2-92af-4607-b18a-48756d2b14f3_163x.jpg?v=1709083829, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_128_0029_WEB_d29767f2-92af-4607-b18a-48756d2b14f3_240x.jpg?v=1709083829, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_128_0029_WEB_d29767f2-92af-4607-b18a-48756d2b14f3_382x.jpg?v=1709083829, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_128_0029_WEB_d29767f2-92af-4607-b18a-48756d2b14f3_560x.jpg?v=1709083829, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_163x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_240x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_382x.jpg?v=1706552223, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_YACHNE_560x.jpg?v=1706552223",NEW,accessories.html
accessories,/products/brynn-earring-natural,BRYNN EARRING,198,$198,"//cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_163x.jpg?v=1706308102, //cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_240x.jpg?v=1706308102, //cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_382x.jpg?v=1706308102, //cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_560x.jpg?v=1706308102, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_33_0043_WEB_163x.jpg?v=1707418455, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_33_0043_WEB_240x.jpg?v=1707418455, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_33_0043_WEB_382x.jpg?v=1707418455, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_33_0043_WEB_560x.jpg?v=1707418455, //cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_163x.jpg?v=1706308102, //cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_240x.jpg?v=1706308102, //cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_382x.jpg?v=1706308102, //cultgaia.com/cdn/shop/files/240112_CG_SprSum24_BRYNN0299_560x.jpg?v=1706308102",NEW,accessories.html
accessories,/products/magda-visor-soil-multi,MAGDA VISOR,358,$358,"//cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_163x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_240x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_382x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_560x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0818_163x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0818_240x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0818_382x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0818_560x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_132_0012_WEB_163x.jpg?v=1707951221, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_132_0012_WEB_240x.jpg?v=1707951221, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_132_0012_WEB_382x.jpg?v=1707951221, //cultgaia.com/cdn/shop/files/230821_DR_CULT_GAIA_S24_LOOKBOOK_LOOK_132_0012_WEB_560x.jpg?v=1707951221, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_163x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_240x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_382x.jpg?v=1706552867, //cultgaia.com/cdn/shop/files/240120_CG_SpSu24_MAGDA_VISOR_0805_560x.jpg?v=1706552867",NEW,accessories.html
accessories,/products/jazz-sunnies-white,JAZZ SUNNIES,525,$525,"//cultgaia.com/cdn/shop/files/Artboard1_163x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/Artboard1_240x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/Artboard1_382x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/Artboard1_560x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color000_163x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color000_240x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color000_382x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_Color000_560x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor000_163x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor000_240x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor000_382x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor000_560x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_bd878e24-4f32-4ad9-9d24-9f27a9604574_163x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_bd878e24-4f32-4ad9-9d24-9f27a9604574_240x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_bd878e24-4f32-4ad9-9d24-9f27a9604574_382x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_bd878e24-4f32-4ad9-9d24-9f27a9604574_560x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/Artboard1_163x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/Artboard1_240x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/Artboard1_382x.jpg?v=1715260301, //cultgaia.com/cdn/shop/files/Artboard1_560x.jpg?v=1715260301",NEW,accessories.html
accessories,/products/jaya-sunnies-mint-green,JAYA SUNNIES,525,$525,"//cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_163x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_240x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_382x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_560x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreenc_Front_163x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreenc_Front_240x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreenc_Front_382x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreenc_Front_560x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_b166f4e2-9fcb-4893-8fce-5e2d2a91a06a_163x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_b166f4e2-9fcb-4893-8fce-5e2d2a91a06a_240x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_b166f4e2-9fcb-4893-8fce-5e2d2a91a06a_382x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240425_CG_PF24THIERRYLASRY_b166f4e2-9fcb-4893-8fce-5e2d2a91a06a_560x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_163x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_240x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_382x.jpg?v=1714765219, //cultgaia.com/cdn/shop/files/240401_CG_Kids_JayaColor2751MintGreen_560x.jpg?v=1714765219",NEW,accessories.html
