filename,data_pid,id,name,collection,productSMC,material,customization,packshotType,brand,color,colorId,size,price,discountPrice,coupon,subCategory,category,topCategory,productCategory,macroCategory,microCategory,superMicroCategory,list,stock,productGlobalSMC,images,product_url
741562VB1K02919,741562VB1K02919,medium canette,S_S_2023/S_S_2024,741562VB1K02919,,not customizable,image,bottega veneta,travertine,2919,,None,2800,None,None,men_bags,men,men-bags,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,741562VB1K02919,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-canette-travertine-741562VB1K02919.html,men_bags.html
741561VB1K08482,741561VB1K08482,small canette,S_S_2023/S_S_2024,741561VB1K08482,,not customizable,image,bottega veneta,white,8482,,None,2400,None,None,men_bags,men,men-bags,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,741561VB1K08482,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/small-canette-white-741561VB1K08482.html,men_bags.html
741562VB1K03009,741562VB1K03009,medium canette,F_W_2023/S_S_2023,741562VB1K03009,,not customizable,image,bottega veneta,dark green,3009,,None,2800,None,men-gifting-bags,men_bags,gifts,men-gifting-bags,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,741562VB1K03009,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-canette-dark-green-741562VB1K03009.html,men_bags.html
741562VB1K08480,741562VB1K08480,medium canette,F_W_2023/S_S_2023/S_S_2024,741562VB1K08480,,not customizable,image,bottega veneta,black,8480,,None,2800,None,men-gifting-viewall-us,men_bags,gifts,men-gifting-viewall-us,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,741562VB1K08480,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-canette-black-741562VB1K08480.html,men_bags.html
736184VB1K08480,736184VB1K08480,arco tote bag,F_W_2023/S_S_2023/S_S_2024,736184VB1K08480,,not customizable,image,bottega veneta,black,8480,,None,3700,None,men-arco,men_bags,men,men-arco,bv_macro_men_bags,bv_micro_men_tote_bags,bv_super_micro_men_tote_bags,productList,instock,736184VB1K08480,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/arco-tote-bag-black-736184VB1K08480.html,men_bags.html
766954VB1K03009,766954VB1K03009,small arco tote bag with strap,F_W_2023/S_S_2024,766954VB1K03009,,not customizable,image,bottega veneta,dark green,3009,,None,3700,None,men-arco,men_bags,men,men-arco,bv_macro_men_bags,bv_micro_men_tote_bags,bv_super_micro_men_tote_bags,productList,instock,766954VB1K03009,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/small-arco-tote-bag-with-strap-dark-green-766954VB1K03009.html,men_bags.html
766954V29E02568,766954V29E02568,small arco tote bag with strap,F_W_2023/S_S_2024,766954V29E02568,,not customizable,image,bottega veneta,argil/deep pacific,2568,,None,3900,None,men-arco,men_bags,men,men-arco,bv_macro_men_bags,bv_micro_men_tote_bags,bv_super_micro_men_tote_bags,productList,outofstock,766954V29E02568,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/small-arco-tote-bag-with-strap-argil-deep-pacific-766954V29E02568.html,men_bags.html
756682VB1K04102,756682VB1K04102,medium arco tote bag,F_W_2023,756682VB1K04102,,not customizable,image,bottega veneta,cruise,4102,,None,3900,None,None,men_bags,men,men-bags,bv_macro_men_bags,bv_micro_men_tote_bags,bv_super_micro_men_tote_bags,productList,instock,756682VB1K04102,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-arco-tote-bag-cruise-756682VB1K04102.html,men_bags.html
729244VB1K03724,729244VB1K03724,medium arco tote bag,S_S_2023/S_S_2024,729244VB1K03724,,not customizable,image,bottega veneta,parakeet,3724,,None,3900,None,men-arco,men_bags,men,men-arco,bv_macro_men_bags,bv_micro_men_tote_bags,bv_super_micro_men_tote_bags,productList,outofstock,729244VB1K03724,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-arco-tote-bag-parakeet-729244VB1K03724.html,men_bags.html
756682VB1K04424,756682VB1K04424,medium arco tote bag,F_W_2023/S_S_2024,756682VB1K04424,,not customizable,image,bottega veneta,deep pacific,4424,,None,3900,None,men-arco,men_bags,men,men-arco,bv_macro_men_bags,bv_micro_men_tote_bags,bv_super_micro_men_tote_bags,productList,outofstock,756682VB1K04424,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-arco-tote-bag-deep-pacific-756682VB1K04424.html,men_bags.html
738000V39K02636,738000V39K02636,cassette belt bag,F_W_2023/S_S_2023/S_S_2024,738000V39K02636,,not customizable,image,bottega veneta,wood / natural,2636,,None,2500,None,men-belt-bags,men_bags,men,men-belt-bags,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,738000V39K02636,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/cassette-belt-bag-wood-natural-738000V39K02636.html,men_bags.html
758105V39K02636,758105V39K02636,cassette,F_W_2023/S_S_2024,758105V39K02636,,not customizable,image,bottega veneta,wood / natural,2636,,None,3300,None,men-cassette,men_bags,men,men-cassette,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,758105V39K02636,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/cassette-wood-natural-758105V39K02636.html,men_bags.html
731165VCQ714424,731165VCQ714424,medium arco camera bag,S_S_2023/S_S_2024,731165VCQ714424,,not customizable,image,bottega veneta,deep pacific,4424,,None,3000,None,men-arco,men_bags,men,men-arco,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,outofstock,731165VCQ714424,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-arco-camera-bag-deep-pacific-731165VCQ714424.html,men_bags.html
731165VCQ713048,731165VCQ713048,medium arco camera bag,S_S_2023/S_S_2024,731165VCQ713048,,not customizable,image,bottega veneta,emerald green,3048,,None,3000,None,men-gifting-viewall-us,men_bags,gifts,men-gifting-viewall-us,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,731165VCQ713048,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-arco-camera-bag-emerald-green-731165VCQ713048.html,men_bags.html
731165VCQ718803,731165VCQ718803,medium arco camera bag,F_W_2023/F_W_2024/S_S_2023/S_S_2024/S_S_2025,731165VCQ718803,,not customizable,image,bottega veneta,black,8803,,None,3000,None,travel,men_bags,new-arrivals,travel,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,outofstock,731165VCQ718803,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/medium-arco-camera-bag-black-731165VCQ718803.html,men_bags.html
729298VBWD33724,729298VBWD33724,mini cassette cross-body bag,F_W_2024/S_S_2023,729298VBWD33724,,not customizable,image,bottega veneta,parakeet,3724,,None,1850,None,men-cassette,men_bags,men,men-cassette,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,729298VBWD33724,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/mini-cassette-cross-body-bag-parakeet-729298VBWD33724.html,men_bags.html
715021V2BJ09233,715021V2BJ09233,small kalimero,F_W_2022/F_W_2023/S_S_2023/S_S_2024,715021V2BJ09233,,not customizable,image,bottega veneta,bone,9233,,None,7500,None,women-kalimero,men_bags,women,women-kalimero,bv_macro_women_bags,bv_micro_women_shoulder_bags,bv_super_micro_women_shoulder_bags,productList,instock,715021V2BJ09233,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/small-kalimero-bone-715021V2BJ09233.html,men_bags.html
795498V4GE13203,795498V4GE13203,small rumple messenger,F_W_2024,795498V4GE13203,,not customizable,image,bottega veneta,camping,3203,,None,2400,None,family-month-father,men_bags,gifts,family-month-father,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,795498V4GE13203,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/small-rumple-messenger-camping-795498V4GE13203.html,men_bags.html
787113V4HO18803,787113V4HO18803,small rumple messenger,F_W_2024/S_S_2024,787113V4HO18803,,not customizable,image,bottega veneta,black,8803,,None,3500,None,family-month-father,men_bags,gifts,family-month-father,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,787113V4HO18803,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/small-rumple-messenger-black-787113V4HO18803.html,men_bags.html
787113V4HO18755,787113V4HO18755,small rumple messenger,S_S_2024,787113V4HO18755,,not customizable,image,bottega veneta,straw,8755,,None,3500,None,men-bags-new,men_bags,men,men-bags-new,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,787113V4HO18755,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/small-rumple-messenger-straw-787113V4HO18755.html,men_bags.html
776519V40T18803,776519V40T18803,rumple messenger,F_W_2024/S_S_2024/S_S_2025,776519V40T18803,,not customizable,image,bottega veneta,black,8803,,None,4200,None,men-crossbody-bags,men_bags,men,men-crossbody-bags,bv_macro_men_bags,bv_micro_men_briefcases,bv_super_micro_men_briefcases,productList,instock,776519V40T18803,"https://bottega-veneta.dam.kering.com/m/4e4159b6ebb2778b/Thumbnail-776519V40T18803_F.jpg?v=1, https://bottega-veneta.dam.kering.com/m/70251802cbb88185/Thumbnail-776519V40T18803_A.jpg?v=2, https://bottega-veneta.dam.kering.com/m/33b25851931e7678/Thumbnail-776519V40T18803_B.jpg?v=1, https://bottega-veneta.dam.kering.com/m/5c19dbf5939f3a3d/Thumbnail-776519V40T18803_C.jpg?v=1, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/rumple-messenger-black-776519V40T18803.html,men_bags.html
776519V2BJ11555,776519V2BJ11555,rumple messenger,S_S_2024,776519V2BJ11555,,not customizable,image,bottega veneta,agate grey,1555,,None,4200,None,men-bags-new,men_bags,men,men-bags-new,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,776519V2BJ11555,"https://bottega-veneta.dam.kering.com/m/46aa709ed0edba71/Thumbnail-776519V2BJ11555_H.jpg?v=2, https://bottega-veneta.dam.kering.com/m/5ead0b96ce07dc22/Thumbnail-776519V2BJ11555_A.jpg?v=4, https://bottega-veneta.dam.kering.com/m/167898837d32b455/Thumbnail-776519V2BJ11555_B.jpg?v=2, https://bottega-veneta.dam.kering.com/m/1968a670142ebc3a/Thumbnail-776519V2BJ11555_C.jpg?v=2, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/rumple-messenger-agate-grey-776519V2BJ11555.html,men_bags.html
776204V2HL18803,776204V2HL18803,large flat loop,F_W_2024/S_S_2024,776204V2HL18803,,not customizable,image,bottega veneta,black,8803,,None,2500,None,men-bags-new,men_bags,men,men-bags-new,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,776204V2HL18803,"https://bottega-veneta.dam.kering.com/m/28a835556dd66038/Thumbnail-776204V2HL18803_D.jpg?v=1, https://bottega-veneta.dam.kering.com/m/1339f753f30d10eb/Thumbnail-776204V2HL18803_A.jpg?v=2, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/large-flat-loop-black-776204V2HL18803.html,men_bags.html
765767V2HL18803,765767V2HL18803,intrecciato laptop case with handle,F_W_2023,765767V2HL18803,,not customizable,image,bottega veneta,black,8803,,None,2450,None,men-bags-new,men_bags,men,men-bags-new,bv_macro_men_bags,bv_micro_men_crossbody_bags,bv_super_micro_men_crossbody_bags,productList,instock,765767V2HL18803,"/on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg, /on/demandware.static/Sites-BV-R-NOAM-Site/-/default/dwe80000e1/images/image-tile-placeholder.svg",/en-us/intrecciato-laptop-case-with-handle-black-765767V2HL18803.html,men_bags.html
