"Cod10","Title","Price","position","category","macro_category","micro_category","macro_category_id","micro_category_id","color","color_id","product_price","discountedPrice","price_tf","discountedPrice_tf","quantity","coupon","is_in_stock","list","url","img_src","filename"
"54199975TC","Wide-leg pants","1350","47","2298/29772","Ready-to-wear","Pants ","2298","29772","Worn Brown","14784","1350","675","1350.0","675.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54199975tc.html","https://www.chloe.com/product_image/54199975TC/f/w282.jpg","clothing.html"
"10370860RW","Tie-detail tunic shirt","1150","48","2298/29768","Ready-to-wear","Top","2298","29768","Buttercream","12777","1150","1150","1150.0","1150.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370860rw.html","https://www.chloe.com/product_image/10370860RW/f/w282.jpg","clothing.html"
"16314026TL","Short boxy cardigan","1550","49","2298/29770","Ready-to-wear","Knitwear","2298","29770","","","1550","775","1550.0","775.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314026tl.html","https://www.chloe.com/product_image/16314026TL/f/w282.jpg","clothing.html"
"54204029UJ","Cropped bootcut pants","1190","50","2298/29772","Ready-to-wear","Pants ","2298","29772","Pearl Beige","32277","1190","1190","1190.0","1190.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204029uj.html","https://www.chloe.com/product_image/54204029UJ/f/w282.jpg","clothing.html"
"16314027KT","Turtleneck sweater","900","51","2298/29770","Ready-to-wear","Knitwear","2298","29770","Black","23387","900","900","900.0","900.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314027kt.html","https://www.chloe.com/product_image/16314027KT/f/w282.jpg","clothing.html"
"54204032IW","Signature straight pants","1350","52","2298/29772","Ready-to-wear","Pants ","2298","29772","Abyss Blue","8612","1350","1350","1350.0","1350.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204032iw.html","https://www.chloe.com/product_image/54204032IW/f/w282.jpg","clothing.html"
"16314133FJ","Embellished tuxedo jacket","4290","53","2298/29755","Ready-to-wear","Jackets ","2298","29755","Black","23387","4290","2145","4290.0","2145.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16314133fj.html","https://www.chloe.com/product_image/16314133FJ/f/w282.jpg","clothing.html"
"54204020US","High-rise tuxedo pants","1990","54","2298/29772","Ready-to-wear","Pants ","2298","29772","Black","23387","1990","995","1990.0","995.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204020us.html","https://www.chloe.com/product_image/54204020US/f/w282.jpg","clothing.html"
"16314010SR","Embroidered tailored coat","7750","55","2298/29818","Ready-to-wear","Coats","2298","29818","Black","23387","7750","3875","7750.0","3875.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16314010sr.html","https://www.chloe.com/product_image/16314010SR/f/w282.jpg","clothing.html"
"15374413LP","Embroidered long open-back dress","7350","56","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","7350","3675","7350.0","3675.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374413lp.html","https://www.chloe.com/product_image/15374413LP/f/w282.jpg","clothing.html"
"10370856DQ","Bow-strap tank top","1450","57","2298/29768","Ready-to-wear","Top","2298","29768","","","1450","725","1450.0","725.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370856dq.html","https://www.chloe.com/product_image/10370856DQ/f/w282.jpg","clothing.html"
"54204025DC","Low-waist flare pants","1850","58","2298/29772","Ready-to-wear","Pants ","2298","29772","","","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204025dc.html","https://www.chloe.com/product_image/54204025DC/f/w282.jpg","clothing.html"
"15374410MX","Embellished evening dress","6550","59","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","6550","3275","6550.0","3275.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374410mx.html","https://www.chloe.com/product_image/15374410MX/f/w282.jpg","clothing.html"
"10370861BG","Embellished blouse","3150","60","2298/29768","Ready-to-wear","Top","2298","29768","Iconic Milk","1244","3150","1575","3150.0","1575.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370861bg.html","https://www.chloe.com/product_image/10370861BG/f/w282.jpg","clothing.html"
"15374412WA","Bow-strap midi dress","2950","61","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","2950","1475","2950.0","1475.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374412wa.html","https://www.chloe.com/product_image/15374412WA/f/w282.jpg","clothing.html"
"14423381SO","Bi-material evening dress","3990","62","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","3990","1995","3990.0","1995.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod14423381so.html","https://www.chloe.com/product_image/14423381SO/f/w282.jpg","clothing.html"
"10370869DA","Embroidered-plastron shirt","2950","63","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","2950","1475","2950.0","1475.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370869da.html","https://www.chloe.com/product_image/10370869DA/f/w282.jpg","clothing.html"
"14423376VV","Embroidered T-shirt","900","64","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","900","450","900.0","450.0","1","","True","searchresult","https://www.chloe.com/us/top_cod14423376vv.html","https://www.chloe.com/product_image/14423376VV/f/w282.jpg","clothing.html"
"16314036XN","Guipure-detail top","1190","65","2298/29770","Ready-to-wear","Knitwear","2298","29770","Black","23387","1190","595","1190.0","595.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314036xn.html","https://www.chloe.com/product_image/16314036XN/f/w282.jpg","clothing.html"
"16314037AH","Guipure-detail top","1190","66","2298/29770","Ready-to-wear","Knitwear","2298","29770","Iconic Milk","1244","1190","595","1190.0","595.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314037ah.html","https://www.chloe.com/product_image/16314037AH/f/w282.jpg","clothing.html"
"15374411LP","One-shoulder midi dress","2390","67","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","2390","1195","2390.0","1195.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374411lp.html","https://www.chloe.com/product_image/15374411LP/f/w282.jpg","clothing.html"
"15374256OK","Off-the-shoulder midi dress","2950","68","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","2950","1475","2950.0","1475.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374256ok.html","https://www.chloe.com/product_image/15374256OK/f/w282.jpg","clothing.html"
"14423159QO","Ruana coat","3050","69","2298/29818","Ready-to-wear","Coats","2298","29818","MULTICOLOR BROWN 1","35116","3050","1525","3050.0","1525.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod14423159qo.html","https://www.chloe.com/product_image/14423159QO/f/w282.jpg","clothing.html"
"16314039IE","Zip-collar sweater","2490","70","2298/29770","Ready-to-wear","Knitwear","2298","29770","Sooty Khaki","14772","2490","1245","2490.0","1245.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314039ie.html","https://www.chloe.com/product_image/16314039IE/f/w282.jpg","clothing.html"
"14423157MU","Zip-collar sweater","790","71","2298/29768","Ready-to-wear","Top","2298","29768","Sooty Khaki","14772","790","395","790.0","395.0","1","","True","searchresult","https://www.chloe.com/us/top_cod14423157mu.html","https://www.chloe.com/product_image/14423157MU/f/w282.jpg","clothing.html"
"14423170OB","Sweatpants","1050","72","2298/29772","Ready-to-wear","Pants ","2298","29772","Sooty Khaki","14772","1050","525","1050.0","525.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod14423170ob.html","https://www.chloe.com/product_image/14423170OB/f/w282.jpg","clothing.html"
"16314040GR","Generous turtleneck sweater","2090","73","2298/29770","Ready-to-wear","Knitwear","2298","29770","FRESH INDIGO","62446","2090","1045","2090.0","1045.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314040gr.html","https://www.chloe.com/product_image/16314040GR/f/w282.jpg","clothing.html"
"16314015GA","Down puffer jacket","2490","74","2298/29818","Ready-to-wear","Coats","2298","29818","FRESH INDIGO","62446","2490","1245","2490.0","1245.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16314015ga.html","https://www.chloe.com/product_image/16314015GA/f/w282.jpg","clothing.html"
"16314041LD","Fitted turtleneck top","1590","75","2298/29770","Ready-to-wear","Knitwear","2298","29770","Multicolor 1","1245","1590","795","1590.0","795.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314041ld.html","https://www.chloe.com/product_image/16314041LD/f/w282.jpg","clothing.html"
"54204018JB","High-waisted leggings","1850","76","2298/29772","Ready-to-wear","Pants ","2298","29772","Multicolor 1","1245","1850","925","1850.0","925.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204018jb.html","https://www.chloe.com/product_image/54204018JB/f/w282.jpg","clothing.html"
"16314016RG","Printed puffer jacket","2590","77","2298/29818","Ready-to-wear","Coats","2298","29818","MULTICOLOR BROWN 1","35116","2590","1295","2590.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16314016rg.html","https://www.chloe.com/product_image/16314016RG/f/w282.jpg","clothing.html"
"14423155LH","Generous crew-neck sweater","1990","78","2298/29770","Ready-to-wear","Knitwear","2298","29770","MULTICOLOR BROWN 1","35116","1990","995","1990.0","995.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod14423155lh.html","https://www.chloe.com/product_image/14423155LH/f/w282.jpg","clothing.html"
"15374259RH","Balloon-sleeve long dress","3050","79","2298/29827","Ready-to-wear","Dresses","2298","29827","BLACK - WHITE 1","20585","3050","1525","3050.0","1525.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374259rh.html","https://www.chloe.com/product_image/15374259RH/f/w282.jpg","clothing.html"
"14423163PB","Logo patch T-shirt","390","80","2298/29768","Ready-to-wear","Top","2298","29768","Seedpearl Beige","4805","390","195","390.0","195.0","1","","True","searchresult","https://www.chloe.com/us/top_cod14423163pb.html","https://www.chloe.com/product_image/14423163PB/f/w282.jpg","clothing.html"
"14423153JW","Fitted turtleneck top","650","81","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","650","325","650.0","325.0","1","","True","searchresult","https://www.chloe.com/us/top_cod14423153jw.html","https://www.chloe.com/product_image/14423153JW/f/w282.jpg","clothing.html"
"14423315OH","Fitted turtleneck top","650","82","2298/29768","Ready-to-wear","Top","2298","29768","BLOOMING ORANGE","62438","650","325","650.0","325.0","1","","True","searchresult","https://www.chloe.com/us/top_cod14423315oh.html","https://www.chloe.com/product_image/14423315OH/f/w282.jpg","clothing.html"
"14423150BV","Printed hoodie","900","83","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","900","450","900.0","450.0","1","","True","searchresult","https://www.chloe.com/us/top_cod14423150bv.html","https://www.chloe.com/product_image/14423150BV/f/w282.jpg","clothing.html"
"14423154TP","Fitted turtleneck top","650","84","2298/29768","Ready-to-wear","Top","2298","29768","Seedpearl Beige","4805","650","325","650.0","325.0","1","","True","searchresult","https://www.chloe.com/us/top_cod14423154tp.html","https://www.chloe.com/product_image/14423154TP/f/w282.jpg","clothing.html"
"16283021DU","Turtleneck sweater","890","85","2298/29770","Ready-to-wear","Knitwear","2298","29770","","","890","445","890.0","445.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16283021du.html","https://www.chloe.com/product_image/16283021DU/f/w282.jpg","clothing.html"
"54204033AQ","Signature straight pants","1350","86","2298/29772","Ready-to-wear","Pants ","2298","29772","Pearl Beige","32277","1350","1350","1350.0","1350.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204033aq.html","https://www.chloe.com/product_image/54204033AQ/f/w282.jpg","clothing.html"
"16314131NP","Double-breasted jacket","3590","87","2298/29755","Ready-to-wear","Jackets ","2298","29755","Pearl Beige","32277","3590","1795","3590.0","1795.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16314131np.html","https://www.chloe.com/product_image/16314131NP/f/w282.jpg","clothing.html"
"54204021RM","High-rise tailored pants","1590","88","2298/29772","Ready-to-wear","Pants ","2298","29772","Pearl Beige","32277","1590","795","1590.0","795.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204021rm.html","https://www.chloe.com/product_image/54204021RM/f/w282.jpg","clothing.html"
"16314019JP","Generous V-neck cardigan","2390","89","2298/29770","Ready-to-wear","Knitwear","2298","29770","Multicolor 1","1245","2390","1195","2390.0","1195.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314019jp.html","https://www.chloe.com/product_image/16314019JP/f/w282.jpg","clothing.html"
"30230319GF","Flare midi skirt","1990","90","2298/29828","Ready-to-wear","Skirts","2298","29828","Pearl Beige","32277","1990","995","1990.0","995.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30230319gf.html","https://www.chloe.com/product_image/30230319GF/f/w282.jpg","clothing.html"
"16314000FR","Short boxy jacket","3990","91","2298/29755","Ready-to-wear","Jackets ","2298","29755","Grizzled Blue","12795","3990","1995","3990.0","1995.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16314000fr.html","https://www.chloe.com/product_image/16314000FR/f/w282.jpg","clothing.html"
"54204012DB","Flare pants","3450","92","2298/29772","Ready-to-wear","Pants ","2298","29772","Grizzled Blue","12795","3450","1725","3450.0","1725.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204012db.html","https://www.chloe.com/product_image/54204012DB/f/w282.jpg","clothing.html"
"10370847VD","Corset-detail Western shirt","1590","93","2298/29768","Ready-to-wear","Top","2298","29768","FOGGY BLUE","62289","1590","795","1590.0","795.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370847vd.html","https://www.chloe.com/product_image/10370847VD/f/w282.jpg","clothing.html"
"30230317JU","Denim mini skirt","1050","94","2298/29828","Ready-to-wear","Skirts","2298","29828","FOGGY BLUE","62289","1050","525","1050.0","525.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30230317ju.html","https://www.chloe.com/product_image/30230317JU/f/w282.jpg","clothing.html"
"10370848FJ","Collarless blouse","1450","95","2298/29768","Ready-to-wear","Top","2298","29768","FOGGY BLUE","62289","1450","725","1450.0","725.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370848fj.html","https://www.chloe.com/product_image/10370848FJ/f/w282.jpg","clothing.html"
"54204014UB","Flare boyfriend jeans","1050","96","2298/29772","Ready-to-wear","Pants ","2298","29772","White","23388","1050","525","1050.0","525.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204014ub.html","https://www.chloe.com/product_image/54204014UB/f/w282.jpg","clothing.html"
"10370849PM","Classic denim shirt","1450","97","2298/29768","Ready-to-wear","Top","2298","29768","FOGGY BLUE","62289","1450","725","1450.0","725.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370849pm.html","https://www.chloe.com/product_image/10370849PM/f/w282.jpg","clothing.html"
"54204017IJ","Straight cropped jeans","1300","98","2298/29772","Ready-to-wear","Pants ","2298","29772","FOGGY BLUE","62289","1300","650","1300.0","650.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204017ij.html","https://www.chloe.com/product_image/54204017IJ/f/w282.jpg","clothing.html"
"15374252CT","Long flare denim dress","2490","99","2298/29827","Ready-to-wear","Dresses","2298","29827","FOGGY BLUE","62289","2490","2490","2490.0","2490.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374252ct.html","https://www.chloe.com/product_image/15374252CT/f/w282.jpg","clothing.html"
"30230318SI","Flare midi skirt","2250","100","2298/29828","Ready-to-wear","Skirts","2298","29828","FOGGY BLUE","62289","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30230318si.html","https://www.chloe.com/product_image/30230318SI/f/w282.jpg","clothing.html"
"16314003FJ","Hybrid biker jacket","5990","101","2298/29755","Ready-to-wear","Jackets ","2298","29755","","","5990","2995","5990.0","2995.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16314003fj.html","https://www.chloe.com/product_image/16314003FJ/f/w282.jpg","clothing.html"
"16314004TX","Short boxy jacket","2650","102","2298/29755","Ready-to-wear","Jackets ","2298","29755","FOGGY BLUE","62289","2650","1325","2650.0","1325.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16314004tx.html","https://www.chloe.com/product_image/16314004TX/f/w282.jpg","clothing.html"
"54204016XV","Cropped bootcut jeans","1850","103","2298/29772","Ready-to-wear","Pants ","2298","29772","FOGGY BLUE","62289","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204016xv.html","https://www.chloe.com/product_image/54204016XV/f/w282.jpg","clothing.html"
"15374253LB","Flare shirt dress","1950","104","2298/29827","Ready-to-wear","Dresses","2298","29827","White","23388","1950","975","1950.0","975.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374253lb.html","https://www.chloe.com/product_image/15374253LB/f/w282.jpg","clothing.html"
"10370853QL","Tie-detail tunic","1700","105","2298/29768","Ready-to-wear","Top","2298","29768","White","23388","1700","850","1700.0","850.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370853ql.html","https://www.chloe.com/product_image/10370853QL/f/w282.jpg","clothing.html"
"10370854AR","Tie-detail tunic","1700","106","2298/29768","Ready-to-wear","Top","2298","29768","Ink Navy","12801","1700","850","1700.0","850.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370854ar.html","https://www.chloe.com/product_image/10370854AR/f/w282.jpg","clothing.html"
"15374409KJ","Belted shirt dress","1850","107","2298/29827","Ready-to-wear","Dresses","2298","29827","Buttercream","12777","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374409kj.html","https://www.chloe.com/product_image/15374409KJ/f/w282.jpg","clothing.html"
"30230321AC","Flare long skirt","1790","108","2298/29828","Ready-to-wear","Skirts","2298","29828","","","1790","895","1790.0","895.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30230321ac.html","https://www.chloe.com/product_image/30230321AC/f/w282.jpg","clothing.html"
"10370864NP","Bow-strap tank top","1290","109","2298/29768","Ready-to-wear","Top","2298","29768","COCONUT MILK","38972","1290","645","1290.0","645.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370864np.html","https://www.chloe.com/product_image/10370864NP/f/w282.jpg","clothing.html"
"10370865HH","Bow-strap tank top","1290","110","2298/29768","Ready-to-wear","Top","2298","29768","Pebble Blue","10450","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370865hh.html","https://www.chloe.com/product_image/10370865HH/f/w282.jpg","clothing.html"
"30230644PE","Bow-detail shorts","1150","111","2298/29817","Ready-to-wear","Shorts","2298","29817","COCONUT MILK","38972","1150","575","1150.0","575.0","1","","True","searchresult","https://www.chloe.com/us/shorts_cod30230644pe.html","https://www.chloe.com/product_image/30230644PE/f/w282.jpg","clothing.html"
"16314023ET","Fitted cardigan","1590","112","2298/29770","Ready-to-wear","Knitwear","2298","29770","Pebble Blue","10450","1590","795","1590.0","795.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314023et.html","https://www.chloe.com/product_image/16314023ET/f/w282.jpg","clothing.html"
"54204042LC","One-shoulder jumpsuit","2250","113","2298/29772","Ready-to-wear","Pants ","2298","29772","COCONUT MILK","38972","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204042lc.html","https://www.chloe.com/product_image/54204042LC/f/w282.jpg","clothing.html"
"15374414EC","Bow-strap sun dress","1990","114","2298/29827","Ready-to-wear","Dresses","2298","29827","Pebble Blue","10450","1990","995","1990.0","995.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374414ec.html","https://www.chloe.com/product_image/15374414EC/f/w282.jpg","clothing.html"
"54204026VJ","Low-waist flare pants","1450","115","2298/29772","Ready-to-wear","Pants ","2298","29772","COCONUT MILK","38972","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204026vj.html","https://www.chloe.com/product_image/54204026VJ/f/w282.jpg","clothing.html"
"54204027IS","Low-waist flare pants","1450","116","2298/29772","Ready-to-wear","Pants ","2298","29772","Pebble Blue","10450","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54204027is.html","https://www.chloe.com/product_image/54204027IS/f/w282.jpg","clothing.html"
"10370858HM","Cuban shirt","1590","117","2298/29768","Ready-to-wear","Top","2298","29768","Multicolor 1","1245","1590","795","1590.0","795.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370858hm.html","https://www.chloe.com/product_image/10370858HM/f/w282.jpg","clothing.html"
"30230643NK","Boxer shorts","1190","118","2298/29817","Ready-to-wear","Shorts","2298","29817","Multicolor 1","1245","1190","595","1190.0","595.0","1","","True","searchresult","https://www.chloe.com/us/shorts_cod30230643nk.html","https://www.chloe.com/product_image/30230643NK/f/w282.jpg","clothing.html"
"10370850FG","Wing-sleeve top","1550","119","2298/29768","Ready-to-wear","Top","2298","29768","Ink Navy","12801","1550","775","1550.0","775.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370850fg.html","https://www.chloe.com/product_image/10370850FG/f/w282.jpg","clothing.html"
"10370851NM","Wing-sleeve top","1550","120","2298/29768","Ready-to-wear","Top","2298","29768","MUTED CLAY","42052","1550","775","1550.0","775.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370851nm.html","https://www.chloe.com/product_image/10370851NM/f/w282.jpg","clothing.html"
"10370868TP","Printed blouse","2650","121","2298/29768","Ready-to-wear","Top","2298","29768","Multicolor 1","1245","2650","1325","2650.0","1325.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370868tp.html","https://www.chloe.com/product_image/10370868TP/f/w282.jpg","clothing.html"
"30230322SK","Gathered maxi skirt","3190","122","2298/29828","Ready-to-wear","Skirts","2298","29828","Multicolor 1","1245","3190","1595","3190.0","1595.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30230322sk.html","https://www.chloe.com/product_image/30230322SK/f/w282.jpg","clothing.html"
"15374254MW","Midi tank dress","990","123","2298/29827","Ready-to-wear","Dresses","2298","29827","White","23388","990","495","990.0","495.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374254mw.html","https://www.chloe.com/product_image/15374254MW/f/w282.jpg","clothing.html"
"10370880HX","Short tank top","390","124","2298/29768","Ready-to-wear","Top","2298","29768","White","23388","390","195","390.0","195.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370880hx.html","https://www.chloe.com/product_image/10370880HX/f/w282.jpg","clothing.html"
"15374336TV","Wing-sleeve flare dress","2890","125","2298/29827","Ready-to-wear","Dresses","2298","29827","Ink Navy","12801","2890","1445","2890.0","1445.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374336tv.html","https://www.chloe.com/product_image/15374336TV/f/w282.jpg","clothing.html"
"15374495MN","Wing-sleeve flare dress","2890","126","2298/29827","Ready-to-wear","Dresses","2298","29827","MUTED CLAY","42052","2890","1445","2890.0","1445.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374495mn.html","https://www.chloe.com/product_image/15374495MN/f/w282.jpg","clothing.html"
"15374416XW","Belted shirt dress","3050","127","2298/29827","Ready-to-wear","Dresses","2298","29827","Multicolor 1","1245","3050","1525","3050.0","1525.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15374416xw.html","https://www.chloe.com/product_image/15374416XW/f/w282.jpg","clothing.html"
"16314038VX","Short-sleeve sweater","1150","128","2298/29770","Ready-to-wear","Knitwear","2298","29770","","","1150","575","1150.0","575.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16314038vx.html","https://www.chloe.com/product_image/16314038VX/f/w282.jpg","clothing.html"
"10370881QE","Embroidered T-shirt","590","129","2298/29768","Ready-to-wear","Top","2298","29768","COCONUT MILK","38972","590","295","590.0","295.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370881qe.html","https://www.chloe.com/product_image/10370881QE/f/w282.jpg","clothing.html"
"10370882BR","Embroidered T-shirt","590","130","2298/29768","Ready-to-wear","Top","2298","29768","MISTY LILAC","62457","590","295","590.0","295.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370882br.html","https://www.chloe.com/product_image/10370882BR/f/w282.jpg","clothing.html"
"10370883JX","Boxy sweater","790","131","2298/29768","Ready-to-wear","Top","2298","29768","COCONUT MILK","38972","790","395","790.0","395.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370883jx.html","https://www.chloe.com/product_image/10370883JX/f/w282.jpg","clothing.html"
"10370884DJ","Boxy sweater","790","132","2298/29768","Ready-to-wear","Top","2298","29768","MISTY LILAC","62457","790","395","790.0","395.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10370884dj.html","https://www.chloe.com/product_image/10370884DJ/f/w282.jpg","clothing.html"
"16339182EH","Long double-breasted coat","7090","133","2298/29818","Ready-to-wear","Coats","2298","29818","Iconic Milk","1244","7090","3545","7090.0","3545.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16339182eh.html","https://www.chloe.com/product_image/16339182EH/f/w282.jpg","clothing.html"
"16339169MO","Sleeveless top","2490","134","2298/29770","Ready-to-wear","Knitwear","2298","29770","Iconic Milk","1244","2490","2490","2490.0","2490.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16339169mo.html","https://www.chloe.com/product_image/16339169MO/f/w282.jpg","clothing.html"
"30280932RK","Ruffled long skirt","3900","135","2298/29828","Ready-to-wear","Skirts","2298","29828","Iconic Milk","1244","3900","3900","3900.0","3900.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30280932rk.html","https://www.chloe.com/product_image/30280932RK/f/w282.jpg","clothing.html"
"16339183SJ","Embroidered long trench coat","5250","136","2298/29818","Ready-to-wear","Coats","2298","29818","Black","23387","5250","2625","5250.0","2625.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16339183sj.html","https://www.chloe.com/product_image/16339183SJ/f/w282.jpg","clothing.html"
"15395527CK","Bi-material long tank dress","6850","137","2298/29827","Ready-to-wear","Dresses","2298","29827","","","6850","6850","6850.0","6850.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395527ck.html","https://www.chloe.com/product_image/15395527CK/f/w282.jpg","clothing.html"
"10441147FP","Embroidered T-shirt","450","138","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","450","225","450.0","225.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441147fp.html","https://www.chloe.com/product_image/10441147FP/f/w282.jpg","clothing.html"
"10441148UX","Embroidered T-shirt","450","139","2298/29768","Ready-to-wear","Top","2298","29768","White","23388","450","225","450.0","225.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441148ux.html","https://www.chloe.com/product_image/10441148UX/f/w282.jpg","clothing.html"
"54206388BT","Masaya cropped straight jeans","1690","140","2298/29772","Ready-to-wear","Pants ","2298","29772","MULTICOLOR BLUE 1","21182","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54206388bt.html","https://www.chloe.com/product_image/54206388BT/f/w282.jpg","clothing.html"
"15395520IC","Cut-out sleeveless maxi dress","3290","141","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","3290","1645","3290.0","1645.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395520ic.html","https://www.chloe.com/product_image/15395520IC/f/w282.jpg","clothing.html"
"16339181EI","Long double-breasted coat","7090","142","2298/29818","Ready-to-wear","Coats","2298","29818","Black","23387","7090","3545","7090.0","3545.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16339181ei.html","https://www.chloe.com/product_image/16339181EI/f/w282.jpg","clothing.html"
"16339174HT","Buttonless tailored jacket","2890","143","2298/29755","Ready-to-wear","Jackets ","2298","29755","Black","23387","2890","2890","2890.0","2890.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16339174ht.html","https://www.chloe.com/product_image/16339174HT/f/w282.jpg","clothing.html"
